ngram,count_x,unithood_x,termhood_x,count_y,unithood_y,termhood_y
present paper,312,0.004339592257671616,63442736.023815185,312,0.004339592257671616,63442736.023815185
dual field theory,247,0.004335131633411149,50240731.82469966,247,0.004335131633411149,50240731.82469966
near horizon,311,0.004325683308127796,63238921.533499666,311,0.004325683308127796,63238921.533499666
physical interpretation,309,0.004297865409040158,62833895.01669725,309,0.004297865409040158,62833895.01669725
lower bound,308,0.004283956459496339,62630674.0334819,308,0.004283956459496339,62630674.0334819
spontaneous breaking,306,0.0042561385604087,62224434.04151432,306,0.0042561385604087,62224434.04151432
gauge invariance,305,0.0042422296108648805,62021687.02737991,305,0.0042422296108648805,62021687.02737991
superconformal algebra,305,0.0042422296108648805,62021731.06212853,305,0.0042422296108648805,62021731.06212853
sine-gordon model,304,0.004228320661321062,61818636.05350003,304,0.004228320661321062,61818636.05350003
wide class,303,0.0042144117117772426,61615433.021003634,303,0.0042144117117772426,61615433.021003634
gravitational theory,302,0.004200502762233423,61412112.036172636,302,0.004200502762233423,61412112.036172636
external field,301,0.004186593812689604,61209475.04034382,301,0.004186593812689604,61209475.04034382
noncommutative space,301,0.004186593812689604,61209705.041503236,301,0.004186593812689604,61209705.041503236
lorentz invariance,300,0.004172684863145784,61006288.029808745,300,0.004172684863145784,61006288.029808745
explicit formula,299,0.004158775913601966,60803565.01657654,299,0.004158775913601966,60803565.01657654
integral representation,296,0.0041170490649705075,60194306.02343888,296,0.0041170490649705075,60194306.02343888
holographic model,296,0.0041170490649705075,60194046.04363838,296,0.0041170490649705075,60194046.04363838
free fermion,294,0.004089231165882869,59787864.02991244,294,0.004089231165882869,59787864.02991244
fundamental string,293,0.00407532221633905,59584983.02758494,293,0.00407532221633905,59584983.02758494
several example,293,0.00407532221633905,59584937.020034194,293,0.00407532221633905,59584937.020034194
spontaneous symmetry breaking,232,0.004071864530167557,47193584.70141173,232,0.004071864530167557,47193584.70141173
local operator,292,0.004061413266795231,59381428.055002056,292,0.004061413266795231,59381428.055002056
first time,292,0.004061413266795231,59381686.02542752,292,0.004061413266795231,59381686.02542752
derivative expansion,292,0.004061413266795231,59381394.06982949,292,0.004061413266795231,59381394.06982949
riemann surface,291,0.004047504317251411,59178779.03330148,291,0.004047504317251411,59178779.03330148
conformal anomaly,291,0.004047504317251411,59178237.04800571,291,0.004047504317251411,59178237.04800571
quasinormal mode,290,0.004033595367707591,58975160.08228971,290,0.004033595367707591,58975160.08228971
large distance,289,0.0040196864181637725,58772331.0445014,289,0.0040196864181637725,58772331.0445014
s *,288,0.004005777468619953,58569356.57357342,288,0.004005777468619953,58569356.57357342
light-cone gauge,288,0.004005777468619953,58569744.04760736,288,0.004005777468619953,58569744.04760736
cosmic microwave background,228,0.0040016599693025985,46380948.982926756,228,0.0040016599693025985,46380948.982926756
cosmological constant problem,228,0.0040016599693025985,46380958.12310705,228,0.0040016599693025985,46380958.12310705
dynamical system,287,0.003991868519076134,58366603.03373164,287,0.003991868519076134,58366603.03373164
n =2,286,0.003977959569532314,58163428.08592475,286,0.003977959569532314,58163428.08592475
current algebra,286,0.003977959569532314,58163230.0406587,286,0.003977959569532314,58163230.0406587
non-linear sigma,286,0.003977959569532314,58162924.997680046,286,0.003977959569532314,58162924.997680046
black brane,284,0.003950141670444676,57756554.1574377,284,0.003950141670444676,57756554.1574377
stress-energy tensor,284,0.003950141670444676,57756758.03822981,284,0.003950141670444676,57756758.03822981
supersymmetric quantum mechanic,225,0.00394900654865388,45771427.7135182,225,0.00394900654865388,45771427.7135182
gauge transformation,283,0.003936232720900857,57554359.02694135,283,0.003936232720900857,57554359.02694135
closed form,283,0.003936232720900857,57554051.020926744,283,0.003936232720900857,57554051.020926744
recent development,283,0.003936232720900857,57554205.02025257,283,0.003936232720900857,57554205.02025257
black hole thermodynamics,224,0.003931455408437641,45567628.13606244,224,0.003931455408437641,45567628.13606244
flat spacetime,281,0.003908414821813218,57147769.02788051,281,0.003908414821813218,57147769.02788051
lowest order,281,0.003908414821813218,57147857.02507381,281,0.003908414821813218,57147857.02507381
big bang,279,0.0038805969227255796,56741695.05442191,279,0.0038805969227255796,56741695.05442191
noncommutative gauge theory,221,0.003878801987788922,44958533.893767595,221,0.003878801987788922,44958533.893767595
three-point function,278,0.00386668797318176,56538328.07163498,278,0.00386668797318176,56538328.07163498
explicit construction,278,0.00386668797318176,56538874.01706338,278,0.00386668797318176,56538874.01706338
dimensional regularization,277,0.003852779023637941,56335637.0270624,277,0.003852779023637941,56335637.0270624
classical level,275,0.0038249611245503028,55929063.03805318,275,0.0038249611245503028,55929063.03805318
discrete symmetry,275,0.0038249611245503028,55929525.02012991,275,0.0038249611245503028,55929525.02012991
supersymmetric solution,272,0.003783234275918845,55320140.035070285,272,0.003783234275918845,55320140.035070285
dual theory,272,0.003783234275918845,55319830.034793004,272,0.003783234275918845,55319830.034793004
inflationary model,272,0.003783234275918845,55320106.05013742,272,0.003783234275918845,55320106.05013742
asymptotic symmetry,270,0.003755416376831206,54913004.10174215,270,0.003755416376831206,54913004.10174215
free parameter,270,0.003755416376831206,54913708.0236928,270,0.003755416376831206,54913708.0236928
symmetric solution,270,0.003755416376831206,54913362.04977978,270,0.003755416376831206,54913362.04977978
complete set,267,0.003713689528199748,54304509.01948367,267,0.003713689528199748,54304509.01948367
scalar curvature,267,0.003713689528199748,54304373.02661035,267,0.003713689528199748,54304373.02661035
symmetric space,267,0.003713689528199748,54304561.02903331,267,0.003713689528199748,54304561.02903331
supersymmetric field theory,211,0.0037032905856265274,42926253.93148735,211,0.0037032905856265274,42926253.93148735
simple model,266,0.0036997805786559285,54101470.01568578,266,0.0036997805786559285,54101470.01568578
higgs field,265,0.0036858716291121095,53898213.03231932,265,0.0036858716291121095,53898213.03231932
boundary term,264,0.00367196267956829,53694840.03627495,264,0.00367196267956829,53694840.03627495
condensed matter,263,0.0036580537300244706,53491779.03145288,263,0.0036580537300244706,53491779.03145288
chiral fermion,263,0.0036580537300244706,53492183.024537794,263,0.0036580537300244706,53492183.024537794
classical field,263,0.0036580537300244706,53491933.0242307,263,0.0036580537300244706,53491933.0242307
latter case,262,0.0036441447804806517,53288782.01774314,262,0.0036441447804806517,53288782.01774314
holographic entanglement entropy,207,0.0036330860247615697,42112961.9953828,207,0.0036330860247615697,42112961.9953828
light cone,261,0.0036302358309368322,53085945.02944628,261,0.0036302358309368322,53085945.02944628
classical limit,261,0.0036302358309368322,53085695.02353229,261,0.0036302358309368322,53085695.02353229
explicit solution,260,0.0036163268813930133,52882630.01788267,260,0.0036163268813930133,52882630.01788267
radiative correction,260,0.0036163268813930133,52882642.024246655,260,0.0036163268813930133,52882642.024246655
asymptotic behavior,259,0.003602417931849194,52679167.0345712,259,0.003602417931849194,52679167.0345712
such solution,259,0.003602417931849194,52679223.031017914,259,0.003602417931849194,52679223.031017914
canonical quantization,258,0.0035885089823053744,52476470.02528998,258,0.0035885089823053744,52476470.02528998
naked singularity,258,0.0035885089823053744,52475862.06318818,258,0.0035885089823053744,52475862.06318818
scale factor,257,0.0035746000327615554,52273013.05681556,257,0.0035746000327615554,52273013.05681556
finite size,257,0.0035746000327615554,52272851.04680917,257,0.0035746000327615554,52272851.04680917
linear combination,257,0.0035746000327615554,52273077.020362996,257,0.0035746000327615554,52273077.020362996
noncommutative gauge,256,0.003560691083217736,52069802.89662363,256,0.003560691083217736,52069802.89662363
scalar perturbation,255,0.003546782133673917,51866751.05242276,255,0.003546782133673917,51866751.05242276
eleven-dimensional supergravity,254,0.0035328731841300976,51664008.020617835,254,0.0035328731841300976,51664008.020617835
first step,253,0.003518964234586278,51460543.01774904,253,0.003518964234586278,51460543.01774904
new approach,253,0.003518964234586278,51460737.01566653,253,0.003518964234586278,51460737.01566653
four-point function,253,0.003518964234586278,51460285.06852691,253,0.003518964234586278,51460285.06852691
static solution,252,0.0035050552850424592,51257176.03708728,252,0.0035050552850424592,51257176.03708728
boundary theory,252,0.0035050552850424592,51256926.039212406,252,0.0035050552850424592,51256926.039212406
superconformal symmetry,252,0.0035050552850424592,51257360.04759067,252,0.0035050552850424592,51257360.04759067
new method,252,0.0035050552850424592,51257472.01733246,252,0.0035050552850424592,51257472.01733246
gauged supergravity,249,0.0034633284364110014,50647765.0459684,249,0.0034633284364110014,50647765.0459684
n =1,249,0.0034633284364110014,50648111.048797384,249,0.0034633284364110014,50648111.048797384
curved space,249,0.0034633284364110014,50647695.03559101,249,0.0034633284364110014,50647695.03559101
higher spin field,197,0.003457574622599175,40080689.29649399,197,0.003457574622599175,40080689.29649399
bekenstein-hawking entropy,248,0.003449419486867182,50444202.08095339,248,0.003449419486867182,50444202.08095339
abelian gauge theory,196,0.0034400234823829356,39877644.36580653,196,0.0034400234823829356,39877644.36580653
effective lagrangian,246,0.0034216015877795436,50038482.024552725,246,0.0034216015877795436,50038482.024552725
explicit calculation,246,0.0034216015877795436,50038544.01855138,246,0.0034216015877795436,50038544.01855138
cosmic microwave,246,0.0034216015877795436,50038192.98590276,246,0.0034216015877795436,50038192.98590276
imaginary part,246,0.0034216015877795436,50038394.03258977,246,0.0034216015877795436,50038394.03258977
conformal transformation,246,0.0034216015877795436,50038308.02936259,246,0.0034216015877795436,50038308.02936259
general formula,245,0.003407692638235724,49835105.022608675,245,0.003407692638235724,49835105.022608675
antisymmetric tensor field,193,0.003387370061734217,39267697.50564097,193,0.003387370061734217,39267697.50564097
calabi-yau threefolds,243,0.003379874739148085,49429195.03888351,243,0.003379874739148085,49429195.03888351
primary field,242,0.003365965789604266,49225734.059689075,242,0.003365965789604266,49225734.059689075
derivative term,240,0.0033381478905166275,48819154.03708424,240,0.0033381478905166275,48819154.03708424
numerical simulation,240,0.0033381478905166275,48819532.02323459,240,0.0033381478905166275,48819532.02323459
one-loop correction,239,0.003324238940972808,48616131.029384956,239,0.003324238940972808,48616131.029384956
fermionic field,239,0.003324238940972808,48616253.03348091,239,0.003324238940972808,48616253.03348091
crucial role,239,0.003324238940972808,48616281.01759152,239,0.003324238940972808,48616281.01759152
simple example,238,0.0033103299914289887,48413176.014662415,238,0.0033103299914289887,48413176.014662415
different type,236,0.0032825120923413503,48006744.01865885,236,0.0032825120923413503,48006744.01865885
conformal dimension,236,0.0032825120923413503,48006282.053730726,236,0.0032825120923413503,48006282.053730726
earlier work,236,0.0032825120923413503,48006760.01625628,236,0.0032825120923413503,48006760.01625628
initial state,236,0.0032825120923413503,48006716.03042288,236,0.0032825120923413503,48006716.03042288
conformal block,236,0.0032825120923413503,48006606.05315612,236,0.0032825120923413503,48006606.05315612
large scale,235,0.0032686031427975313,47803501.069924295,235,0.0032686031427975313,47803501.069924295
quantum mechanic,235,0.0032686031427975313,47803783.019358374,235,0.0032686031427975313,47803783.019358374
topological defect,234,0.003254694193253712,47600380.028511636,234,0.003254694193253712,47600380.028511636
excited state,234,0.003254694193253712,47600172.05168103,234,0.003254694193253712,47600172.05168103
sufficient condition,234,0.003254694193253712,47600510.016586244,234,0.003254694193253712,47600510.016586244
linear sigma model,185,0.0032469609400043015,37641617.999807015,185,0.0032469609400043015,37641617.999807015
chiral symmetry breaking,185,0.0032469609400043015,37641499.379707344,185,0.0032469609400043015,37641499.379707344
supersymmetric field,232,0.0032268762941660735,47193702.93275002,232,0.0032268762941660735,47193702.93275002
