ngram,count_x,unithood_x,termhood_x,count_y,unithood_y,termhood_y
kinetic term,199,0.004372476908899077,47650542.22191731,199,0.004372476908899077,47650542.22191731
excited state,199,0.004372476908899077,47650852.18737776,199,0.004372476908899077,47650852.18737776
gauge boson,198,0.004350504663125715,47410860.24688532,198,0.004350504663125715,47410860.24688532
electroweak scale,197,0.004328532417352353,47171458.28978699,197,0.004328532417352353,47171458.28978699
current status,197,0.004328532417352353,47172584.148305416,197,0.004328532417352353,47172584.148305416
supersymmetric extension,196,0.004306560171578991,46932724.20790886,196,0.004306560171578991,46932724.20790886
explicit expression,195,0.004284587925805629,46694042.14385928,195,0.004284587925805629,46694042.14385928
numerical simulation,195,0.004284587925805629,46693642.173879534,195,0.004284587925805629,46693642.173879534
supersymmetric yang-mills theory,154,0.004269786632249264,36882684.18537695,154,0.004269786632249264,36882684.18537695
electroweak symmetry breaking,154,0.004269786632249264,36881828.29008874,154,0.004269786632249264,36881828.29008874
super yang-mills theory,153,0.0042420607450268655,36643316.17765777,153,0.0042420607450268655,36643316.17765777
present work,193,0.004240643434258904,46215128.16247953,193,0.004240643434258904,46215128.16247953
high temperature,193,0.004240643434258904,46215072.21670578,193,0.004240643434258904,46215072.21670578
spatial dimension,192,0.004218671188485542,45975910.18856886,192,0.004218671188485542,45975910.18856886
critical value,192,0.004218671188485542,45975936.18543015,192,0.004218671188485542,45975936.18543015
dipole moment,191,0.004196698942712179,45736508.2789243,191,0.004196698942712179,45736508.2789243
precise measurement,191,0.004196698942712179,45736746.17733441,191,0.004196698942712179,45736746.17733441
superconformal field theory,150,0.004158883083359672,35925328.22693359,150,0.004158883083359672,35925328.22693359
critical exponent,189,0.004152754451165455,45258050.35498692,189,0.004152754451165455,45258050.35498692
standard model expectation,149,0.004131157196137274,35685316.319585614,149,0.004131157196137274,35685316.319585614
cosmic ray,186,0.0040868377138453685,44540364.365208775,186,0.0040868377138453685,44540364.365208775
transverse momentum,186,0.0040868377138453685,44540130.26771535,186,0.0040868377138453685,44540130.26771535
decay width,186,0.0040868377138453685,44540346.21961593,186,0.0040868377138453685,44540346.21961593
spontaneous breaking,185,0.0040648654680720065,44300666.235417835,185,0.0040648654680720065,44300666.235417835
electric dipole moment,146,0.00404797953447008,34967316.274565876,146,0.00404797953447008,34967316.274565876
nuclear modification factor,146,0.00404797953447008,34967460.478214584,146,0.00404797953447008,34967460.478214584
first measurement,184,0.004042893222298644,44062062.18029855,184,0.004042893222298644,44062062.18029855
supersymmetric theory,184,0.004042893222298644,44061794.161502,184,0.004042893222298644,44061794.161502
supersymmetric particle,183,0.004020920976525282,43821908.369612336,183,0.004020920976525282,43821908.369612336
elastic scattering,183,0.004020920976525282,43822780.18715664,183,0.004020920976525282,43822780.18715664
discrete symmetry,182,0.0039989487307519195,43583132.17993244,182,0.0039989487307519195,43583132.17993244
conformal symmetry,181,0.0039769764849785574,43343678.22414199,181,0.0039769764849785574,43343678.22414199
global fit,180,0.0039550042392051945,43104288.225697845,180,0.0039550042392051945,43104288.225697845
chiral phase transition,142,0.00393707598558049,34009838.455192186,142,0.00393707598558049,34009838.455192186
explicit example,179,0.0039330319934318325,42865410.15795884,179,0.0039330319934318325,42865410.15795884
experimental value,179,0.0039330319934318325,42865380.1838523,179,0.0039330319934318325,42865380.1838523
inflationary model,178,0.0039110597476584704,42625776.37461702,178,0.0039110597476584704,42625776.37461702
dirac equation,178,0.0039110597476584704,42626616.138451956,178,0.0039110597476584704,42626616.138451956
invariant mass distribution,141,0.0039093500983580914,33770606.22037123,141,0.0039093500983580914,33770606.22037123
present paper,177,0.0038890875018851084,42386686.15342283,177,0.0038890875018851084,42386686.15342283
two-point function,177,0.0038890875018851084,42386724.19590252,177,0.0038890875018851084,42386724.19590252
cold dark matter,140,0.0038816242111356933,33530880.295069136,140,0.0038816242111356933,33530880.295069136
dark matter model,140,0.0038816242111356933,33530804.37365909,140,0.0038816242111356933,33530804.37365909
complete set,176,0.0038671152561117464,42147554.14121215,176,0.0038671152561117464,42147554.14121215
recent measurement,176,0.0038671152561117464,42147400.17123812,176,0.0038671152561117464,42147400.17123812
direct detection,173,0.00380119851879166,41428680.43024106,173,0.00380119851879166,41428680.43024106
higgs field,173,0.00380119851879166,41429092.22683753,173,0.00380119851879166,41429092.22683753
low temperature,172,0.0037792262730182978,41189982.28174232,172,0.0037792262730182978,41189982.28174232
next-to-next-to-leading order,171,0.0037572540272449357,40950758.371211626,171,0.0037572540272449357,40950758.371211626
quantum number,170,0.0037352817814715737,40711812.15018787,170,0.0037352817814715737,40711812.15018787
quantum fluctuation,170,0.0037352817814715737,40711584.17692914,170,0.0037352817814715737,40711584.17692914
experimental measurement,168,0.0036913372899248487,40232792.18392384,168,0.0036913372899248487,40232792.18392384
near future,168,0.0036913372899248487,40232520.2134633,168,0.0036913372899248487,40232520.2134633
high energy physic,133,0.0036875430005789086,31856008.122774657,133,0.0036875430005789086,31856008.122774657
lower limit,167,0.0036693650441514867,39993320.22599501,167,0.0036693650441514867,39993320.22599501
space-time dimension,167,0.0036693650441514867,39993710.15027347,167,0.0036693650441514867,39993710.15027347
special attention,167,0.0036693650441514867,39993672.14369201,167,0.0036693650441514867,39993672.14369201
initial state,166,0.003647392798378124,39754394.166856244,166,0.003647392798378124,39754394.166856244
holographic model,165,0.003625420552604762,39514976.20513068,165,0.003625420552604762,39514976.20513068
analytic expression,165,0.003625420552604762,39514892.17063342,165,0.003625420552604762,39514892.17063342
forward-backward asymmetry,165,0.003625420552604762,39514808.37824252,165,0.003625420552604762,39514808.37824252
black hole entropy,130,0.0036043653389117155,31137688.223464195,130,0.0036043653389117155,31137688.223464195
semileptonic decay,164,0.0036034483068314,39275752.22118531,164,0.0036034483068314,39275752.22118531
energy-momentum tensor,164,0.0036034483068314,39275700.189711176,164,0.0036034483068314,39275700.189711176
quantum correction,164,0.0036034483068314,39275568.195184305,164,0.0036034483068314,39275568.195184305
perturbative expansion,163,0.003581476061058038,39036308.175437465,163,0.003581476061058038,39036308.175437465
numerical analysis,163,0.003581476061058038,39036078.172306985,163,0.003581476061058038,39036078.172306985
new approach,163,0.003581476061058038,39036610.12103267,163,0.003581476061058038,39036610.12103267
black hole horizon,129,0.003576639451689318,30898166.21751437,129,0.003576639451689318,30898166.21751437
arbitrary number,162,0.0035595038152846756,38797184.16887466,162,0.0035595038152846756,38797184.16887466
final state interaction,127,0.003521187677244522,30419652.173609708,127,0.003521187677244522,30419652.173609708
spontaneous symmetry breaking,127,0.003521187677244522,30419264.181432128,127,0.003521187677244522,30419264.181432128
minimal model,159,0.0034935870779645895,38079010.18551654,159,0.0034935870779645895,38079010.18551654
detailed analysis,159,0.0034935870779645895,38078842.160912976,159,0.0034935870779645895,38078842.160912976
radiative decay,159,0.0034935870779645895,38079434.15628622,159,0.0034935870779645895,38079434.15628622
cosmic string,158,0.003471614832191227,37839900.22905318,158,0.003471614832191227,37839900.22905318
n =,157,0.0034496425864178645,37600754.15178368,157,0.0034496425864178645,37600754.15178368
late time,157,0.0034496425864178645,37600106.24006078,157,0.0034496425864178645,37600106.24006078
form factor,157,0.0034496425864178645,37600368.22325823,157,0.0034496425864178645,37600368.22325823
feynman diagram,156,0.0034276703406445025,37361234.159400806,156,0.0034276703406445025,37361234.159400806
hilbert space,156,0.0034276703406445025,37361432.155039005,156,0.0034276703406445025,37361432.155039005
dark matter mass,123,0.003410284128354931,29461158.456685282,123,0.003410284128354931,29461158.456685282
standard deviation,154,0.003383725849097778,36882488.22026153,154,0.003383725849097778,36882488.22026153
particular case,154,0.003383725849097778,36882502.12987386,154,0.003383725849097778,36882502.12987386
neutrino mass matrix,122,0.003382558241132533,29222438.27449401,122,0.003382558241132533,29222438.27449401
linear combination,153,0.003361753603324416,36643222.14352361,153,0.003361753603324416,36643222.14352361
linear sigma model,121,0.0033548323539101354,28983102.1935258,121,0.0033548323539101354,28983102.1935258
available data,152,0.003339781357551054,36403646.17319708,152,0.003339781357551054,36403646.17319708
crucial role,152,0.003339781357551054,36403510.15312779,152,0.003339781357551054,36403510.15312779
standard model particle,120,0.0033271064666877373,28743260.207654875,120,0.0033271064666877373,28743260.207654875
chiral condensate,151,0.0033178091117776914,36164226.31522819,151,0.0033178091117776914,36164226.31522819
invariant mass spectrum,119,0.0032993805794653396,28504382.136379916,119,0.0032993805794653396,28504382.136379916
shear viscosity,149,0.0032738646202309673,35685742.252873346,149,0.0032738646202309673,35685742.252873346
pseudoscalar meson,149,0.0032738646202309673,35685714.21280938,149,0.0032738646202309673,35685714.21280938
detailed study,149,0.0032738646202309673,35685368.17872392,149,0.0032738646202309673,35685368.17872392
small value,148,0.0032518923744576053,35446048.17825985,148,0.0032518923744576053,35446048.17825985
direct search,147,0.003229920128684243,35206398.288929895,147,0.003229920128684243,35206398.288929895
higher order,147,0.003229920128684243,35206998.155912556,147,0.003229920128684243,35206998.155912556
electroweak symmetry,147,0.003229920128684243,35206354.28228035,147,0.003229920128684243,35206354.28228035
light quark,145,0.0031859756371375183,34728048.18609208,145,0.0031859756371375183,34728048.18609208
effective lagrangian,144,0.003164003391364156,34488888.15292976,144,0.003164003391364156,34488888.15292976
proton-proton collision data,114,0.0031607511433533507,27306830.39334317,114,0.0031607511433533507,27306830.39334317
big bang nucleosynthesis,114,0.0031607511433533507,27306818.29205974,114,0.0031607511433533507,27306818.29205974
analytic continuation,143,0.0031420311455907938,34249588.17408559,143,0.0031420311455907938,34249588.17408559
flat space,142,0.0031200588998174317,34010112.17430091,142,0.0031200588998174317,34010112.17430091
top quark mass,112,0.003105299368908555,26828140.24405493,112,0.003105299368908555,26828140.24405493
atlas experiment,141,0.0030980866540440697,33770482.361455135,141,0.0030980866540440697,33770482.361455135
strong coupling constant,111,0.003077573481686157,26588814.22734785,111,0.003077573481686157,26588814.22734785
unified theory,140,0.003076114408270707,33531420.172071792,140,0.003076114408270707,33531420.172071792
hole solution,140,0.003076114408270707,33531118.289021757,140,0.003076114408270707,33531118.289021757
new type,139,0.003054142162497345,33292202.126542892,139,0.003054142162497345,33292202.126542892
particular attention,139,0.003054142162497345,33291964.142419208,139,0.003054142162497345,33291964.142419208
top quark pair,110,0.003049847594463759,26349064.3191182,110,0.003049847594463759,26349064.3191182
systematic error,138,0.003032169916723983,33052762.17297278,138,0.003032169916723983,33052762.17297278
asymptotic behavior,138,0.003032169916723983,33052720.155616805,138,0.003032169916723983,33052720.155616805
general form,137,0.003010197670950621,32813384.161928173,137,0.003010197670950621,32813384.161928173
general case,137,0.003010197670950621,32813366.132839303,137,0.003010197670950621,32813366.132839303
lhcb experiment,137,0.003010197670950621,32813482.21870765,137,0.003010197670950621,32813482.21870765
spacetime dimension,137,0.003010197670950621,32813300.16213098,137,0.003010197670950621,32813300.16213098
green function,137,0.003010197670950621,32813444.144719332,137,0.003010197670950621,32813444.144719332
scalar meson,136,0.0029882254251772586,32574320.17537326,136,0.0029882254251772586,32574320.17537326
cosmological perturbation,136,0.0029882254251772586,32573812.252848294,136,0.0029882254251772586,32573812.252848294
first result,136,0.0029882254251772586,32574176.11928408,136,0.0029882254251772586,32574176.11928408
lorentz invariance,135,0.0029662531794038965,32334562.17332625,135,0.0029662531794038965,32334562.17332625
dimensional regularization,135,0.0029662531794038965,32334718.16538179,135,0.0029662531794038965,32334718.16538179
main result,135,0.0029662531794038965,32334574.147650953,135,0.0029662531794038965,32334574.147650953
first step,134,0.0029442809336305345,32095194.170014,134,0.0029442809336305345,32095194.170014
numerical calculation,134,0.0029442809336305345,32095204.13676805,134,0.0029442809336305345,32095204.13676805
different type,134,0.0029442809336305345,32095126.141485255,134,0.0029442809336305345,32095126.141485255
s * *,106,0.002938944045574168,25391860.268477723,106,0.002938944045574168,25391860.268477723
heavy ion collider,106,0.002938944045574168,25391510.31578238,106,0.002938944045574168,25391510.31578238
previous analysis,133,0.0029223086878571716,31855776.14625187,133,0.0029223086878571716,31855776.14625187
tensor-to-scalar ratio,132,0.0029003364420838096,31615990.460292403,132,0.0029003364420838096,31615990.460292403
einstein gravity,132,0.0029003364420838096,31616280.200733583,132,0.0029003364420838096,31616280.200733583
fundamental representation,132,0.0029003364420838096,31616502.169986743,132,0.0029003364420838096,31616502.169986743
neutral higgs boson,104,0.002883492271129372,24912454.25993602,104,0.002883492271129372,24912454.25993602
open string,131,0.0028783641963104475,31377258.206817627,131,0.0028783641963104475,31377258.206817627
strong constraint,131,0.0028783641963104475,31376724.18261561,131,0.0028783641963104475,31376724.18261561
different value,130,0.0028563919505370855,31137606.147684313,130,0.0028563919505370855,31137606.147684313
relativistic heavy-ion collision,103,0.0028557663839069744,24673380.218359757,103,0.0028557663839069744,24673380.218359757
experimental bound,129,0.002834419704763723,30897990.186452966,129,0.002834419704763723,30897990.186452966
nuclear collision,129,0.002834419704763723,30898270.231390845,129,0.002834419704763723,30898270.231390845
one-loop level,129,0.002834419704763723,30898072.182526868,129,0.002834419704763723,30898072.182526868
conformal invariance,129,0.002834419704763723,30898196.176719103,129,0.002834419704763723,30898196.176719103
higgs doublet model,102,0.0028280404966845767,24433614.21874181,102,0.0028280404966845767,24433614.21874181
theoretical model,128,0.002812447458990361,30658744.16001174,128,0.002812447458990361,30658744.16001174
analytical expression,128,0.002812447458990361,30658800.142785963,128,0.002812447458990361,30658800.142785963
next-to-leading order qcd,101,0.002800314609462179,24194438.301732246,101,0.002800314609462179,24194438.301732246
relic abundance,127,0.002790475213216999,30418704.398163177,127,0.002790475213216999,30418704.398163177
phenomenological implication,127,0.002790475213216999,30419306.161052927,127,0.002790475213216999,30419306.161052927
current data,126,0.002768502967443637,30179778.197882656,126,0.002768502967443637,30179778.197882656
topological defect,126,0.002768502967443637,30180188.138320025,126,0.002768502967443637,30180188.138320025
n=4 sym,125,0.0027465307216702744,29940786.229783863,125,0.0027465307216702744,29940786.229783863
chiral quark model,99,0.0027448628350173836,23715794.150671966,99,0.0027448628350173836,23715794.150671966
standard model gauge,99,0.0027448628350173836,23715414.171900965,99,0.0027448628350173836,23715414.171900965
one-loop correction,124,0.0027245584758969123,29701164.171196945,124,0.0027245584758969123,29701164.171196945
physical interpretation,124,0.0027245584758969123,29701406.1175912,124,0.0027245584758969123,29701406.1175912
previous paper,124,0.0027245584758969123,29701388.135922525,124,0.0027245584758969123,29701388.135922525
