,article_id
446722,1216303
605589,1835815
581004,1761481
712163,421198
155863,491858
584679,1733236
791982,1632573
585626,1712684
119324,394031
398908,944001
531558,1593748
307463,759069
140483,445964
350092,832298
390623,920988
689167,832586
553972,1691227
536509,1598769
481520,1343515
747894,565158
87343,304805
399026,1082507
156861,472985
131808,415476
203228,557832
459788,1307412
55132,251590
519308,1625072
536420,1600699
715120,452523
346013,826204
532657,1635867
491543,1344007
59444,246152
445211,1247271
620127,926157
141186,440819
600232,1823772
270458,696779
672174,1228812
228485,630625
774319,622309
268745,676109
514280,1501007
418584,1086561
562255,1680743
118762,397084
369441,853086
311048,762722
355452,823305
579026,1740376
574985,1753090
271205,697363
747162,564324
560194,1675044
235817,632668
382387,926238
308492,741795
51859,234548
493316,1359328
40659,218862
232642,636523
291754,721243
291544,723196
129935,424985
554220,1684799
607906,1791785
520224,1611020
587351,1717890
378437,874766
220439,586009
136137,452511
314964,746777
545904,1658900
423225,1092779
109627,377370
4069,156321
767408,617704
102753,354912
748581,511109
107158,1460725
418888,1085677
253588,645586
558364,1699935
689549,820927
581886,1740211
667182,1261882
355001,828944
154284,473045
676066,1514103
574711,1762360
234364,616460
54973,22165
599837,1777824
186985,531598
67911,23103
118531,397882
186164,538076
67054,264055
118353,399325
345837,823407
65980,264190
59491,246986
658470,1383243
779696,1088973
143484,440415
396720,924732
666463,1263381
290654,735795
68167,269644
491800,1339384
218452,601748
548996,1695837
787688,1694056
149249,467665
374908,855583
167383,506986
508291,1466621
41827,228474
170780,512814
233343,627778
36178,203551
182538,529368
299539,753070
26369,196498
396231,931269
392428,927080
645522,1433501
621183,799342
387788,890538
103959,355971
4935,152357
751205,540873
450327,1323261
489925,1390132
335689,784286
451671,1310366
391729,1080936
265451,677459
19272,176749
598987,1837435
4877,157961
376843,864462
376284,879293
673081,1227827
493153,1370464
354417,836231
335245,781439
657221,1369346
446858,1209843
717731,302990
432055,1226210
550340,1704926
600478,1812976
767668,611166
30719,199579
480326,1388755
352335,822356
578304,1751742
68316,269047
574510,1712178
311967,753390
52191,230567
561466,1704722
610161,1838524
727811,339334
140827,442779
376392,878583
195472,566442
520666,1608351
537272,1511694
518178,1644579
486401,1345253
179319,540660
560642,1667071
596232,1776028
26950,189129
399953,894345
273544,709381
470066,1327252
626244,763777
574401,1718318
418729,1095261
700529,403743
372225,871184
701708,477707
467574,1282918
417026,1205137
681148,878819
585610,1712849
771825,631475
436260,1275812
68077,260522
143124,443660
233218,629867
275494,679444
169134,501887
32661,215645
577892,1759767
428184,1245218
612318,1805381
397021,916674
604183,1837717
446321,1222135
378278,879094
476714,1366135
203491,556146
216778,585976
93150,29420
616765,917415
514666,1507136
3557,153074
256577,642572
372731,874577
796057,1118833
153765,478156
550360,1710513
373614,850228
787360,1699525
698812,400183
140964,442510
512458,1484319
685950,885000
687914,830203
587185,1723315
459014,1281237
412841,1204442
284888,756307
187862,524496
758472,721054
92361,320531
418556,1088840
200220,558345
26435,192916
769689,683953
34208,15060
662764,1357317
423439,1089659
111189,379968
274206,700237
217309,583338
87014,26945
183784,533797
9303,11173
673174,1254931
619316,930869
89099,319671
462926,1305611
156224,479854
474193,1410771
399686,901420
12035,164602
219793,585543
11022,10657
74404,26299
446034,1227820
538713,1597594
475402,1382122
451463,1312138
96705,338065
304872,745577
200229,559011
459170,1312245
285395,711128
572106,1735716
52206,230969
348671,813856
688479,831109
356266,812833
358234,881478
168758,505058
117853,405182
561045,1671776
787956,1600248
599609,1788429
354582,834820
390580,917372
103088,353244
585939,1764704
444995,1253869
609283,1825983
489980,1410877
66629,23690
458909,1285489
574948,1769942
153644,478407
154773,470798
74515,278982
719368,373742
306573,745155
633172,1409563
198781,569190
419111,1184234
354104,839802
667464,1266561
445174,1272879
504789,1485568
379367,843069
36090,199937
368298,851012
200029,559976
72624,278856
96262,336101
560891,1659059
490871,1370012
583837,1751177
156248,478753
272735,680473
400257,883494
129953,427661
469444,1282622
460851,1311637
478070,1345332
86808,297491
586081,1758634
383721,920571
420385,1121581
171349,507456
416669,1094150
675482,1500191
331355,793998
75395,281276
157586,467799
653409,1397860
660762,1334314
217507,620475
541444,1702161
526411,1591973
335065,783801
65675,265128
416499,1107713
607833,1802829
228512,627326
199311,564583
272129,686597
237480,613879
5198,157565
572814,1717886
604048,1814371
156864,472982
55146,250188
467619,1281076
561027,1657001
504035,1430904
493029,1375838
559361,1692545
611000,1785804
238028,611922
215812,594931
155666,466553
633189,1409136
448157,1223649
334521,791074
354072,840595
313034,742862
170158,495394
533875,1508000
60857,247378
390198,946098
118777,397798
537665,1636248
179404,523516
752790,536531
493399,1357614
35720,200090
389724,895073
436875,1253245
390658,919399
501582,1722183
286291,734049
600040,1834003
219533,586733
675909,1517793
157649,467918
550646,1694988
667109,1262861
408781,1111095
4759,8846
574316,1717144
89684,301887
493841,1407520
544613,1673704
242656,647919
444083,1246044
63644,266597
26647,13680
368354,850453
314672,751016
311138,765921
445760,1235735
504395,1517108
107186,371875
672737,1228796
718008,379174
574651,1764448
774960,657559
612567,1796988
554588,1678855
611028,1785382
538884,1520738
313207,764749
491558,1343796
490665,1375329
255165,658696
252477,656782
274357,698688
585923,1773622
110884,371342
293196,733674
285273,717721
235554,636350
477761,1351875
52009,231389
107121,376134
775954,652884
797475,1187822
335737,778507
53202,239237
52114,231286
701860,476276
465815,1282450
119405,393333
164352,1407649
694955,748453
550512,1699540
774154,623227
702711,474058
526718,1511676
580426,1717234
125301,431758
30430,203357
774360,622512
681910,860007
216298,587941
376193,843117
491304,1353411
169366,500273
314229,758844
715629,399615
85136,298065
332182,782529
501269,1416165
256050,646158
703293,475267
103657,358564
674686,1591731
535464,1624699
290066,715019
185314,540579
702960,473739
51529,240025
598342,1829448
20205,178009
773862,628944
68372,260715
567752,1741865
49527,21035
747557,563548
292633,713349
187161,529823
7769,171262
171295,507854
219927,585556
104528,352728
345976,813236
156505,476486
481196,1364361
621776,796305
310660,770788
395444,890336
442688,1262809
554082,1685773
760863,699203
471650,1329835
515525,1459296
491952,1365921
325135,785607
2905,153113
18291,185553
619635,931223
482232,1388866
85367,296532
331020,796970
375034,884260
415574,1123540
58095,251352
697442,496777
195430,566656
423507,1083414
292246,717864
219720,587219
692322,718893
695091,744566
759311,759597
560275,1673984
611292,1779691
274799,690802
331411,793008
169315,501898
155563,477758
689121,832628
172057,499891
787563,1699825
51337,228095
331314,792985
665918,1204450
273607,701011
83174,300097
375063,878958
81271,298891
573095,1764105
178705,528490
76315,282013
232246,611287
141929,452390
532573,1637185
762265,695063
93439,320481
107385,38477
592235,1806948
511842,1473367
397998,894451
19179,176995
51586,17872
61711,248118
81655,27059
745303,505299
92922,316646
228412,632501
535649,1644404
728411,337708
372781,868604
104263,34587
142339,448964
399364,919110
448206,1222365
554698,1676847
687273,843609
410194,1090366
346129,1121170
25703,192210
118473,399711
314874,748625
34372,14780
471543,1286039
307908,751404
508250,1467442
108870,380189
415661,1207873
331859,787554
561877,1695051
38992,216596
275992,675628
104632,352499
42758,16535
172702,494331
707971,449109
85192,298992
40743,222973
758469,721037
187462,526950
725794,340735
200806,554187
491119,1360294
179007,538110
313547,774700
218509,599302
631561,1822882
157638,468362
157389,469808
271853,688861
411988,1120270
236832,621009
552048,1694694
368232,855306
547404,1703195
415789,1126117
370945,854747
313291,774062
88585,313924
141300,441571
265085,700310
129404,416984
703446,475011
447658,1239858
172781,493685
612853,1787838
659999,1341624
666444,1265674
470878,1299012
274665,693771
608352,1785624
255409,655176
634632,1471390
503812,1456931
767745,618483
83549,302255
391901,893148
103294,360918
558873,1702164
149043,476786
130222,426167
181686,550213
446024,1228214
422836,1118311
246050,654913
534887,1613336
728581,33686
414622,1116435
748381,516337
505392,1419665
97902,336530
768746,680486
255434,651354
652889,1391928
142442,448763
291357,727078
749140,512679
462598,1313105
110805,385694
467094,1303554
758854,723645
714902,453208
600065,1832778
412659,1085981
557314,1680816
334790,786469
392586,921502
375448,844298
375192,851708
268998,675877
513607,1444528
253566,646455
748494,511791
471665,1329635
423805,1193982
398541,1117744
718471,377181
552948,1655592
641579,1441157
605781,1782374
90952,314022
526161,1607569
154842,471596
216516,588625
703142,472556
749485,589202
330356,805884
526136,1643819
268000,690282
481329,1355549
421145,1093656
12087,164625
603712,1822313
69036,263964
152858,469276
272929,679508
397722,897425
287212,732090
502509,1427048
689188,835669
765479,660882
792734,1631645
425264,1263634
52786,231752
573670,1772228
610624,1793840
447557,1243907
104376,34440
399298,925465
387650,889725
370085,867175
610693,1835379
311136,764917
487798,1407165
115362,401961
543454,1712133
15580,177215
24451,13233
275362,679809
412136,1112986
749286,515049
527399,1613897
199241,564903
44222,16288
459072,1278862
490742,1373755
284530,726712
436370,1233084
510555,1483101
445527,1239673
69485,262919
235296,622685
534113,1594935
715891,396497
268729,677996
305041,755149
793849,1658796
44154,16456
491671,1342466
373111,849009
391762,1081548
121177,394077
668615,1215074
392539,916907
516148,1414632
60161,254393
168017,510693
83329,297016
115415,399807
183878,531781
633232,1402124
184257,528913
69309,23482
153886,476612
43807,221121
58730,256670
515384,1505017
235974,629680
374130,865186
86515,28262
471347,1281085
371260,850605
52842,238951
418461,1115618
756023,557013
399260,924261
510499,1492544
216427,588322
68938,263638
102759,354703
598951,1837820
320748,783877
103232,36630
475792,1376441
677531,155414
377418,852199
69762,271621
314214,758837
46846,18754
85911,295263
78847,284784
310163,775716
334435,791933
672614,1227269
14606,184393
58582,21757
183725,531142
377069,861693
421382,1093750
490193,1385777
788861,1677864
24567,192611
504199,1421644
331941,786673
183466,535023
179129,540208
377704,845860
101885,361162
501017,1418780
553907,1692098
102654,358156
393319,900963
47004,229896
619304,939566
115341,404300
4257,9767
220115,583850
789528,1664913
681302,873648
493246,1365115
618207,940160
487192,1399354
246517,665955
469075,1293022
689928,821924
697100,855950
455491,1331341
563303,1704158
618344,946679
489655,1396164
420372,1121019
374358,882293
390102,885119
72475,281286
324792,784021
346260,828595
19824,178249
140375,446091
140563,449608
214614,584642
422790,1123553
43981,217875
313046,741623
634,155717
85359,297024
662827,1351633
379360,846412
382863,1082014
12798,167634
633829,1405733
546628,1650886
26595,191299
333483,804453
749995,586092
653034,1397535
202595,562720
334095,795560
504946,1477814
436224,1230364
291442,725756
525499,1632790
199832,561140
557165,1706994
236295,626168
783460,1763116
103994,35145
345869,819577
219491,587119
59266,247737
203260,559037
583245,1773410
452183,1334287
28537,189910
42554,219764
184400,528379
513711,1502355
749507,589480
487921,1388365
102104,36154
369023,852341
759260,759076
757697,729240
527061,1631635
140459,445693
585570,1713591
86159,301983
512308,1487748
311833,753674
747576,563906
69980,260705
757693,729833
30734,14492
419982,1182524
409814,1090673
418368,1124276
513562,1446989
143846,439856
746376,560599
315188,716621
121109,394581
422526,1188192
598562,1820640
285094,727261
233640,625288
20203,180436
752739,537982
703679,469790
398721,898296
266962,686147
169565,500796
577713,1762381
671428,1237743
65542,269622
573991,1733980
85017,28553
538002,1624567
391754,1081817
687079,844230
369477,852446
422880,1120042
154878,471073
306572,744924
535106,1644915
535416,1625150
51347,240125
448042,1227395
11793,165736
217581,611248
420641,1116271
797569,1189372
214953,605554
439316,1209600
111890,374395
250634,665732
515586,1458975
34381,199897
512184,1490916
611428,1776186
139658,451636
3782,158688
367365,866274
44158,213892
448104,1224561
568962,1732623
38785,223219
350601,813840
33442,15819
76876,285332
378044,783640
559654,1684527
394105,946091
153150,481462
485960,1364712
118470,400225
294376,722241
27301,192408
128196,424396
624551,778942
185529,522864
93231,314052
493695,1341314
610373,1799676
25732,190221
725686,340784
707965,449366
411408,1124062
157943,466186
752291,539458
468419,1311841
234218,618381
274624,692739
574508,1712378
152836,470959
172891,497916
432925,1265045
573552,1751344
772562,635960
601253,1827929
377851,846994
291829,722734
485109,1385749
528821,1613886
328666,776848
481138,1366028
124896,428162
625704,761501
672709,1222695
84294,296580
423792,1189853
28694,195571
356228,812738
331073,795643
84945,305206
81710,302558
128985,418837
554059,1686757
255961,648893
194826,572202
503206,1485365
723680,380275
155068,469195
696825,732611
737676,266765
396291,941467
609894,1809506
313219,780171
510975,1451792
378221,843271
129129,418737
351843,829177
234791,613555
530010,1645215
47460,20658
254551,668251
362464,859573
467483,1286634
57594,253322
125107,417985
618349,946823
8026,165610
584380,1739852
49669,230686
516078,1415809
55715,244840
5681,8855
184962,524969
352402,823632
184485,527050
155625,466072
17936,177317
166755,505891
613040,1780633
157013,471924
275973,674871
69760,252150
600174,1827396
504983,1476641
783281,1777625
557212,1698868
65678,266683
468137,1320008
251853,665363
254291,643639
694522,747289
352581,821319
232616,636344
632200,1493953
128327,428710
333489,803797
186805,531706
374752,854571
251675,664822
626661,762356
131160,418870
233926,621978
611293,1779416
510821,1505469
696395,731510
353910,1122416
294251,722342
201003,554071
141416,440520
234593,615089
44186,16501
214994,605179
134642,457214
201474,566432
85230,27927
491969,1408522
481354,1353542
591304,1813005
3533,153847
515029,1505234
446569,1215332
752961,536000
444834,1258412
574712,1762350
474841,1386659
420379,1121915
93000,315916
630187,1801968
59410,21649
120332,401345
510857,1467480
153639,465965
447542,1244340
236794,621766
236216,627868
64254,269704
332656,779682
412514,1215731
702573,478415
14917,182423
235023,622687
236509,623872
584359,1740152
450268,1324325
413400,1124167
256406,642159
139209,441837
754173,529795
399974,893195
378040,843959
252129,659490
422994,1116175
782243,1702382
21599,192053
86007,302459
762532,600927
130933,420815
330660,802814
691957,717286
422705,1124136
52217,229988
51246,238937
140944,442080
532051,1514224
136111,41040
413083,1184178
293900,728717
649354,1433269
535476,1624191
140575,445279
530663,1613656
582387,1726757
616820,916100
438377,1246790
334956,783787
442631,1275628
50957,228066
397958,894349
185692,523418
18724,179346
143024,443423
253719,645224
414643,1115517
514625,1495443
128718,421099
361646,860814
411918,1123117
547720,1680651
510977,1451667
128870,420596
335371,780284
141372,440901
666662,1267691
773628,621186
421746,1207118
491482,1345367
398972,1079442
60655,248861
463135,1300803
390383,927054
612772,1791279
356695,809995
136149,453760
72265,283028
516104,1501727
235563,635991
219001,593680
622692,795527
128810,419379
171809,502571
130827,420746
248676,653861
390266,963361
282666,710666
690426,822590
275783,689948
350671,810020
25861,195418
102302,358404
109036,37071
362004,862433
470725,1304316
662270,1328499
713442,450663
35093,207276
216307,589306
375226,848388
512600,1505202
668979,1282449
129023,419172
697384,497302
88993,321462
584839,1730920
779256,1080886
13308,173244
216551,586772
420720,1116547
171587,504760
770822,644921
274289,698514
354005,823602
469628,1278607
526916,1637582
183669,533397
112314,372017
153236,480608
374617,858350
60648,249337
25705,13577
332969,805103
554874,1708912
127901,425896
795219,1193952
742071,590096
692798,715624
85712,301310
414082,1188695
396259,944547
255112,659065
200758,555618
515448,1466641
572187,1733719
766571,662052
527633,1592390
510986,1448331
490311,1383156
102221,35872
707756,485222
67690,262685
86737,297926
101345,362967
537577,1639288
686410,847390
385043,899563
33131,206145
198927,567820
155752,466552
9529,170143
486848,1358091
554236,1684683
445327,1244145
589648,1851241
327410,795835
758997,722698
542286,1694175
86005,303684
59311,247352
350824,839825
115554,395560
381406,940798
504391,1416231
136122,453563
255111,659744
187918,525314
89158,317842
387247,891491
364597,852726
703246,475129
712646,423590
459474,1319306
707972,449186
354007,838065
335088,782576
139924,450021
538740,1597154
139512,452516
131280,418949
553848,1693179
163963,507054
611009,1785646
75380,26181
350377,855038
111070,381557
217201,584207
753305,538925
128077,425001
782101,1790815
471330,1281574
143700,453493
268090,687812
526099,1644605
44071,16691
128949,419476
477223,1357870
476863,1364703
49952,235596
474627,1388491
624402,771058
172875,493735
34919,208975
292877,710033
355825,818530
539078,1514056
400522,940400
679243,806445
305039,755151
201726,551987
377076,861747
572702,1721750
753673,533798
103693,358488
314841,749386
505670,1491393
273032,677560
562100,1685373
352824,818398
202015,568422
12026,164993
171171,508742
273109,678384
561077,1653466
1257,157277
573241,1759508
61091,245525
157293,470986
118016,402143
419248,1121400
726342,341565
68424,267565
183873,538797
22865,191974
702545,478354
596575,1832408
417421,940601
23084,189107
292529,713877
119721,393634
370746,858954
91515,316061
56769,248980
139135,444916
121524,392597
772374,633444
609171,1839153
217579,582243
215416,600830
768725,680209
141632,439585
693709,784256
128065,424549
149307,482982
370336,880851
255518,652252
155557,509519
794210,1652824
275510,678011
518745,1630851
169264,502562
10955,166804
577057,1730180
446605,1229563
170286,494163
574358,1720077
746240,560572
183764,531349
377360,853343
11386,11379
12031,167255
93091,317465
115521,395459
374661,859823
591843,1809719
153792,478484
482158,1391647
25723,190676
785362,1747138
273152,678680
559293,1693512
479729,1347290
18532,12823
508305,1466617
412732,1208702
537464,1508195
765449,669653
489669,1395981
707719,482903
255562,651949
142107,450733
18496,183125
373802,873167
202864,561256
499590,1446958
399129,927528
490777,1373332
255809,648754
9462,165634
111738,375074
101689,358233
667331,1266777
595476,1782368
481945,1399051
275293,681266
65907,271736
420694,1205894
143268,442629
580375,1736704
367809,843782
444704,1257996
446852,1209902
510869,1466803
290575,733894
272395,684217
566635,1751719
306203,764909
81002,301725
465741,1293019
273231,676102
599183,1801434
399194,928314
397464,898664
525489,1633468
522389,1519794
274383,696869
443000,1215095
560132,1676800
169155,501963
187654,525915
273141,677884
38768,220622
110401,373848
184710,526560
312595,747508
907,9318
556435,1701307
443651,1250801
394763,929816
94827,340581
44093,16669
444299,1232512
140599,444547
115383,405619
131171,418336
120949,394697
272030,690156
443579,1255333
513774,1434319
413871,1205023
526385,1594905
553457,1711707
691446,858962
418186,1208966
104188,355016
599137,1803351
202213,565738
611565,1836519
562546,1673008
476866,1364832
389914,890103
251058,660695
772476,632582
89599,331216
750785,582963
585564,1713603
875,153786
28198,189504
433450,1219908
670658,1241835
375404,847514
420619,1118853
533560,1634443
747095,568666
46824,231231
87141,310385
700279,404610
470881,1299016
708429,446969
351586,830163
291060,729923
414223,1124055
583925,1748574
254495,667599
216362,587864
139177,442242
272970,678488
492871,1381568
52579,229072
109449,379167
701961,476944
184303,528609
605301,1794922
183001,537985
28536,191507
356467,810849
92680,30523
574131,1727968
311422,758355
97160,33651
504992,1476636
508713,1445107
270961,700938
480882,1380186
136264,447559
400408,1182299
265776,688606
577976,1758056
291292,726279
580488,1714966
618656,944604
559532,1687456
111426,379259
293566,733640
530413,1621256
74870,284837
325302,777765
362354,882089
772473,632503
32249,14397
235606,635091
397855,891351
168696,506031
418351,1121004
487821,1403564
237749,611432
444073,1246804
352434,822381
445513,1239851
111183,379923
399036,1080133
673430,1251511
76560,25599
139821,449558
557651,1675270
423009,1206898
40707,15971
484544,1398564
555628,1706808
711486,420438
561266,1648608
467047,1305634
685259,884381
155480,466861
502432,1437987
100213,360018
453398,1297987
772416,632431
273232,677268
128845,419893
535948,1609779
237883,611299
698810,400513
491473,1345836
743398,509526
599482,1791648
753643,533631
250736,659431
377848,844306
142998,442993
351616,831066
120171,409412
172927,514456
439547,1266240
561838,1696509
66546,264861
304711,755343
117781,400063
396636,922002
538882,1520887
285113,723509
186316,537623
573791,1741002
228011,624390
626154,764588
506609,1455808
515369,1468429
758965,722534
185488,522762
203905,554598
271959,690547
428973,1241760
261108,683521
447500,1246046
793204,1625495
574268,1723860
186041,538081
684902,886248
457556,1281547
674275,1254945
272631,683174
15351,176683
103109,352628
657589,1313622
27457,188756
537572,1639287
256360,656497
425736,1261843
250063,666604
675150,1502927
505073,1472822
350987,841104
33199,201712
689159,832144
311343,760455
19189,176798
443387,1215629
26288,194476
81175,304549
4779,152348
694154,785005
72408,282630
237402,615183
294383,720453
638348,1487121
285287,717720
269306,675163
444190,1239506
325402,808335
111469,377358
63497,267632
109564,377415
377635,845804
550203,1648151
520437,1610261
86545,298073
36183,199263
77076,284853
604525,1807739
95001,332687
419951,1182022
629106,1121130
199498,563075
537801,1634646
781937,1791791
168287,509101
712902,422820
182650,540338
427280,1251043
586168,1755457
153749,478590
52147,231232
292314,718058
74679,278173
577235,1725741
167323,512434
118529,398768
502199,1599439
450344,1323048
83443,296565
658831,1382596
765948,661141
470599,1309637
582173,1738519
591452,1812096
469832,1320691
102218,35891
91478,29344
256231,646061
109438,378017
115426,401554
292351,715643
394243,883521
83160,28763
268182,697287
542364,1709814
412866,1202873
515635,1449113
553084,1646684
423238,1094588
291161,728694
608812,1818668
688323,836594
530192,1628399
69683,270751
718776,371900
508696,1446742
400028,892817
97607,338042
490709,1374238
237327,615369
420677,1208791
252008,662846
473340,1401200
199324,563686
486266,1351440
796874,1118735
469516,1281550
456130,1278548
68303,266168
481021,1373910
612270,1807758
274267,696857
168575,507760
142559,447341
329739,780809
23260,192443
584817,1768944
710575,438464
18482,182497
562650,1669621
332428,782244
103230,36629
475640,1377559
68186,268185
737841,264717
560557,1708729
149344,466626
599315,1797233
787795,1691751
58301,254447
612671,1793274
2219,154183
214491,595052
510883,1466328
75717,282698
552716,1667221
512161,1491394
170010,496439
587052,1726918
664095,1290368
442072,1257379
215861,593420
398102,890873
367181,877083
275914,674702
414332,1114750
125129,418007
109714,38746
756746,554289
42296,221703
157540,468311
574748,1761450
396984,918278
709346,442827
112169,372509
412831,1203130
459787,1307250
646189,1438206
83301,298217
18789,12336
154364,472792
421872,1206640
422346,1208936
511072,1446826
136400,442537
136408,442600
75435,287158
142287,449383
632414,1499732
560063,1677913
351351,834735
668734,1217731
493492,1351936
611575,1834450
204353,562433
31739,207666
350387,831781
493734,1339640
656029,1377490
11925,10567
199309,564228
597195,1802549
442729,1255081
395942,902515
82775,298359
375622,868355
92021,315216
236885,618732
353656,844431
586059,1759895
480752,1411447
34504,208305
534673,1631680
375401,848385
793435,1620216
536655,1592397
313145,741796
218597,600843
562175,1683140
164071,509253
423010,1206348
81566,295561
97076,332843
513376,1456948
1016,153582
466985,1307776
395232,926284
346023,837988
85960,306618
486580,1408726
67674,23801
396376,941518
154764,470851
200343,558526
332552,781575
179034,536627
490493,1377972
236517,624461
440388,1238593
219971,584669
272949,678313
480677,1368925
678849,809088
61235,245048
353256,812829
515483,1465868
271958,690027
593355,1797644
157111,471856
59291,252712
188104,524375
22932,191415
561897,1694256
140779,442820
681691,875150
185204,534218
236824,621103
447748,1236834
19735,176670
218121,605595
628984,1127528
638294,1483867
200627,555939
76359,280956
186195,539386
672651,1220474
686581,846724
574163,1727203
66691,265207
334248,793346
796755,1117562
491850,1337547
130557,423086
376371,877055
90546,314651
234895,613630
15074,179431
69833,260587
585307,1720524
533984,1603667
574350,1720479
413276,1182081
395649,885079
215173,604680
292101,719606
709127,444720
761275,696461
277601,729081
533654,1613522
112387,37399
97065,332482
347260,824417
61452,249093
5355,158504
4768,152456
446059,1227548
789150,1664647
370131,864817
72602,278933
103844,35429
744828,504185
501322,1415916
490328,1382967
27585,196434
591582,1837633
97428,340718
169578,500714
707902,449607
28474,193236
753938,535234
412348,1095406
25597,14068
377664,846858
291030,730283
415883,1127325
50924,228151
386557,894271
25679,13724
33348,209774
103667,358845
421843,1210122
91989,316803
59199,250226
68044,272056
235977,631896
607747,1816988
492599,1412294
504856,1482754
153794,478340
439176,1220258
12894,166430
796670,1116934
110267,373705
762972,606403
155102,468988
481972,1397636
622256,798349
536307,1602956
584692,1732943
609571,1815530
574219,1724943
218281,602484
535783,1614653
398634,883532
141071,443263
103094,352785
711706,427710
19922,12713
612986,1834532
207525,588766
602714,1790952
201426,565616
91444,29694
470551,1311350
702705,474691
370453,864049
702235,471149
234822,613454
11017,10683
421562,1088617
630159,1808188
397346,898068
102185,359612
103583,359126
482270,1387749
504493,1498561
587141,1724475
254360,669329
55574,245105
94809,341573
781966,1793827
452153,1334475
510453,1502098
86653,298377
83570,304030
370440,865344
12253,170259
535339,1629328
871,153875
477198,1357965
128852,419718
42462,217805
139224,450330
525921,1611597
514071,1420561
768191,612078
396890,917267
478963,1336293
67242,264721
571009,1712390
237391,615361
406688,1119499
101668,35610
537387,1641293
455357,1282624
585679,1779208
397246,913327
203620,555669
154406,473605
351722,832063
396196,1080923
235712,634671
331304,793973
217771,582197
715649,399769
201607,570724
701140,479980
30426,209198
140350,445484
219467,588637
253833,643740
76156,283126
85354,296323
87436,294738
67555,267872
465764,1288711
285400,713922
219614,586882
459676,1310384
87055,306163
303797,756332
712304,428100
327399,807229
291139,727606
586987,1729538
184245,528804
530600,1614632
142023,451234
669891,1288074
580909,1763801
361411,866303
553636,1697296
783157,1771559
695409,742296
68581,267160
331357,793187
271592,695375
371015,881492
314982,745665
110096,374038
486377,1345818
606505,1774145
401298,894804
270624,685844
187295,529390
26845,189426
793904,1651509
557560,1679418
538207,1615774
392966,930397
604202,1837485
131645,415858
203922,554381
169684,498163
485522,1375987
436537,1225656
680979,871767
30424,204487
314621,753841
140731,442821
228464,630328
43024,228845
583472,1758286
676910,1512941
168747,505232
311341,760728
656965,1362491
611200,1834659
234145,619742
106995,374909
220536,581767
469408,1284989
74569,276943
345666,836615
119649,393049
651117,14217
107021,374340
217837,582060
373546,853334
355976,817390
347413,815603
142450,449211
767827,618472
66647,262673
785184,1747899
109595,376873
327512,792339
368582,879612
326643,784629
420007,1126243
49874,231500
610555,1794952
598146,1777628
17813,179367
617549,912826
514872,1487753
130480,423650
567891,1740683
152773,474101
537264,1513384
148943,480942
103841,35428
291459,723177
130512,423600
389929,889038
400486,1079246
712475,424453
533763,1592384
232703,635555
753896,532912
157064,471424
352864,818912
294586,717304
274237,702176
517936,1518149
529852,1766237
198419,559341
140577,443840
215260,602460
69154,262665
81181,300636
171729,504763
412513,1251291
115486,396314
331319,792372
140184,446691
375474,844547
50680,232549
783764,1762839
695924,730120
365949,845952
377138,858890
412381,1094381
34934,204385
140080,449034
228851,625231
759028,722525
422963,1114786
421029,1112280
111843,38205
331842,789273
670068,1288334
156496,476519
439836,1272830
60372,251239
255750,651099
120349,399056
681225,874402
153476,478956
747467,563905
199136,567048
481158,1365290
752392,539913
404676,1126183
215610,599466
397476,900883
399689,900495
431684,1228160
635726,1462270
12548,171375
536018,1608396
375126,852712
693593,788115
609285,1824441
476362,1409065
754019,535570
457319,1290550
219560,586257
187630,526204
136571,460295
613179,1800556
420344,1120762
275884,703054
774681,659276
788500,1675075
775296,651451
469421,1283628
214454,602829
104527,352749
562307,1678671
560569,1720704
743541,500709
77548,26508
437199,1258183
295298,708377
448265,1219827
667349,1267658
463144,1300538
59196,248679
471522,1276140
767845,618960
129304,417618
254363,668605
287339,728344
111658,38686
538703,1598160
659168,1383239
109801,375901
184939,525585
211434,587909
85298,297277
96355,343015
52167,18607
68908,24202
118509,399380
622988,700196
375407,847612
439097,1223343
760466,753487
17297,185313
218895,593000
370113,866181
60697,22031
452158,1334471
582410,1725489
355325,823862
526826,1507463
27644,14122
79023,286156
169540,500107
758755,724489
89552,318676
169954,496601
717861,379215
368453,883617
518404,1633727
609420,1814812
7866,168305
515908,1424873
289954,718191
285252,717202
11104,173642
82143,296379
218103,604515
536943,1957713
141907,452944
353151,814855
129178,417354
423737,1199028
329597,793360
561596,1702983
330109,779015
375231,848208
351544,831161
158085,466289
400462,945071
375899,1122389
458313,1300373
217188,583672
533988,1603656
398158,889520
470183,1335844
117530,402475
335376,779834
531672,1589279
356533,811258
84855,301811
441341,1211179
214448,603328
508234,1468158
141734,440490
476612,1369059
310469,771503
569857,1724823
689100,832891
51675,236945
398551,924034
558796,1711822
273931,703158
421965,1122260
750848,582375
459640,1311336
442972,1219801
657901,1319041
112288,372420
395805,928312
107028,375574
156153,479719
71178,282678
548948,1697000
355833,817599
669626,1289254
169408,499287
586514,1742863
255486,653481
485647,1373279
272117,686585
598817,1812318
84252,297297
368302,852940
5912,157803
580254,1720609
73863,284214
685437,883315
203936,554244
271512,693893
142876,444726
674421,1599558
271175,697092
324898,800397
674146,1256023
370475,866763
370379,868868
506604,1456970
111660,38666
782076,1792142
527298,1620206
583710,1752395
586349,1749718
312164,749648
414716,1111262
