,topic,word,unithood,p,x
5204,52,neutron,0.6931471805599453,0.028064997866749763,0.019453174143758478
5205,52,collision,0.6931471805599453,0.02598746120929718,0.01801313546713529
5210,52,gravitational waves,1.0986122886681098,0.013321771286427975,0.014635461642095747
5206,52,energy,0.6931471805599453,0.020155776292085648,0.013970919508856155
5212,52,nuclear matter,1.0986122886681098,0.011809178628027439,0.012973708759827753
5207,52,flow,0.6931471805599453,0.01860673539340496,0.012897206177363592
5208,52,density,0.6931471805599453,0.01672966219484806,0.01159611818207924
5209,52,gravitational,0.6931471805599453,0.016529196873307228,0.011457166209653168
5211,52,relativistic,0.6931471805599453,0.012720379047095776,0.00881709487214824
5213,52,heavy-ion,0.6931471805599453,0.010806857608258724,0.007490742881877328
5214,52,equation,0.6931471805599453,0.01044237706810236,0.007238104223098978
5300,53,cosmic,0.6931471805599453,0.05515192076563835,0.03822839838116772
5301,53,spectrum,0.6931471805599453,0.024270331487059593,0.01682291184151062
5302,53,scale,0.6931471805599453,0.02374838851392269,0.016461128541267703
5303,53,energy,0.6931471805599453,0.022418679669499397,0.015539444604790073
5304,53,ray,0.6931471805599453,0.02072858065366745,0.01436795723709902
5305,53,universe,0.6931471805599453,0.02016935683786869,0.013980332825876136
5306,53,radiation,0.6931471805599453,0.017907606437802315,0.0124126069129398
5307,53,gravitational,0.6931471805599453,0.017609352245926857,0.012205872860751142
5308,53,cosmological,0.6931471805599453,0.017360808327794075,0.012033595344652082
5309,53,power,0.6931471805599453,0.01700042001903057,0.011783793204525892
5310,53,observation,0.6931471805599453,0.01593168079853058,0.011042999627082488
5311,53,cmb,0.6931471805599453,0.015434592962265015,0.010698444594884369
5312,53,background,0.6931471805599453,0.012427210807800293,0.008613886133650854
5324,53,cosmic ray,1.0986122886681098,0.007406622637063265,0.008137006646605103
5326,53,cosmic rays,1.0986122886681098,0.007108369842171669,0.0078093424610075875
5400,54,data,0.6931471805599453,0.06008923053741455,0.04165068072902546
5401,54,measurement,0.6931471805599453,0.04742772504687309,0.03287439389661238
5402,54,uncertainty,0.6931471805599453,0.03087037242949009,0.021397711612336525
5403,54,experiment,0.6931471805599453,0.023177485913038254,0.016065409013090316
5404,54,analysis,0.6931471805599453,0.018364137038588524,0.012729049811714098
5405,54,experimental,0.6931471805599453,0.016416212543845177,0.01137885144023909
5406,54,fit,0.6931471805599453,0.015145828016102314,0.010498287986607149
5407,54,determination,0.6931471805599453,0.014736481942236423,0.010214550909633724
5408,54,systematic,0.6931471805599453,0.013296712189912796,0.00921657856515511
5409,54,first,0.6931471805599453,0.01284501887857914,0.008903488619926401
5410,54,theoretical,0.6931471805599453,0.012746211141347885,0.00883500031544705
