,bai,centrality,ph_ph_centrality,th_th_centrality,group
2083,R.Rattazzi.1,0.001691106393539572,0.0012383855941233944,0.0019259777966603654,ph
772,M.Quiros.1,0.0016907642179349238,0.0016429031751440048,0.0017213561124603996,ph
3581,T.Watari.1,0.0016874698543376404,0.0009228122665416295,0.0013091234945393898,ph
984,W.Hollik.1,0.0016812233706208185,0.001978837793686456,0.0010049333874242899,ph
6130,M.Honda.6,0.001656608174139457,0.00027287337933426905,0.0038000363125588895,th
1681,S-J.Rey.1,0.0016347542480440176,0.0005366698926983126,0.0025175919881418336,th
1604,L.J.Dixon.1,0.0016260993360270413,0.00030437254914623946,0.0021351701003327625,ph
2081,A.Pilaftsis.1,0.0016212543172185812,0.0014185106139082174,0.0011840497485624715,ph
2399,T.Hurth.1,0.0016199709455713672,0.0015440690492691809,0.0009580712961216524,ph
2916,B.A.Dobrescu.1,0.0016112669900406869,0.0023744551590417643,0.0006689245714952045,ph
1118,X.Tata.1,0.001606043647853344,0.001578963555692051,0.0010444743299710575,ph
2147,M.Spira.1,0.001605938880024689,0.0016766583939241467,0.0011349971848814626,ph
5304,A.Racioppi.1,0.0015808323899727927,8.681973095080594e-05,0.0013606072935378188,ph
1188,R.E.Kallosh.1,0.0015692336719912371,0.0001438259628197546,0.0025757305034464825,th
3688,A.Tomasiello.1,0.0015560336720732307,0.00027627316768937107,0.0021832653536281678,th
46,F.Fucito.1,0.0015545687119039512,8.572894629933576e-05,0.0017531775181575768,th
3110,S.Kraml.1,0.0015541334051638143,0.0019291303290510807,0.0007466737715866202,ph
439,J.Kalinowski.1,0.0015493303273357722,0.001824010975481672,0.0008568065394649787,ph
3740,S.Franco.1,0.00153523092990487,2.8792870623829643e-06,0.0017513292509227336,th
4004,D.H.Correa.1,0.001533837588866069,7.834428615669536e-06,0.00464701685151032,th
4068,A.Westphal.1,0.0015261113279225807,0.0005481601317229624,0.0014044693300956162,ph
1090,S.Meljanac.1,0.0015216705369820397,0.0004144789466837533,0.0026152076177401603,th
339,A.Van.Proeyen.1,0.0015180927534683589,0.000288699463322419,0.0033982821588443425,th
29,P.G.Langacker.1,0.0015146603703988365,0.0018522183492147976,0.0007806615827374528,ph
656,U.Ellwanger.1,0.001482376576235721,0.0012140303760282876,0.0013971130828850284,ph
2013,Pyungwon.Ko.1,0.0014743166798491148,0.0022716705398479397,0.0006430726427966595,ph
975,J.A.Bagger.1,0.0014687988977070965,0.0012713918566213218,0.001027735979096115,th
3594,Lian.Tao.Wang.1,0.0014449576188687479,0.001154513692754749,0.0010894003880453824,ph
1914,J.L.Kneur.1,0.0014406649749072174,0.0011766968172633883,0.0014791159402618506,ph
1632,Y.Nir.1,0.0014358175049017207,0.0021669067613407965,0.0005743597123860446,ph
4116,J.Jaeckel.1,0.001430971789829334,0.00013806504187020583,0.0022627088170519443,ph
387,A.K.Das.1,0.0014070339439772343,0.0005490181515792025,0.002273949276045197,th
839,J.Polchinski.1,0.0014028221011153337,0.0003752222317557762,0.0016994213440281354,th
2854,Chong.Sun.Chu.1,0.0013750460147745485,0.0001384825595931694,0.002277604482369537,th
1626,Subir.Sarkar.1,0.0013734070057362857,0.0011227981774193975,0.0012976141162657998,ph
182,S.Pokorski.1,0.0013724066875361784,0.001708630519307006,0.000949797883317895,ph
911,V.A.Kazakov.1,0.0013708597082178928,0.0,0.0024804501186224534,th
2913,P.Uwer.1,0.001347779693494921,0.0005484173442186404,0.0014779770034276704,ph
1011,A.A.Tseytlin.1,0.0013220053697486393,0.00012992542608066682,0.0017974108433469662,th
4411,Jing.Shao.1,0.001319344071354953,0.000802892481193698,0.001533101508878561,ph
1045,E.J.Weinberg.1,0.001314859391530428,0.0008513629216049043,0.0012368502050434363,th
2357,S.K.Kang.1,0.0013024030848670506,0.0016146175669931376,0.0007997158440475853,ph
3923,Ren.You.Zhang.1,0.0012945737210125255,0.002419221869657507,5.664682280989796e-05,ph
2769,G.Isidori.1,0.0012935961549996927,0.0022846543119840277,8.370360723729676e-05,ph
5100,C.Weniger.1,0.0012902442135870591,0.0025492747247979094,0.0,ph
4598,V.Forini.1,0.0012880576145978299,8.457184962940615e-07,0.0011643629061307515,th
3106,N.Okada.1,0.0012818878032115105,0.0014986128785666717,0.0009656862958809328,ph
2502,A.Hanany.1,0.00127790468647506,4.251657531369237e-06,0.002146654528739075,th
4527,K.M.Zurek.1,0.0012769242091032478,0.0009379480373828719,0.0008520550546466402,ph
1109,K.I.Hikasa.1,0.0012596738796045591,0.002680430384819131,0.00010223846638946846,ph
3049,D.J.Miller.2,0.0012508394686536635,0.0016867899266634003,0.0007535134638943223,ph
21,P.J.Steinhardt.1,0.0012458586702906473,2.767805987871474e-07,0.0014260908922883698,th
3017,B.Basu.Mallick.1,0.0012458356052407484,0.0002766422084877539,0.0022054800713355864,th
1214,K.S.Babu.1,0.0012456006369325884,0.002321944147738299,0.00015118986441748597,ph
1,Marc.Sher.1,0.001242398912805808,0.001237924293125416,0.0012268991992737278,ph
3295,Tian.Jun.Li.1,0.0012418664945706413,0.0016279081568165068,0.0008233992163418647,ph
3781,Mu-Chun.Chen.1,0.0012304489609604005,0.001589840399149518,0.000711932578102521,ph
4281,F.Mahmoudi.1,0.001224197994193739,0.0016340114317726574,0.0004013786932674166,ph
5341,Christoph.F.Uhlemann.1,0.0012175117239648636,0.0009000443771560056,0.0009079787543212371,th
2179,G.Bhattacharyya.1,0.0012107526824983628,0.0023588151009486186,5.200451429717929e-06,ph
2648,Carlos.Nunez.1,0.001208478846339803,0.00014072371360834867,0.002658494390345189,th
972,S.R.Sharpe.1,0.0012006898550714815,0.0015159378183166152,0.000617799194972186,ph
2483,J.D.Wells.1,0.0011871908280737782,0.001484942727214593,0.0007362069625329217,ph
4088,R.K.Singh.1,0.0011852871015346383,0.0020145655139473676,0.00029541967694361206,ph
5772,Y.Takaesu.1,0.0011809413185151151,0.00026880009152211804,0.0012283492220773737,ph
1753,R.C.Myers.1,0.0011743727950269938,0.0002050559819514447,0.0019719420935300795,th
2100,Tatsu.Takeuchi.1,0.0011679833734818971,0.001490786435167374,0.0007897011784395295,ph
2032,B.A.Kniehl.1,0.0011566323731759282,0.0008248739802436457,0.0013166860675048002,ph
4542,M.Hanada.1,0.0011539191517720257,6.28599493245477e-05,0.0018884725458390551,th
2919,H.Davoudiasl.1,0.0011518150965427454,0.0013340609825053234,0.0006582980723874038,ph
338,J.W.Van.Holten.1,0.001143757382738055,0.00013837300060614947,0.0016378826770727327,th
4124,F.Deppisch.1,0.0011378965739554032,0.002127154454269656,0.00021949493233185913,ph
4325,D.E.Morrissey.1,0.0011360872929120813,0.001883003495861055,0.0004282657314847767,ph
1611,A.K.Rebhan.1,0.0011302808584996095,0.0019359372852067226,0.0005737035761503163,ph
1893,Hiroshi.Suzuki.1,0.0011266656915043145,0.0002793177542760296,0.001815878422441393,th
2882,Sukanta.Dutta.1,0.0011163507280458936,0.0018902511900614736,0.00027076005351967615,ph
2647,J.D.Edelstein.1,0.0011142895905531267,5.074310977764369e-07,0.0020187139543659544,th
2085,S.P.Trivedi.1,0.001108675487605772,0.00013424627876173283,0.0021121043865039817,th
4038,Ivonne.Zavala.1,0.0011058922591539802,0.0005763494668744329,0.0013898337870997483,th
4823,R.Meyer.2,0.0011020819129106772,0.0008248181013281472,0.0011948629982166104,th
117,W.Majerotto.1,0.00109779733532736,0.0008804834319669278,0.0008489908381117446,ph
2544,J.C.Plefka.1,0.0010967777202689202,0.0002641524839674838,0.0013546821018859264,th
1946,S.P.Martin.1,0.0010955326177710385,0.0004084841552049922,0.001052863390802883,ph
1453,O.Lechtenfeld.1,0.0010916584002074756,1.0391189396965807e-05,0.002221983481781681,th
3563,M.Muhlleitner.1,0.0010898317158076888,0.0008068993028179209,0.000939862926206179,ph
4284,J.Braun.3,0.0010774953385534155,0.00048743369951406555,0.001327116841084574,ph
4653,A.R.Raklev.1,0.0010740750840751256,0.0018058183268061447,0.00015719745618860998,ph
804,M.Gomes.1,0.001069266113166976,1.0609922953507318e-06,0.0018044122979155653,th
4973,N.J.Craig.1,0.0010652815935728824,0.0010272206639360458,0.0007162944635829993,ph
5714,F.Kahlhoefer.1,0.0010622724490108053,0.0018685615551119626,6.37298411892782e-05,ph
217,T.A.DeGrand.1,0.0010614345226483478,0.000140653445924411,0.0015262810209637839,ph
3452,Shu.Fang.Su.1,0.0010547390117597176,0.0014731554760745078,0.00036470063113250745,ph
2694,R.Tatar.1,0.0010538824937193871,8.534068462603713e-07,0.0012511709772394892,th
2763,Deepika.Choudhury.1,0.0010523334904484695,0.00021487930777209087,0.0013418663024603106,ph
2390,James.T.Liu.1,0.001050361229434817,0.0008291654788165969,0.001245532464584934,th
1047,I.Jack.1,0.0010393912387901421,0.001080393164569475,0.0008990635197950119,th
1746,Jan.Louis.1,0.0010285193960155282,0.00016296226588589935,0.0014888451367857517,th
3614,Veronica.Sanz.1,0.0010244936195352393,0.0004912624237796891,0.0010197172192962056,ph
130,S.Dimopoulos.1,0.0010205823279278083,0.00043772851698187367,0.0013649435229188176,ph
3265,G.A.Moortgat.Pick.1,0.0010203695089385447,0.0015501107338062694,0.0003546074041201095,ph
584,W.J.Marciano.1,0.0010128995651229745,0.001430332508193517,0.00046229115759183073,ph
2289,G.Ferretti.1,0.0010111846930136318,0.00013153651981610696,0.001274589912632161,th
5892,D.Mehta.1,0.000990601607234184,0.00011518685919525119,0.001466039174295816,th
2429,I.Sachs.1,0.0009902715024367017,0.0005370997812950002,0.001587109644815631,th
3068,L.A.Anchordoqui.1,0.0009880030630951752,0.00030579184507839233,0.0010893622072221244,ph
4616,A.L.Fitzpatrick.1,0.0009870213689048611,1.0387700528158164e-05,0.001588844698933514,th
2577,C.Csaki.1,0.000982747907031571,0.0008141022644778236,0.0009893943920527535,ph
4949,Jared.Daniel.Kaplan.1,0.0009802745936449417,1.3505086242086619e-06,0.0009651292604583618,th
1640,A.Wipf.1,0.000979673002174573,0.0003601838192216745,0.0014051997233424144,th
4661,K.Schmidt.Hoberg.1,0.0009779370478694702,0.0009899344296292615,0.0009622519250519544,ph
1600,O.J.P.Eboli.1,0.0009756663164933693,0.0010720726348133966,0.0007623218698316567,ph
3300,R.Roiban.1,0.000971479417781906,0.000302344362425127,0.0019366302329505045,th
