,bai,centrality,ph_ph_centrality,th_th_centrality,group
2862,L.M.Nieto.1,0.00013857481979276514,0.0,0.00028213169036369896,th
3137,M.Shmakova.1,0.00013856713144279884,0.0,0.0002774341085342838,th
5335,K.Yonekura.1,0.00013856520935530726,2.3065049898928953e-07,0.0002352819610089946,th
867,Z.Popowicz.1,0.00013853099619795718,0.0,0.0002990399096096072,th
3211,O.Tafjord.1,0.0001384594945432705,0.0,0.00025301724534973084,th
265,N.Kawamoto.1,0.0001384364294933716,0.0,0.0002808400475693589,th
881,I.Ojima.1,0.0001384364294933716,0.0,0.0002808400475693589,th
4430,T.Romanczukiewicz.1,0.0001384364294933716,0.0,0.0002808861776691568,th
2993,J.Michelson.1,0.0001384364294933716,0.0,0.0002808400475693589,th
2868,Wen.Li.Yang.1,0.0001384364294933716,0.0,0.0002808400475693589,th
3996,P.de.Medeiros.1,0.0001384364294933716,0.0,0.0002808400475693589,th
1062,B.S.Rajput.1,0.0001384364294933716,0.0,0.0002808861776691568,th
1207,A.Murayama.1,0.0001384364294933716,0.0,0.0002808861776691568,th
796,A.N.Leznov.1,0.0001384364294933716,0.0,0.0002808400475693589,th
1183,I.A.Batalin.1,0.0001384364294933716,0.0,0.0002808861776691568,th
1080,Q.Ho.Kim.1,0.0001384364294933716,0.0,0.00028084004756935896,th
245,V.V.Bazhanov.1,0.0001384364294933716,0.0,0.0002808400475693589,th
1167,Takayuki.Hori.1,0.0001384364294933716,0.0,0.0002808400475693589,th
4635,C.Krishnan.1,0.0001384364294933716,0.0,0.0002808861776691567,th
395,B.S.Skagerstam.1,0.0001384364294933716,0.0,0.0002808400475693589,th
1152,E.Gozzi.1,0.0001384364294933716,0.0,0.0002808861776691568,th
1103,J.Govaerts.1,0.0001384364294933716,0.0,0.00028088617766915683,th
3487,A.S.Koshelev.1,0.0001384364294933716,0.0,0.0002807477873697632,th
6121,S.Hortner.1,0.0001384364294933716,0.0,0.0002808400475693589,th
575,F.Mansouri.1,0.0001384364294933716,0.0,0.0002808861776691568,th
5567,N.Zerf.1,0.0001384364294933716,0.0,0.00028093230776895465,ph
6386,Seyed.Morteza.Hosseini.1,0.0001384364294933716,0.0,0.0002808861776691568,th
1073,Romesh.K.Kaul.1,0.0001384364294933716,0.0,0.0002808861776691568,th
2160,P.Salgado.1,0.0001384364294933716,0.0,0.0002815781291661247,th
2249,M.S.Volkov.1,0.0001384364294933716,0.0,0.0002808400475693589,th
5924,M.Faizal.1,0.0001384364294933716,0.0,0.00028084004756935896,th
2540,S.Stanciu.1,0.0001384364294933716,0.0,0.000280840047569359,th
3709,H.Sati.1,0.0001384364294933716,0.0,0.0002808400475693589,th
342,J.Thierry.Mieg.1,0.0001384364294933716,0.0,0.0002808400475693589,th
2613,S.Surya.1,0.0001384364294933716,0.0,0.0002808400475693589,th
2362,Jian.Ge.Zhou.1,0.0001384364294933716,0.0,0.00028084004756935896,th
3153,Carlos.Alberto.Santos.Almeida.1,0.0001384364294933716,0.0,0.0002808861776691568,th
1694,P.Kosinski.1,0.0001384364294933716,0.0,0.0002808861776691568,th
1706,H.Yamamoto.4,0.0001384364294933716,0.0,0.0002808400475693589,th
815,G.Vitiello.1,0.0001384364294933716,0.0,0.0002808400475693589,th
1720,A.LeClair.1,0.0001384364294933716,0.0,0.0002808861776691568,th
812,C.Fronsdal.1,0.0001384364294933716,0.0,0.0002808861776691568,th
1228,Aleksandr.Y.Kamenshchik.1,0.0001384364294933716,0.0,0.0002808400475693589,th
1211,G.K.Leontaris.1,0.00013841336444347262,0.00027276728010473377,0.0,ph
599,Robert.Mark.Claudson.1,0.00013839029939357372,0.0,0.00028093230776895465,ph
3743,Chung.Hsien.Chou.1,0.00013839029939357372,0.00027225984900695747,0.0,ph
5420,A.Vichi.1,0.00013839029939357372,0.0,0.0002806555271701675,th
3676,S.Moriyama.1,0.00013837876686862425,1.383902993935737e-07,0.00028033261647158266,th
3566,A.Papazoglou.1,0.00013836723434367478,0.0,0.00027991744557340177,th
1154,A.Lima.Santos.1,0.00013834416929377585,0.0,0.0002525849770256726,th
4000,J.J.Blanco.Pillado.1,0.00013832110424387694,9.226019959571581e-08,0.0002933874347143763,th
876,R.P.Grigorian.1,0.000138298039193978,0.0,0.00028010196597259314,th
5982,J.Heisig.1,0.0001382565221041599,0.0002727621016075417,0.0,ph
196,E.G.Floratos.1,0.00013815964889458442,0.0,0.0002806785922200664,th
1984,H.A.Riggs.1,0.0001381365838446855,0.0,0.0002819241049146086,th
2162,F.Bastianelli.1,0.00013807123286997187,0.0,0.00027793692662208034,th
1540,Z.Jaskolski.1,0.0001380597003450224,0.0,0.0002722175630821426,th
3083,Yasuhiro.Shimizu.1,0.00013802894694515716,0.00014500228036460003,0.0001356686235055001,ph
1043,L.Vinet.1,0.00013802125859519086,0.0,0.00027189080820857445,th
5225,M.de.Leeuw.1,0.0001380097260702414,0.0,0.00026939593864450703,th
431,K.S.Viswanathan.1,0.00013797435966039635,0.0,0.00026602822169212133,th
2471,M.H.G.Tytgat.1,0.00013783673819599943,0.00013839029939357372,8.738194154209236e-05,ph
3888,Marcus.Berg.1,0.0001378328940210162,0.00013834416929377587,9.616939605287193e-05,th
3038,Heng.Fan.1,0.00013776754304630263,0.0,0.00024898721365893803,th
4079,T.Mariz.1,0.00013772141294650478,0.0,0.0002550917635321879,th
1385,B.Gato.Rivera.1,0.000137652217796808,4.6130099797857905e-08,0.0002805171368707739,th
1789,A.Sevrin.1,0.00013733413977534467,0.0,0.0002712252606057171,th
2371,S.Lola.1,0.0001372916219409235,0.00019134083977407254,5.94350681536003e-05,ph
5416,A.E.Lipstein.1,0.00013726395612350935,0.0,0.00027412997606667916,th
4810,Tsuyoshi.Houri.1,0.0001372601119485262,0.0,0.00027099127126251624,th
5527,Kenji.Nishiwaki.1,0.00013721398184872834,0.00013825190909418013,0.00013290081751762863,ph
5035,Wei.Xue.1,0.00013707559154933476,0.00013661429055135619,0.00013815964889458442,ph
1253,W.S.l.Yi.2,0.00013700639639963798,0.0,0.00024019942964744612,th
5002,C.Closset.1,0.00013691798037502543,1.383902993935737e-07,0.00023697213491551675,th
4555,D.Young.1,0.00013687953862519386,0.0,0.00025771624586277064,th
3002,C.A.G.Sasaki.1,0.0001367095528685578,3.07533998652386e-08,0.0001592282173632141,th
672,J.Trampetic.1,0.00013656816045155831,0.00013834416929377585,6.928740989638256e-05,ph
422,Loriano.Bonora.1,0.00013656431627657518,0.0,0.00025551237119213053,th
1735,Shoucheng.Zhang.1,0.00013637210752741745,0.0,0.0002690999371708041,th
5173,A.Chatzistavrakidis.1,0.00013626831480287226,0.0,0.00022500725011401825,th
1783,E.Kiritsis.1,0.0001356859222929243,0.0,0.00024175837989507914,th
3127,H.Belich.1,0.00013548410310630868,0.0002605428036583015,0.00013445770838580633,th
269,L.Castellani.1,0.0001354725705813592,0.0,0.00020886880943496417,th
2187,P.L.Cho.1,0.00013539184290671297,0.0,0.00018830883363733073,ph
6235,Y.Asano.1,0.00013536877785681403,0.0,0.00021450765498252748,th
4409,M.Herquet.1,0.00013530793823232168,0.00025866367534828734,7.870073431890035e-06,ph
174,J.L.Petersen.1,0.00013520281933111268,0.0,0.00028793936009467876,th
4801,B.Altunkaynak.1,0.00013515165099027579,0.0001875854898920689,2.7694670161765186e-05,ph
2389,Ren.Jie.Zhang.1,0.0001351150623079258,0.0,0.0002266833104066738,ph
5137,J.I.Jottar.1,0.00013509584143301003,0.0,0.00020298012746054108,th
3247,I.J.Schienbein.1,0.00013497174969834418,0.0002567774373558089,3.803537560187135e-05,ph
1995,G.Grignani.1,0.00013486348352123625,0.0,0.00024291915966054485,th
4051,M.Lippert.1,0.00013485058306908477,1.1532524949464477e-07,0.0003054609998343271,th
6028,C.Hwang.2,0.00013471334602218612,0.0,0.00018944500701199472,th
711,S.K.Yang.1,0.00013468835888479563,0.0,0.00023775069018317646,th
4964,V.Mitev.1,0.00013446539673577263,0.0,0.00024657870989282536,th
871,H.A.Falomir.1,0.00013423826091105362,0.0001374807675925593,0.00014613631198463067,th
4536,P.Figueras.1,0.00013423090206180017,0.0,0.00019917865776674452,th
1026,J.F.Plebanski.1,0.00013421470694388352,1.8452039919143162e-07,0.0001877903093488885,th
592,M.Bordag.1,0.00013408866758742347,0.0,0.00022358556437167667,th
5184,D.C.Thompson.1,0.00013403869331264244,9.226019959571581e-08,0.00022551006820181488,th
3311,G.Bertoldi.1,0.00013402990662696667,3.6904079838286324e-07,0.00023861034839018283,th
2959,B.Fiol.1,0.00013385801708843417,0.0,0.0002120997845900074,th
1296,L.V.Laperashvili.1,0.00013370809426409115,0.0001371909167988294,0.00012990236103076785,ph
3811,V.Braun.1,0.0001336504316393438,0.0,0.00018680614563641555,th
1542,J.L.Manes.1,0.00013360045736456283,0.0,0.0001761208768532383,th
2759,D.M.Ghilencea.1,0.00013353510638984905,0.00013813658384468554,9.537782550705436e-05,ph
3145,M.Abou.Zeid.1,0.0001331564276956157,2.094251614037275e-05,0.0002189166033402907,th
4468,A.Menon.1,0.00013290552759564938,0.0003298412060527945,1.7320291321232843e-06,ph
5790,T.T.Dumitrescu.1,0.00013282008984298238,0.0,0.00016769444529016306,th
889,J.Perez.Mercader.1,0.00013272782964338667,0.00013684494105034548,0.0001394051615891266,th
3970,O.J.C.Dias.1,0.0001327239854684035,0.0,0.00018200438666495677,th
778,A.S.Joshipura.1,0.00013263303850241754,0.0001359915342040851,0.00013826878442464437,ph
5922,J.Matulich.1,0.00013193153625401887,0.0,0.00021658350947343104,th
3168,J.Troost.1,0.00013186365910717346,0.0,0.0001558801423144332,th
4748,Ta.Sheng.Tai.1,0.0001317187337103085,1.0148621955528739e-06,0.00013441388479099842,th
3527,S.Kovacs.1,0.00013117093877520894,0.0,0.00017607859092842363,th
2462,Z.Ligeti.1,0.00013114439755493854,0.00029129735098892655,9.48697545144165e-07,ph
2189,G.Montagna.1,0.00013112569153133976,0.00018985148822353275,4.60845445867492e-05,ph
3321,M.Van.Raamsdonk.1,0.0001303232981914233,0.0,0.0003652846000900373,th
4103,T.Volansky.1,0.00013029075841154716,0.00024561543226331013,3.640316646282082e-05,ph
552,S.H.H.Tye.1,0.00013026947974165915,1.2916427943400213e-06,0.00022863422921062478,th
644,J.Pulido.1,0.00013008688142995934,0.0002735514918012973,4.6130099797857905e-08,ph
3206,G.Travaglini.1,0.0001294987226575366,1.383902993935737e-07,0.00010873248939853426,th
1032,R.Musto.1,0.00012883422955330554,1.4705122563062153e-05,0.00042227877772457446,th
2007,S.G.Naculich.1,0.00012852230221181525,0.0,0.00011783851618184598,th
4878,J.L.Evans.1,0.00012817076156240338,0.0002440549961768655,0.0,ph
3983,Seok.Kim.1,0.00012806303313490352,8.710900511828835e-06,0.0009823966711963276,th
5275,S.Shiba.1,0.0001274674605964376,2.391076839522303e-06,0.00043389653352509397,th
2982,A.Y.Petrov.1,0.00012738903942678123,1.0609922953507318e-06,0.0006290690866780619,th
2714,I.A.Shovkovy.1,0.00012660109338880545,0.00025668017663522746,7.538427141966613e-06,ph
6443,E.Vescovi.1,0.00012656553054584324,4.0748254821441154e-07,0.0010182653092663267,th
735,T.Riemann.1,0.0001261359029263529,0.00020939805763408483,2.955140396176035e-05,ph
830,D.Zanon.1,0.00012583331870857093,6.5081882464811195e-06,0.0019066428503865906,th
2491,Andre.Lukas.1,0.00012369017425798966,0.00013596846915418619,0.00010314305897302712,th
4085,E.Senaha.1,0.0001216104755921029,0.00027163709265968627,0.0,ph
3190,C.Angelantonj.1,0.00012123528411374697,2.4660382516938205e-06,0.000761179216136185,th
397,S.R.Wadia.1,0.00012022740550274683,1.383902993935737e-07,0.00019968026934940613,th
510,D.Wyler.1,0.00011941102594706142,0.00026799154324085283,0.0,ph
2630,P.M.Vranas.1,0.0001193655472960311,4.338745568260344e-05,9.359854911610115e-05,ph
942,A.I.Pashnev.1,0.00011927283278484645,0.0001333352092907251,0.00012860149221646824,th
3316,Sangmin.Lee.1,0.00011921357757332043,8.795472361458241e-07,0.0011428414882254136,th
1226,F.Feruglio.1,0.00011885178509744743,0.00017967148806793617,4.8777900756453805e-05,ph
2421,D.R.Morrison.1,0.00011843315513495453,9.533553958223968e-07,0.0010542864946842167,th
2377,T.Hambye.1,0.0001181769364153233,0.00023001958916269582,6.280061246481997e-08,ph
1841,J.A.Minahan.1,0.0001180496163052066,3.2521720357489824e-06,0.0006477515456897562,th
1634,Junpei.Fujimoto.1,0.00011802386033281948,0.00023571097093712863,0.0,ph
2384,Hong.Lu.2,0.00011767685947100667,0.00013346975541513552,0.00011837073305546613,th
763,A.Bottino.1,0.00011706858284950547,0.00023031144275577909,3.844174983154825e-08,ph
3155,A.Volovich.1,0.00011689390253978394,6.8603146749381015e-06,0.0003630189348829414,th
3071,Z.Sullivan.1,0.00011669336979055807,0.00011243329142280907,5.7330645347314536e-05,ph
3186,D.E.Diaconescu.1,0.0001165424596470048,0.0,0.00031863668147321235,th
2047,U.H.Danielsson.1,0.00011532524949464476,0.0,0.0001348186764167246,th
140,Jihn.E.Kim.1,0.00011523491138254059,0.00021010608830174585,4.6130099797857907e-07,ph
3284,L.Giusti.1,0.00011478706499700306,0.00022869381392285238,0.0,ph
1532,A.Vladikas.1,0.00011478706499700306,0.00022869381392285238,0.0,ph
2900,A.Donini.1,0.00011478706499700306,0.00022869381392285238,0.0,ph
5266,Kohei.Kamada.1,0.00011440216592072268,0.00028637894373191916,0.0,ph
2943,P.M.M.Ferreira.1,0.00011389193347204457,0.0002539736105955447,8.330629718362636e-07,ph
3751,K.Siyeon.1,0.00011387381668634736,9.271948150224485e-05,5.664682280989796e-05,ph
4534,K.Kovarik.1,0.00011374294375867492,9.127303271174888e-05,5.663588714898515e-05,ph
2469,S.Davidson.1,0.00011351340507660061,0.00010047156691497126,0.00014058258745250945,ph
4016,W.D.Linch.1,0.00011311790591372725,4.105578882009354e-07,0.00023222910352371738,th
789,F.Buccella.1,0.00011299183878006052,0.00020847345351146933,0.0,ph
5106,B.Herrmann.1,0.0001122441560103837,0.00018467727843534496,2.3335172841306574e-05,ph
755,C.Verzegnassi.1,0.00011220078309033397,0.00022848447043850924,6.804977083099523e-06,ph
543,J.A.Strathdee.1,0.00011215105929426835,2.5723296899780515e-05,0.00014547818922751462,th
4243,L.McAllister.1,0.00011195237036442472,7.69603831627596e-06,0.0003345350477280717,th
4050,Jun.Li.1,0.00011172710171041184,0.00022353493109546994,0.0,th
4404,M.Leston.1,0.00011107166987578395,0.0,0.00015411014686022448,th
3666,M.Spradlin.1,0.0001106058756862666,5.726283054907429e-06,0.00030060474510608344,th
5400,F.Loebbert.1,0.00011029937512166813,4.712958529347816e-06,0.00035080783701032424,th
2673,M.G.Faux.1,0.00011029207118920016,2.5917427736429835e-05,0.0001963758348394811,th
3517,M.M.Caldarelli.1,0.00011026312159451931,2.244998190162418e-06,0.00027207201356689185,th
3551,D.Tsimpis.1,0.00010835345374519511,0.00013839029939357372,0.00011934087468204826,th
4579,Heng.Yu.Chen.1,0.0001079598102269201,0.0,0.0003096490468306454,th
1507,Xiao.Gang.He.1,0.00010762152282840247,0.00023918456745189331,0.0,ph
1860,G.Mandal.1,0.00010729130819734949,0.0,0.00024961955087309006,th
2905,M.E.Gomez.1,0.00010702951988099666,0.00019126308211188516,1.5222932933293109e-06,ph
4346,Shu.Min.Zhao.1,0.00010680627952533062,0.00022495168199174507,0.0,ph
2011,L.H.Orr.1,0.00010616827597695164,0.0002596885882119178,1.016423284155504e-05,ph
5010,R.C.Cotta.1,0.00010605719639095598,0.0002030968357556297,1.7335536570075705e-06,ph
1582,Carlos.Munoz.1,0.0001060396448228343,0.00021140271484863332,0.0,ph
1427,G.P.Korchemsky.1,0.00010563710478531251,3.459757484839343e-06,0.00028879902745448255,th
4086,Y.Hidaka.2,0.00010541881056305477,0.00020748165636581543,0.0,ph
5016,K.Maruyoshi.1,0.00010518200938409244,0.0,0.0002738339443183383,th
3801,Albert.C.R.Mendes.1,0.00010489984694032888,5.074310977764369e-07,0.00020993808418005137,th
3863,A.Belhaj.1,0.00010488831441537941,0.0001383902993935737,7.060019565312996e-05,th
1099,Darwin.Chang.1,0.00010484218431558155,0.00020619232007646529,0.0,ph
2760,F.Franke.1,0.00010454630691138006,0.0001250387738108804,2.8609389899226657e-05,ph
71,A.Morozov.2,0.00010420635777336775,0.0,0.00021724520182160302,th
1627,A.Segui.1,0.00010387345221982654,0.0,0.0002171593668859077,th
3798,M.Tsuda.1,0.00010382732212002868,0.0,0.00021064156820196865,th
2031,R.Pittau.1,0.00010339209914642004,0.00010484462497055692,7.163859055653532e-05,ph
6335,P.K.Concha.1,0.00010327376092245438,0.0,0.00019212966898665923,th
6336,E.K.Rodriguez.1,0.00010327376092245438,0.0,0.00019212966898665923,th
1310,Alexei.Morozov.1,0.00010304272600596676,0.0,0.00016214598278661884,th
4965,E.O.Colgain.1,0.00010295247026904083,6.071489968394732e-06,0.0005400490947475131,th
2072,M.Spalinski.1,0.00010243957495110978,0.00013040979212854427,8.393717633968728e-05,th
6242,P.Stengel.1,0.00010218201522724151,0.00015874136175440055,4.3439177309646825e-05,ph
6374,Tathagata.Ghosh.1,0.00010218201522724151,0.00015874136175440055,4.3439177309646825e-05,ph
4352,Michael.Rauch.1,0.0001019296397702139,8.548164120255174e-05,6.870967729942871e-05,ph
1993,S.Penati.1,0.00010179705524325049,3.874928383020064e-06,0.0012636759083613886,th
5427,Prarit.Agarwal.1,0.00010172840257922615,0.0,0.00016703516928055187,th
5194,I.Bah.1,0.00010160192922228033,4.659140079583648e-06,0.0007776325452693522,th
4108,G.Marandella.1,0.00010150544043020316,0.00023377965742557759,0.0,ph
5202,Hirotaka.Hayashi.1,0.00010138376480333373,1.749099617335446e-06,0.00046770157646389685,th
1016,J.P.Derendinger.1,0.00010084616442059211,0.00014022958927012926,0.00014283589555284302,th
3653,R.Aros.1,0.00010061551392160281,0.0,0.0001298290795729883,th
3544,Cristian.Martinez.1,0.00010061551392160281,0.0,0.0001298290795729883,th
1854,M.R.Douglas.1,9.948208638621236e-05,2.481799369124755e-06,0.0003457507361082537,th
6326,F.Dulat.1,9.944639047565452e-05,1.2003051967402629e-05,0.00013004237137533302,ph
2054,Massimo.Bianchi.1,9.924929413258962e-05,1.937464191510032e-06,0.000493090073501065,th
1791,A.Ringwald.1,9.8425692276884e-05,0.00016380307477408855,2.4614765159272014e-05,ph
41,S.Biswas.5,9.740370572317696e-05,0.00014494077356486953,3.556630694414845e-05,ph
37,P.H.Frampton.1,9.70958046876142e-05,0.00020486136554308989,1.1071223951485897e-06,ph
2524,Chan.Ju.Kim.1,9.531363719914176e-05,0.0,0.0007286514694201442,th
1919,J.Gamboa.1,9.497561497024541e-05,0.00014097819799223355,4.874106344641666e-05,th
4486,Piyush.Kumar.1,9.455517206065924e-05,3.1368467862543376e-06,0.0001889044316048319,ph
4974,W.Vinci.1,9.400161086308495e-05,4.382359480796501e-06,0.00020347987020835121,th
4178,R.Wimmer.1,9.398606214984731e-05,0.0,0.0001662317000978823,th
859,Frederick.M.Cooper.1,9.386107880905789e-05,0.0001424393689033307,0.0001839130195440932,ph
5692,C.A.Arguelles.1,9.381709046389351e-05,0.00015114527198768142,1.1993825947443055e-05,ph
1543,U.Bruzzo.1,9.316881820904037e-05,0.0,0.000559198564439405,th
3455,M.Toharia.1,9.314332070323534e-05,0.0001596467795047862,3.705908042073035e-05,ph
2824,R.von.Unge.1,9.2413966595042e-05,2.337258389758134e-06,0.00015311079865656845,th
2180,G.Burdman.1,9.104958643760894e-05,0.00017627602683384253,8.330629718362636e-07,ph
310,R.D.Auria.1,9.053647153326917e-05,3.2291069858500533e-07,0.0005324405509600232,th
4844,C.A.Keller.1,8.918601286168692e-05,2.5525321888148046e-06,0.0002640875174102685,th
3905,Jan.Conrad.1,8.877807600188357e-05,0.0002433885686247515,2.6263403484913763e-05,ph
1559,S.Godfrey.1,8.877039380654376e-05,0.00022656188677671593,1.6652324344497985e-05,ph
3957,I.Turan.1,8.859833989159724e-05,0.00018036150117430096,0.0,ph
3499,O.Lunin.1,8.852860402278196e-05,0.00013975575034759033,0.00020453210327641886,th
4275,Can.Kilic.1,8.827660559936308e-05,0.00016460537469677975,1.7321766391031567e-06,ph
3373,Koji.Hashimoto.1,8.80178779178771e-05,4.806756398936793e-06,0.00015704838709181392,th
4585,J.M.Lapan.1,8.758773304285722e-05,0.0,0.00017114934334354915,th
3992,D.Astefanesei.1,8.727814881754718e-05,0.0,0.00037525892615334337,th
4867,A.De.Simone.1,8.657466479562979e-05,0.00014646306685819885,4.105578882009353e-06,ph
5125,W.Altmannshofer.1,8.654494399345955e-05,0.00017056105103386223,6.280061246481997e-08,ph
2301,C.D.Carone.1,8.644434726370091e-05,0.00016751223139596137,1.5015347484202747e-06,ph
4981,C.Beem.1,8.64297393987649e-05,0.0,0.0004804134322127828,th
4759,A.Tavanfar.1,8.554470048407167e-05,6.015365013640671e-06,0.0002035822084701538,th
5050,J.J.M.Carrasco.1,8.551521017027234e-05,6.227563472710817e-07,0.0003358792608634152,th
4569,Hai.Lin.2,8.488745639552316e-05,2.9254171621808227e-06,0.00017133493391599614,th
169,A.Kakuto.1,8.485247440317644e-05,0.00013774447799640372,0.0,ph
2382,David.A.Lowe.1,8.467756444144291e-05,3.0061448368270704e-06,0.00014219493429118755,th
2050,J.L.Lopez.1,8.467179817896818e-05,0.00014632467655880527,9.987166606236236e-06,ph
106,T.Sjostrand.1,8.46296594287079e-05,0.00016570209011464794,4.310638333054003e-06,ph
4282,J.Alwall.1,8.426766165983947e-05,0.000165303524589079,7.951703898594517e-07,ph
1902,G.Ridolfi.1,8.414208359599714e-05,0.00019565730777463975,9.599543034857877e-08,ph
3485,A.Mikhailov.1,8.316488158557149e-05,5.078155152747525e-06,0.00015704223641184096,th
4779,D.Van.den.Bleeken.1,8.288810098678433e-05,3.0753399865238605e-07,0.00043318950986673125,th
654,George.Zoupanos.1,8.282275001207072e-05,9.91797145653945e-07,0.00019810225382441593,ph
4289,D.Forde.1,8.26882038876603e-05,0.0,7.030227209193545e-05,ph
1979,Enrique.F.Moreno.1,8.201701093560146e-05,0.0,0.0003400477560759822,th
641,D.Espriu.1,8.161567906736009e-05,9.226019959571581e-07,0.00024798542165832793,ph
3406,Bo.Feng.1,8.140271177329334e-05,0.0001378905566457636,0.0002508568289940678,th
460,B.E.W.Nilsson.1,8.128650785523112e-05,9.295215109268368e-06,0.00039346372071941415,th
1839,G.Papadopoulos.1,8.109248685215272e-05,6.688864470689396e-07,0.0002866195449893904,th
4537,F.Brummer.1,8.108595175468136e-05,0.00016915389746155284,0.0,ph
5039,D.Galakhov.1,8.077303591105255e-05,0.0,0.00046134608465945215,th
332,K.Pilch.1,8.071614212130185e-05,1.8452039919143162e-07,0.00031225424280860583,th
645,R.Gatto.1,8.066196978445739e-05,1.4398221571339806e-05,0.0001457003157717397,ph
2833,K.Skenderis.1,8.033633763296617e-05,1.3070194942726404e-07,0.00031401340627891094,th
3742,Jing.Jiang.1,8.002543778351345e-05,0.00017673764222944882,5.374750800909964e-07,ph
1034,S.Krivonos.1,7.97458723555536e-05,7.934377165231559e-07,0.0002674542458605163,th
3824,Indrajit.Mitra.1,7.956865588883015e-05,6.338275712225677e-05,7.185839412511654e-05,th
401,C.Bachas.1,7.92442075202519e-05,3.6904079838286324e-07,0.0003602296747375452,th
953,I.I.Tkachev.1,7.901317260376429e-05,8.79624119645512e-05,5.0281808779665116e-06,ph
3251,Y.Nomura.1,7.872101530504452e-05,0.00014182699182851413,1.0148621955528739e-06,ph
5702,N.Nagata.1,7.864043932599479e-05,0.0001492146471807327,0.0,ph
3125,L.Andrianopoli.1,7.853825224298823e-05,1.6145534929250267e-07,0.00031281779220455636,th
4021,Xin.Gang.Chen.1,7.846537766866472e-05,0.00013907071836559212,0.0001226157273501979,th
2972,M.Berkooz.1,7.836493486803343e-05,3.921058482817922e-07,0.00026618622560465433,th
3385,S.L.Cacciatori.1,7.830584440686378e-05,7.380815967657264e-07,0.00027568909647482403,th
2477,N.Polonsky.1,7.8266574657562e-05,0.00014500998222337808,1.450293515292431e-05,ph
2879,A.Kobakhidze.1,7.823664925716698e-05,0.00014161940637942376,3.6904079838286325e-06,ph
1682,S.P.Sorella.1,7.806904322790146e-05,1.0917456952159704e-06,0.00014864502057863746,th
3624,S.Nasri.1,7.76830880595927e-05,0.00014083519468286015,3.1829768860521955e-06,ph
3372,Nakwoo.Kim.1,7.763896242246466e-05,1.8452039919143162e-07,0.00035883701251632644,th
1347,S.Catto.1,7.761581499738751e-05,2.2373098401961083e-06,0.00014190003115319404,ph
1171,A.H.Zimerman.1,7.752163271030021e-05,0.0,0.00022522668632378925,th
3870,T.Wiseman.1,7.728175619135135e-05,2.3065049898928953e-08,0.0002418958091507269,th
2114,S.Iso.1,7.721497738021541e-05,0.0,0.00032329237506130974,th
3100,A.Tanzini.1,7.720979689678571e-05,1.7683204922512195e-07,0.00023058544839275096,th
5157,K.J.Bae.1,7.714105938696786e-05,0.00018362200182293762,0.0,ph
4895,D.J.Feldman.1,7.698543995306909e-05,0.00013663657305979345,2.7694670161765186e-05,ph
4792,J.Jeong.1,7.672687699092568e-05,5.581742075540806e-07,0.00020714108992070078,th
7,D.Bailin.1,7.661056323929251e-05,1.8452039919143162e-07,0.00016093638566977677,th
594,L.E.Ibanez.1,7.645487415247474e-05,0.00014012017813599338,9.269843554379545e-06,th
3494,G.A.Silva.1,7.641835449013477e-05,7.073281969004878e-07,0.00018258754800990146,th
1851,M.Frau.1,7.639787052915316e-05,0.0,0.00012355106338380405,th
36,F.A.Wilczek.1,7.633378264050537e-05,0.0,0.00014009859583930217,ph
3708,M.Zamaklar.1,7.63318605530138e-05,2.3065049898928953e-07,0.0002370986631892481,th
926,P.P.Kulish.1,7.606853456666768e-05,0.0,0.00016203351320996916,th
3457,E.Ponton.1,7.584315704625568e-05,9.56367403385058e-05,2.791529237818973e-05,ph
1204,Georg.G.Raffelt.1,7.581881036731721e-05,0.00014835717259065336,4.310638333054003e-06,ph
1916,K.Sridhar.1,7.568012719807969e-05,0.00015853783656113175,4.004271637350644e-07,ph
5018,J.Estes.1,7.542655734448082e-05,6.458213971700107e-07,0.00023548438428025022,th
5227,Sungjay.Lee.1,7.538850001214764e-05,4.6130099797857905e-08,0.0003490506195655997,th
4556,Susanne.Reffert.1,7.536779638402403e-05,2.132748280654297e-05,0.00014238080015162308,th
2484,O.Panella.1,7.528624495759568e-05,0.0001438298069947378,0.0,ph
5208,A.B.Royston.1,7.527861152441484e-05,0.00013896692564104696,4.508409978494148e-05,th
6077,Yuta.Hamada.1,7.525466780594835e-05,0.00013839029939357377,1.6629900977127774e-05,ph
1811,G.Valencia.1,7.523394776493784e-05,0.00014911008477073884,9.48697545144165e-07,ph
669,J.L.Alfaro.1,7.51055687333874e-05,2.444895289286469e-06,0.0001379478348530126,th
2965,S.W.Ham.1,7.50764987448687e-05,0.00015018900146837014,8.688917413796823e-08,ph
2466,J.R.Espinosa.1,7.507246479738476e-05,0.000156791256756148,2.412428077664034e-08,ph
3058,Nobuhito.Maru.2,7.500754227131696e-05,6.688864470689396e-07,0.00015010734474222963,ph
5755,U.Kol.2,7.493834712162016e-05,9.764204457213257e-07,0.00018769173371896325,th
2363,R.C.Rashkov.1,7.478150478230745e-05,0.0,0.00019050325346807185,th
5402,K.Stiffler.1,7.454239709835521e-05,0.0,0.0001895831776442464,th
212,O.Nachtmann.1,7.452317622343945e-05,0.00014936689937430735,0.0,ph
4908,S.Caron.Huot.1,7.448742539609611e-05,2.4576579502305436e-05,6.952094352660924e-05,th
