ngram,count_x,unithood_x,termhood_x,count_y,unithood_y,termhood_y
total cross section,283,0.01734783569298824,22154625.145217706,283,0.01734783569298824,22154625.145217706
previous measurement,349,0.016954043278583696,27298788.13355909,349,0.016954043278583696,27298788.13355909
perturbative qcd,333,0.01617678054947957,26051778.92047712,333,0.01617678054947957,26051778.92047712
next-to-leading order,333,0.01617678054947957,26051248.998026837,333,0.01617678054947957,26051248.998026837
neutrino oscillation,332,0.016128201628910564,25975740.245403204,332,0.016128201628910564,25975740.245403204
inelastic scattering,324,0.015739570264358505,25351918.176219344,324,0.015739570264358505,25351918.176219344
standard model higgs,255,0.01563144205551944,19968896.634477556,255,0.01563144205551944,19968896.634477556
double beta decay,254,0.015570142282752695,19892591.08440918,254,0.015570142282752695,19892591.08440918
s *,319,0.015496675661513467,24960597.43000718,319,0.015496675661513467,24960597.43000718
first uncertainty,319,0.015496675661513467,24961392.3719444,319,0.015496675661513467,24961392.3719444
theoretical prediction,318,0.015448096740944458,24883398.162284344,318,0.015448096740944458,24883398.162284344
b^0 \to,318,0.015448096740944458,24883390.800803594,318,0.015448096740944458,24883390.800803594
cern sps,316,0.015350938899806443,24728916.094143998,316,0.015350938899806443,24728916.094143998
atlas experiment,315,0.015302359979237436,24648268.573446646,315,0.015302359979237436,24648268.573446646
cosmic ray,314,0.015253781058668425,24573226.10600276,314,0.015253781058668425,24573226.10600276
semileptonic decay,306,0.014865149694116364,23948886.15166052,306,0.014865149694116364,23948886.15166052
significant excess,300,0.01457367617070232,23478622.61762874,300,0.01457367617070232,23478622.61762874
experimental result,296,0.014379360488426288,23169536.063715287,296,0.014379360488426288,23169536.063715287
low energy,293,0.014233623726719265,22935478.119366597,293,0.014233623726719265,22935478.119366597
lhcb experiment,293,0.014233623726719265,22934870.238557823,293,0.014233623726719265,22934870.238557823
elastic scattering,287,0.013942150203305217,22467690.159712467,287,0.013942150203305217,22467690.159712467
first error,283,0.013747834521029187,22154860.358237024,283,0.013747834521029187,22154860.358237024
total cross,283,0.013747834521029187,22154625.145217706,283,0.013747834521029187,22154625.145217706
inverse femtobarns,270,0.013116308553632088,21138740.648580275,270,0.013116308553632088,21138740.648580275
atmospheric neutrino,268,0.013019150712494073,20985492.3443957,268,0.013019150712494073,20985492.3443957
double beta,267,0.012970571791925062,20907283.09120328,267,0.012970571791925062,20907283.09120328
cm experiment,267,0.012970571791925062,20905022.485248294,267,0.012970571791925062,20905022.485248294
pb-pb collision,261,0.012679098268511017,20438302.66022676,261,0.012679098268511017,20438302.66022676
kinematic range,258,0.012533361506803994,20204304.16708713,258,0.012533361506803994,20204304.16708713
opal detector,254,0.012339045824527963,19891606.31689143,254,0.012339045824527963,19891606.31689143
heavy ion,252,0.012241887983389948,19735960.932517048,252,0.012241887983389948,19735960.932517048
cross section,245,0.011901835539406895,19189030.1395193,245,0.011901835539406895,19189030.1395193
solar neutrino,244,0.011853256618837885,19112084.319057222,244,0.011853256618837885,19112084.319057222
new result,244,0.011853256618837885,19111710.069499552,244,0.011853256618837885,19111710.069499552
nuclear modification factor,191,0.011708256598447892,14969469.509858621,191,0.011708256598447892,14969469.509858621
e+e- collider,238,0.011561783095423838,18643000.219807267,238,0.011561783095423838,18643000.219807267
top quark mass,185,0.011340457961847437,14500586.38961832,185,0.011340457961847437,14500586.38961832
radiative decay,233,0.011318888492578802,18253124.048342206,233,0.011318888492578802,18253124.048342206
standard model background,178,0.010911359552480234,13952246.42945576,178,0.010911359552480234,13952246.42945576
p \bar,224,0.01088167820745773,17549254.133714475,224,0.01088167820745773,17549254.133714475
magnetic field,223,0.010833099286888723,17471948.071403105,223,0.010833099286888723,17471948.071403105
high transverse momentum,176,0.01078876000694675,13796383.00128276,176,0.01078876000694675,13796383.00128276
inclusive production,218,0.010590204684043685,17080472.17166389,218,0.010590204684043685,17080472.17166389
present result,214,0.010395889001767654,16768238.067578258,214,0.010395889001767654,16768238.067578258
supersymmetric particle,211,0.010250152240060631,16532442.496502342,211,0.010250152240060631,16532442.496502342
underground laboratory,209,0.010152994398922616,16377684.279597543,209,0.010152994398922616,16377684.279597543
high statistic,208,0.010104415478353607,16299590.056371538,208,0.010104415478353607,16299590.056371538
hadronic z,207,0.0100558365577846,16221170.817684574,207,0.0100558365577846,16221170.817684574
strong coupling,207,0.0100558365577846,16220820.623507885,207,0.0100558365577846,16220820.623507885
first result,207,0.0100558365577846,16221230.078913296,207,0.0100558365577846,16221230.078913296
invariant mass distribution,164,0.010053162733745834,12857918.292053988,164,0.010053162733745834,12857918.292053988
invariant mass spectrum,164,0.010053162733745834,12857898.307288293,164,0.010053162733745834,12857898.307288293
high transverse,205,0.009958678716646584,16063881.001705766,205,0.009958678716646584,16063881.001705766
nuclear modification,203,0.009861520875508569,15907545.516529547,203,0.009861520875508569,15907545.516529547
current status,201,0.009764363034370553,15752486.074057998,201,0.009764363034370553,15752486.074057998
tau lepton,199,0.009667205193232538,15595288.145514498,199,0.009667205193232538,15595288.145514498
systematic error,199,0.009667205193232538,15595938.070214704,199,0.009667205193232538,15595938.070214704
magnetic moment,198,0.00961862627266353,15517772.139924437,198,0.00961862627266353,15517772.139924437
significant signal,195,0.009472889510956508,15283092.137247333,195,0.009472889510956508,15283092.137247333
rare decay,192,0.009327152749249484,15048646.085607393,192,0.009327152749249484,15048646.085607393
experimental data,191,0.009278573828680475,14970708.051488582,191,0.009278573828680475,14970708.051488582
present measurement,190,0.009229994908111468,14891980.143284362,190,0.009229994908111468,14891980.143284362
\cal b,188,0.009132837066973452,14735596.172931142,188,0.009132837066973452,14735596.172931142
statistical significance,188,0.009132837066973452,14735838.10511251,188,0.009132837066973452,14735838.10511251
heavy quark,187,0.009084258146404445,14657430.1263256,187,0.009084258146404445,14657430.1263256
hadronic z decay,146,0.008949766823944463,11449918.775059916,146,0.008949766823944463,11449918.775059916
kinematic region,181,0.0087927846229904,14188072.120452946,181,0.0087927846229904,14188072.120452946
dark matter search,142,0.008704567732877491,11136748.391151557,142,0.008704567732877491,11136748.391151557
proton-antiproton collision,176,0.00854989002014536,13796894.159353398,176,0.00854989002014536,13796894.159353398
partial wave,176,0.00854989002014536,13797520.874906762,176,0.00854989002014536,13797520.874906762
charged particle,175,0.008501311099576352,13719130.104869455,175,0.008501311099576352,13719130.104869455
neutrino mass,175,0.008501311099576352,13719302.474941313,175,0.008501311099576352,13719302.474941313
\rm t,175,0.008501311099576352,13718344.55820416,175,0.008501311099576352,13718344.55820416
partial wave analysis,137,0.008398068869043776,10745508.832248842,137,0.008398068869043776,10745508.832248842
forward-backward asymmetry,172,0.008355574337869329,13484272.101931063,172,0.008355574337869329,13484272.101931063
top quark pair,136,0.008336769096277034,10665938.383928465,136,0.008336769096277034,10665938.383928465
bubble chamber,168,0.008161258655593298,13171880.104201356,168,0.008161258655593298,13171880.104201356
decay mode,168,0.008161258655593298,13171270.095899587,168,0.008161258655593298,13171270.095899587
branching fraction,167,0.00811267973502429,13093126.117695298,167,0.00811267973502429,13093126.117695298
wide range,167,0.00811267973502429,13093198.068612056,167,0.00811267973502429,13093198.068612056
significant deviation,165,0.008015521893886275,12935536.327141915,165,0.008015521893886275,12935536.327141915
direct cp,165,0.008015521893886275,12936467.134969564,165,0.008015521893886275,12936467.134969564
cern lhc,163,0.00791836405274826,12779234.275285035,163,0.00791836405274826,12779234.275285035
recent measurement,163,0.00791836405274826,12780468.05375142,163,0.00791836405274826,12780468.05375142
new particle,161,0.007821206211610244,12623296.141867457,161,0.007821206211610244,12623296.141867457
initial state,161,0.007821206211610244,12623544.64265854,161,0.007821206211610244,12623544.64265854
lower energy,161,0.007821206211610244,12623628.101613835,161,0.007821206211610244,12623628.101613835
leptonic decay,160,0.007772627291041237,12545460.073232573,160,0.007772627291041237,12545460.073232573
high precision,159,0.007724048370472229,12467490.067386426,159,0.007724048370472229,12467490.067386426
massive particle,159,0.007724048370472229,12467232.2529836,159,0.007724048370472229,12467232.2529836
theoretical model,159,0.007724048370472229,12467150.076119104,159,0.007724048370472229,12467150.076119104
supersymmetric standard model,124,0.00760117182307612,9726465.157951038,124,0.00760117182307612,9726465.157951038
* +,155,0.007529732688196198,12154036.179730825,155,0.007529732688196198,12154036.179730825
direct measurement,154,0.00748115376762719,12076154.056288242,154,0.00748115376762719,12076154.056288242
inclusive jet,151,0.0073354170059201675,11840670.875329243,151,0.0073354170059201675,11840670.875329243
perturbative qcd calculation,119,0.007294672959242405,9334858.770541383,119,0.007294672959242405,9334858.770541383
inclusive cross section,118,0.007233373186475661,9256945.072127387,118,0.007233373186475661,9256945.072127387
linear collider,147,0.007141101323644136,11528536.052313685,147,0.007141101323644136,11528536.052313685
electromagnetic calorimeter,147,0.007141101323644136,11528192.073134433,147,0.007141101323644136,11528192.073134433
e- annihilation,143,0.006946785641368105,11215046.168716166,143,0.006946785641368105,11215046.168716166
supersymmetric standard,142,0.006898206720799097,11135837.192424238,142,0.006898206720799097,11135837.192424238
neural network,142,0.006898206720799097,11136556.117673185,142,0.006898206720799097,11136556.117673185
w boson,141,0.006849627800230089,11057802.17269473,141,0.006849627800230089,11057802.17269473
e+ e-,141,0.006849627800230089,11058516.0871247,141,0.006849627800230089,11058516.0871247
deep-inelastic scattering,140,0.006801048879661082,10980306.155921955,140,0.006801048879661082,10980306.155921955
extra dimension,139,0.0067524699590920745,10901342.174598651,139,0.0067524699590920745,10901342.174598651
heavy ion collision,110,0.006742975004341718,8630440.542960934,110,0.006742975004341718,8630440.542960934
decay channel,137,0.006655312117954059,10744580.176601926,137,0.006655312117954059,10744580.176601926
hadronic event,137,0.006655312117954059,10745252.164011301,137,0.006655312117954059,10745252.164011301
theoretical calculation,137,0.006655312117954059,10744944.135290254,137,0.006655312117954059,10744944.135290254
direct cp violation,108,0.006620375458808233,8473606.820686102,108,0.006620375458808233,8473606.820686102
previous result,132,0.00641241751510902,10353694.059857914,132,0.00641241751510902,10353694.059857914
e- collision,132,0.00641241751510902,10353214.406568343,132,0.00641241751510902,10353214.406568343
four-momentum transfer,132,0.00641241751510902,10353852.094263516,132,0.00641241751510902,10353852.094263516
signal event,131,0.006363838594540012,10275226.083265088,131,0.006363838594540012,10275226.083265088
neutrino interaction,130,0.006315259673971004,10197370.09910808,130,0.006315259673971004,10197370.09910808
neutral higgs boson,103,0.006313876594974518,8081499.243142282,103,0.006313876594974518,8081499.243142282
proton collision,129,0.006266680753401997,10117772.642687751,129,0.006266680753401997,10117772.642687751
neutral kaon,129,0.006266680753401997,10119074.086783329,129,0.006266680753401997,10119074.086783329
stringent limit,129,0.006266680753401997,10118434.127566181,129,0.006266680753401997,10118434.127566181
national laboratory,128,0.006218101832832989,10040770.080492748,128,0.006218101832832989,10040770.080492748
second systematic,128,0.006218101832832989,10040112.328333601,128,0.006218101832832989,10040112.328333601
neutral b,128,0.006218101832832989,10040285.032607999,128,0.006218101832832989,10040285.032607999
neutral pion,127,0.006169522912263982,9962176.086627178,127,0.006169522912263982,9962176.086627178
national accelerator,127,0.006169522912263982,9961976.988734009,127,0.006169522912263982,9961976.988734009
dark matter particle,100,0.00612997727667429,7846748.260886589,100,0.00612997727667429,7846748.260886589
simplified model,126,0.006120943991694974,9882558.6079616,126,0.006120943991694974,9882558.6079616
preliminary measurement,125,0.006072365071125967,9805548.166572032,125,0.006072365071125967,9805548.166572032
direct search,124,0.006023786150556959,9727056.110262908,124,0.006023786150556959,9727056.110262908
standard model process,98,0.006007377731140804,7689292.326069168,98,0.006007377731140804,7689292.326069168
hadronic z0 decay,98,0.006007377731140804,7690109.089166912,98,0.006007377731140804,7690109.089166912
anti-p p,123,0.005975207229987951,9649266.053943748,123,0.005975207229987951,9649266.053943748
virtual photon,123,0.005975207229987951,9649120.0858616,123,0.005975207229987951,9649120.0858616
neutral b meson,96,0.005884778185607318,7533204.967278571,96,0.005884778185607318,7533204.967278571
lightest neutralino,121,0.005878049388849935,9491294.528879305,121,0.005878049388849935,9491294.528879305
pair production,121,0.005878049388849935,9491398.27233971,121,0.005878049388849935,9491398.27233971
new phenomenon,121,0.005878049388849935,9491482.25633821,121,0.005878049388849935,9491482.25633821
strong interaction,121,0.005878049388849935,9492390.05175978,121,0.005878049388849935,9492390.05175978
nuclear recoil,120,0.005829470468280927,9414016.312996829,120,0.005829470468280927,9414016.312996829
improved measurement,120,0.005829470468280927,9413906.11226245,120,0.005829470468280927,9413906.11226245
inclusive cross,119,0.005780891547711919,9335277.072140599,119,0.005780891547711919,9335277.072140599
low mass,119,0.005780891547711919,9335568.06785608,119,0.005780891547711919,9335568.06785608
narrow resonance,119,0.005780891547711919,9335398.096791858,119,0.005780891547711919,9335398.096791858
bottom quark,118,0.005732312627142912,9256372.303731022,118,0.005732312627142912,9256372.303731022
high energy physic,93,0.005700878867307089,7298516.204225663,93,0.005700878867307089,7298516.204225663
e+e- annihilation,117,0.005683733706573904,9178924.112434216,117,0.005683733706573904,9178924.112434216
top quark production,92,0.0056395790945403465,7219512.438391181,92,0.0056395790945403465,7219512.438391181
other experiment,116,0.0056351547860048964,9100698.048031822,116,0.0056351547860048964,9100698.048031822
first evidence,115,0.005586575865435889,9022210.094812209,115,0.005586575865435889,9022210.094812209
latest result,114,0.005537996944866882,8944150.046106137,114,0.005537996944866882,8944150.046106137
current interaction,114,0.005537996944866882,8944130.082199175,114,0.005537996944866882,8944130.082199175
au+au collision,113,0.005489418024297873,8865650.239910938,113,0.005489418024297873,8865650.239910938
higgs boson mass,89,0.005455679776240117,6984094.497188432,89,0.005455679776240117,6984094.497188432
sterile neutrino,112,0.005440839103728865,8787518.093139632,112,0.005440839103728865,8787518.093139632
cp-violating asymmetry,110,0.00534368126259085,8630350.459811784,110,0.00534368126259085,8630350.459811784
supersymmetric model,110,0.00534368126259085,8629766.306102114,110,0.00534368126259085,8629766.306102114
neutral higgs,110,0.00534368126259085,8630011.247108214,110,0.00534368126259085,8630011.247108214
partial width,109,0.005295102342021843,8552376.06287014,109,0.005295102342021843,8552376.06287014
new limit,109,0.005295102342021843,8552332.047847703,109,0.005295102342021843,8552332.047847703
high luminosity,109,0.005295102342021843,8552450.043572754,109,0.005295102342021843,8552450.043572754
top quark decay,86,0.0052717804579398885,6749052.270983167,86,0.0052717804579398885,6749052.270983167
new data,108,0.005246523421452835,8473970.04463615,108,0.005246523421452835,8473970.04463615
new method,108,0.005246523421452835,8474036.043166494,108,0.005246523421452835,8474036.043166494
initial state radiation,85,0.005210480685173146,6671056.6182252,85,0.005210480685173146,6671056.6182252
heavy ion collider,85,0.005210480685173146,6671064.433868475,85,0.005210480685173146,6671064.433868475
heavy flavor,107,0.005197944500883827,8395384.114918564,107,0.005197944500883827,8395384.114918564
hadronic jet,106,0.005149365580314819,8316716.115437127,106,0.005149365580314819,8316716.115437127
measured value,105,0.005100786659745811,8238542.075291624,105,0.005100786659745811,8238542.075291624
maximum likelihood,105,0.005100786659745811,8238580.860462437,105,0.005100786659745811,8238580.860462437
differential cross-sections,105,0.005100786659745811,8238550.108030771,105,0.005100786659745811,8238550.108030771
angular correlation,104,0.0050522077391768035,8160432.100522388,104,0.0050522077391768035,8160432.100522388
transverse energy,104,0.0050522077391768035,8160218.112588111,104,0.0050522077391768035,8160218.112588111
azimuthal angle,104,0.0050522077391768035,8160212.122036382,104,0.0050522077391768035,8160212.122036382
qcd prediction,104,0.0050522077391768035,8160332.09180888,104,0.0050522077391768035,8160332.09180888
d0 experiment,103,0.0050036288186077965,8081988.087250141,103,0.0050036288186077965,8081988.087250141
e+e- collision,103,0.0050036288186077965,8081938.110094745,103,0.0050036288186077965,8081938.110094745
gev/ c,103,0.0050036288186077965,8082278.0602025855,103,0.0050036288186077965,8082278.0602025855
low background,103,0.0050036288186077965,8082212.110603781,103,0.0050036288186077965,8082212.110603781
strong coupling constant,81,0.004965281594106174,6357320.52333794,81,0.004965281594106174,6357320.52333794
argus detector,102,0.004955049898038789,8003934.517779295,102,0.004955049898038789,8003934.517779295
hadronic z0,101,0.00490647097746978,7925239.086039133,101,0.00490647097746978,7925239.086039133
large transverse,101,0.00490647097746978,7924874.881409752,101,0.00490647097746978,7924874.881409752
k- pi+,101,0.00490647097746978,7925416.110581738,101,0.00490647097746978,7925416.110581738
maximum likelihood fit,80,0.004903981821339432,6278930.8655191595,80,0.004903981821339432,6278930.8655191595
b- >,100,0.004857892056900773,7846942.146421525,100,0.004857892056900773,7846942.146421525
double-beta decay,100,0.004857892056900773,7847170.119715248,100,0.004857892056900773,7847170.119715248
polarized proton,100,0.004857892056900773,7847064.096666108,100,0.004857892056900773,7847064.096666108
large transverse momentum,79,0.0048426820485726885,6200316.880078282,79,0.0048426820485726885,6200316.880078282
e + e,78,0.004781382275805946,6122290.958183563,78,0.004781382275805946,6122290.958183563
qcd calculation,98,0.0047607342157627575,7690080.091839956,98,0.0047607342157627575,7690080.091839956
electric charge,97,0.00471215529519375,7611402.130980227,97,0.00471215529519375,7611402.130980227
detailed study,97,0.00471215529519375,7611886.038924771,97,0.00471215529519375,7611886.038924771
next generation,97,0.00471215529519375,7612016.104559106,97,0.00471215529519375,7612016.104559106
kinematic variable,97,0.00471215529519375,7611364.1189032355,97,0.00471215529519375,7611364.1189032355
previous experiment,96,0.004663576374624742,7533620.038750934,96,0.004663576374624742,7533620.038750934
b^+ \to,96,0.004663576374624742,7533344.176781621,96,0.004663576374624742,7533344.176781621
direct photon,96,0.004663576374624742,7533502.078894289,96,0.004663576374624742,7533502.078894289
neutral particle,95,0.004614997454055734,7455054.069384656,95,0.004614997454055734,7455054.069384656
high mass,95,0.004614997454055734,7454950.064541973,95,0.004614997454055734,7454950.064541973
longitudinal polarization,95,0.004614997454055734,7455066.108850225,95,0.004614997454055734,7455066.108850225
exclusive decay,95,0.004614997454055734,7455108.060137638,95,0.004614997454055734,7455108.060137638
national accelerator laboratory,75,0.004597482957505717,5886918.6621601805,75,0.004597482957505717,5886918.6621601805
central collision,94,0.004566418533486726,7376590.236581684,94,0.004566418533486726,7376590.236581684
next-to-leading order perturbative qcd,64,0.004554677267113969,5023802.718904724,64,0.004554677267113969,5023802.718904724
final result,93,0.004517839612917718,7298336.054458225,93,0.004517839612917718,7298336.054458225
e+e− annihilation,93,0.004517839612917718,7298592.044288746,93,0.004517839612917718,7298592.044288746
p-pbar collision,93,0.004517839612917718,7298178.103526455,93,0.004517839612917718,7298178.103526455
high resolution,92,0.004469260692348711,7220100.037387341,92,0.004469260692348711,7220100.037387341
full data,91,0.004420681771779704,7141374.5716443425,91,0.004420681771779704,7141374.5716443425
boson mass,90,0.004372102851210695,7062646.174043254,90,0.004372102851210695,7062646.174043254
lower mass,90,0.004372102851210695,7062790.885185018,90,0.004372102851210695,7062790.885185018
pbpb collision,90,0.004372102851210695,7063090.182973462,90,0.004372102851210695,7063090.182973462
lower mass limit,71,0.004352283866438746,5573058.877837467,71,0.004352283866438746,5573058.877837467
magnetic spectrometer,89,0.004323523930641688,6984976.050406423,89,0.004323523930641688,6984976.050406423
cleo-c detector,89,0.004323523930641688,6984926.081036982,89,0.004323523930641688,6984926.081036982
first search,89,0.004323523930641688,6984552.086275007,89,0.004323523930641688,6984552.086275007
d^0 \to,89,0.004323523930641688,6984840.093928565,89,0.004323523930641688,6984840.093928565
pi- pi0,89,0.004323523930641688,6984890.085652081,89,0.004323523930641688,6984890.085652081
next-to-leading order qcd,70,0.004290984093672003,5494732.304170821,70,0.004290984093672003,5494732.304170821
large acceptance,88,0.00427494501007268,6906444.091154056,88,0.00427494501007268,6906444.091154056
secondary vertex,88,0.00427494501007268,6906186.091495492,88,0.00427494501007268,6906186.091495492
direct detection,88,0.00427494501007268,6906332.253041082,88,0.00427494501007268,6906332.253041082
charmed meson,88,0.00427494501007268,6906506.058760096,88,0.00427494501007268,6906506.058760096
new experiment,87,0.004226366089503672,6828118.057583072,87,0.004226366089503672,6828118.057583072
e +,86,0.0041777871689346645,6749542.958676275,86,0.0041777871689346645,6749542.958676275
transverse mass,86,0.0041777871689346645,6749390.106701769,86,0.0041777871689346645,6749390.106701769
precise determination,86,0.0041777871689346645,6749610.044524183,86,0.0041777871689346645,6749610.044524183
elliptic flow,86,0.0041777871689346645,6749560.200404994,86,0.0041777871689346645,6749560.200404994
observed event,86,0.0041777871689346645,6749128.171275846,86,0.0041777871689346645,6749128.171275846
dark matter experiment,68,0.004168384548138517,5338150.195698303,68,0.004168384548138517,5338150.195698303
higher energy,85,0.0041292082483656576,6671212.05648601,85,0.0041292082483656576,6671212.05648601
d *,85,0.0041292082483656576,6671116.099058124,85,0.0041292082483656576,6671116.099058124
asymmetric energy,85,0.0041292082483656576,6671314.066275195,85,0.0041292082483656576,6671314.066275195
virtual compton,84,0.004080629327796649,6592878.822762399,84,0.004080629327796649,6592878.822762399
p-pb collision,84,0.004080629327796649,6592526.45152617,84,0.004080629327796649,6592526.45152617
long baseline,84,0.004080629327796649,6592890.779372443,84,0.004080629327796649,6592890.779372443
nuclear reactor,84,0.004080629327796649,6593022.081062931,84,0.004080629327796649,6593022.081062931
signal region,84,0.004080629327796649,6592238.1972488705,84,0.004080629327796649,6592238.1972488705
top squark,84,0.004080629327796649,6591782.609213153,84,0.004080629327796649,6591782.609213153
pp collision data,66,0.0040457850026050304,5180798.169609217,66,0.0040457850026050304,5180798.169609217
strange particle,83,0.004032050407227641,6514496.068655017,83,0.004032050407227641,6514496.068655017
linear accelerator center,65,0.0039844852298382884,5102682.94913359,65,0.0039844852298382884,5102682.94913359
matrix element,82,0.003983471486658634,6435764.078003396,82,0.003983471486658634,6435764.078003396
associated production,81,0.003934892566089626,6357048.1787707135,81,0.003934892566089626,6357048.1787707135
pep-ii asymmetric-energy b,64,0.003923185457071546,5024071.3103800295,64,0.003923185457071546,5024071.3103800295
bose-einstein correlation,80,0.0038863136455206185,6279284.065091435,80,0.0038863136455206185,6279284.065091435
dipole moment,80,0.0038863136455206185,6279182.384907235,80,0.0038863136455206185,6279182.384907235
light quark,80,0.0038863136455206185,6279022.077788979,80,0.0038863136455206185,6279022.077788979
final state interaction,63,0.0038618856843048023,4945906.0556588555,63,0.0038618856843048023,4945906.0556588555
kinetic energy,79,0.0038377347249516107,6200864.065901069,79,0.0038377347249516107,6200864.065901069
isolated photon,79,0.0038377347249516107,6200292.161260122,79,0.0038377347249516107,6200292.161260122
such particle,79,0.0038377347249516107,6200736.082111992,79,0.0038377347249516107,6200736.082111992
pi- pi+,79,0.0038377347249516107,6200840.092812916,79,0.0038377347249516107,6200840.092812916
measured branching fraction,62,0.00380058591153806,4867306.871446275,62,0.00380058591153806,4867306.871446275
e^+e^- \to,78,0.0037891558043826024,6122396.072910108,78,0.0037891558043826024,6122396.072910108
measured branching,78,0.0037891558043826024,6122220.866864562,78,0.0037891558043826024,6122220.866864562
differential cross-section,78,0.0037891558043826024,6122234.078766435,78,0.0037891558043826024,6122234.078766435
nuclear matter,78,0.0037891558043826024,6122238.196412442,78,0.0037891558043826024,6122238.196412442
nuclear target,78,0.0037891558043826024,6122544.042301851,78,0.0037891558043826024,6122544.042301851
supersymmetric partner,78,0.0037891558043826024,6121788.304206364,78,0.0037891558043826024,6121788.304206364
top-quark pair,78,0.0037891558043826024,6121608.7608197825,78,0.0037891558043826024,6121608.7608197825
relative branching,77,0.003740576883813595,6043938.674286645,77,0.003740576883813595,6043938.674286645
central region,77,0.003740576883813595,6044024.051071748,77,0.003740576883813595,6044024.051071748
e^- \to,77,0.003740576883813595,6044090.046673608,77,0.003740576883813595,6044090.046673608
experimental limit,77,0.003740576883813595,6044126.03931205,77,0.003740576883813595,6044126.03931205
exclusive production,76,0.003691997963244587,5965626.036587835,76,0.003691997963244587,5965626.036587835
magnetic monopoles,76,0.003691997963244587,5965766.039763048,76,0.003691997963244587,5965766.039763048
linear accelerator,76,0.003691997963244587,5965428.958659455,76,0.003691997963244587,5965428.958659455
high momentum,76,0.003691997963244587,5965576.048032836,76,0.003691997963244587,5965576.048032836
upper bound,76,0.003691997963244587,5965440.0614725035,76,0.003691997963244587,5965440.0614725035
electromagnetic form factor,60,0.0036779863660045737,4710625.029218897,60,0.0036779863660045737,4710625.029218897
electric field,75,0.00364341904267558,5887276.073970618,75,0.00364341904267558,5887276.073970618
hadronic interaction,75,0.00364341904267558,5887200.055139983,75,0.00364341904267558,5887200.055139983
boson production,75,0.00364341904267558,5886660.206195687,75,0.00364341904267558,5886660.206195687
weak interaction,75,0.00364341904267558,5887208.039316163,75,0.00364341904267558,5887208.039316163
