,article_id
186173,538181
709430,445079
253064,651337
60152,254730
156544,478665
169867,496904
275500,677795
622904,709379
534333,1512793
277233,732466
92203,314833
129461,417243
482267,1387750
131831,415309
364364,878250
185807,523360
476223,1372696
256034,646709
505739,1486252
195351,556717
661195,1333990
27517,189320
661216,1333930
515733,1503200
136267,449811
485858,1365274
576656,1743791
109823,375679
295185,696861
751957,543259
368148,857723
787781,1698226
623043,700843
199556,562709
246505,662634
157036,472025
183347,535641
562360,1678351
491720,1341073
527221,1623214
41656,217569
620134,926479
458896,1285951
42454,17228
291837,722132
437163,1261886
101864,36735
353166,816795
562862,1662718
183716,541501
396280,943427
610162,1837438
86867,27259
747683,562625
598168,1776988
119792,1649333
524414,1644090
573709,1770926
607849,1799835
466505,1325858
355353,823801
446225,1267227
96893,336066
69002,24079
538382,1608416
39352,224474
119259,394193
575984,1747310
102258,359348
271809,693672
471160,1288097
354735,831129
398689,1095063
112084,374986
469292,1287765
550964,1680462
516274,1497790
787080,1756898
228661,619011
549211,1688673
168152,509756
693379,786899
359979,870652
719893,360250
252819,652788
51251,239206
375472,845772
580100,1724446
291957,720434
252983,653257
252943,652779
396300,940029
48682,231510
18461,11567
87243,301344
459129,1276407
732135,32342
27388,189057
352013,826605
414449,1205299
47148,228322
249720,643152
525630,1627659
85959,305816
409686,1094872
583416,1758770
758091,727720
576595,1747019
760784,755529
275866,699091
376703,867172
300111,750592
69714,266073
5973,162718
783600,1760403
234405,616316
354194,839767
334670,788449
1274,159787
40512,220856
232028,632403
368417,870762
267531,698249
550379,1704223
121384,392596
443182,1223131
671465,1238107
4795,157485
664897,1207636
312493,757020
40854,16719
117950,403486
334038,797890
78132,25463
774307,622228
535105,1644917
92419,31215
747347,564209
6837,169584
350177,821339
234317,618706
48981,226975
55293,249014
182571,527456
593819,1835608
745216,505167
786342,1722230
333906,800616
470808,1300552
441097,1268142
306143,875045
233040,631786
459273,1328084
414476,1206652
520718,1607995
458591,1298810
515715,1437985
311542,757227
443811,1238972
627640,1189777
19179,176995
693193,780029
598063,1778911
200840,554769
604039,1824169
84924,300651
30317,206017
253255,648906
183294,537087
58267,244932
514136,1418562
115715,407074
234230,618184
437677,1236360
217,161061
107101,372256
351468,834129
332493,781376
545897,1658923
560945,1657808
119495,393582
580601,1712398
139409,452750
436197,1231643
103834,357920
562450,1675813
91867,319876
794853,1199013
558813,1711723
58294,250625
44602,217295
487353,1344991
411898,1122033
767086,619017
164000,507739
92798,317936
154193,474784
156160,479802
93226,29279
216706,586934
584842,1730216
335785,804755
184139,529994
453277,1333367
307655,752220
510878,1466469
85122,303367
354028,814796
253755,644619
199191,566001
396211,943751
774199,623759
253174,651081
48700,20839
586802,1734965
275646,676185
439977,1252542
793576,1628334
629034,1123510
396668,924858
328329,778897
553073,1647375
22795,196695
797271,1182515
397351,900365
111099,381052
461572,1287054
471613,1337894
462424,1319255
525922,1611340
400559,940639
758227,726771
236377,625117
580771,1766904
141372,440901
464132,1277228
709024,444370
538843,1590289
374627,857236
414459,1207276
228462,630406
503702,1467228
420004,1127519
482723,1341310
311327,759612
681272,874553
92076,314769
386144,896595
504120,1426126
613225,1831950
610191,1836695
66536,265723
538633,1601018
350193,819760
654137,1394680
585519,1717459
503817,1456800
295368,730338
579664,1730191
109379,379386
492114,1405107
61138,245150
140038,449501
60814,252013
155691,487212
331770,789058
457043,1322396
171807,501900
748493,511339
489560,1399201
638324,1485351
256233,644954
557888,1706707
167890,512380
325315,776837
331291,792775
375099,853080
97493,337701
415555,1182078
44317,213093
89579,314000
531538,1593916
310524,770625
34359,199880
255471,651457
412252,1107736
508213,1491374
308260,745765
377605,850280
395226,926984
538268,1613340
674878,1502366
55295,247522
363906,853611
688438,831801
1105,152375
403178,1190638
526620,1515204
83467,296060
382463,923940
669976,1282919
54326,250173
661403,1327113
692029,717995
383720,920585
10170,171400
2801,156254
375634,875691
111897,374121
377436,850839
285449,728751
537614,1642047
77720,282130
74494,279514
19460,181063
415946,1120715
418212,1203460
110689,371737
583437,1758774
504909,1478984
109267,379947
718574,376898
773898,628058
67246,268164
89644,318678
356731,841540
748889,513768
65306,23665
715612,399457
153702,478652
613007,1781318
246160,649614
11696,167537
201161,552727
201056,553022
306369,753903
25788,13364
569797,1725501
83472,295295
503344,1479181
625533,767577
390854,898829
26421,193415
254028,694494
409752,1090042
204358,581669
774880,650341
81309,298531
371598,1125662
11677,168564
491442,1346523
547679,1681642
158086,466699
469890,1275838
755667,525302
233764,623304
64012,260990
714197,451965
488608,1343545
468582,1309125
251619,665159
761410,691593
505042,1473675
58631,21413
373419,862682
382655,922608
22708,195395
353933,833964
141648,440621
218193,603739
410282,1090958
354782,830121
630619,1810920
228474,629483
715118,452988
101588,36704
421758,1194384
128506,422026
58326,249201
52737,232179
311977,755576
566666,1751726
326479,787188
53238,233753
392624,912733
48221,235122
567965,1740343
75458,278096
157942,466189
35422,15411
187866,525362
399185,926558
423790,1189021
716676,393898
725175,382296
172566,494971
624646,774479
236782,622083
502471,1430936
334468,789554
796971,1115309
560644,1667060
202813,561510
610253,1802370
307925,751913
311880,753548
550262,1708867
55908,251566
439573,1264305
448449,1250518
443884,1234273
376616,874591
85359,297024
311695,775935
335292,780685
104390,353221
417630,1198150
535806,1614168
432962,1222627
39341,216029
11915,167840
109985,374674
380504,945651
460626,1318839
67482,24506
741839,599308
393037,920543
512169,1491188
438224,1258424
78759,284657
292849,711139
60521,22367
457273,1332935
376178,843345
127993,425844
18416,185052
722662,318582
77091,278180
350663,825725
111866,374519
156926,473981
46977,18413
330667,803761
621929,796610
49964,234697
656357,1372103
142177,449798
536372,1601301
612551,1797658
255822,647446
92355,321060
408119,1205862
498721,1466116
392872,925536
793385,1627655
488693,1337487
412439,1089017
142429,447836
458851,1287745
250864,647213
310969,764317
765240,675154
776083,655103
583910,1748687
422104,1204809
186574,534906
236297,626397
311276,762019
610624,1793840
112446,371815
220677,581777
374416,862011
665703,1204781
394663,940603
330422,804134
310976,763443
334652,797668
644,155703
84372,300052
335084,782755
220594,581824
667429,1264017
67843,23377
314294,758396
295050,710637
275422,679449
419571,1207913
418331,1125579
86005,303684
688713,834376
69809,272286
18816,179554
574654,1764471
399190,927415
610046,1806574
597497,1794479
402557,1201917
694574,747284
199487,562948
794290,1193772
200055,560878
367970,870962
610098,1805122
423197,1111044
538578,1602493
579899,1726382
8317,171442
50602,231091
458911,1285734
234059,621194
289998,712916
538040,1623036
218655,598529
330548,803299
463851,1283838
308479,742156
232169,618301
586822,1734256
513509,1451776
356135,816089
73846,286959
374116,865927
152903,467280
748551,511830
118342,401485
662135,1327455
515704,1441241
521939,1594867
592324,1806605
314889,749808
314528,753270
512641,1480864
352955,814899
535163,1634261
534704,1628668
655576,1374273
688719,834116
287877,719258
199128,558749
740439,234055
398684,929975
460854,1305437
174261,535714
49760,17980
117849,403954
59531,244969
27977,190808
293892,727612
572819,1717726
294734,715205
115388,401100
129567,416220
479638,1357037
425153,1273538
375334,849477
415991,1120983
504613,1492542
528101,1628989
313620,769607
87371,300047
510952,1455807
50665,233193
130686,423112
421626,1215495
444073,1246804
444994,1253861
129701,421173
763394,604218
587296,1720282
119910,403137
34041,205664
514505,1499888
415707,1206580
78065,278654
81381,297101
118860,395767
267075,679980
463798,1286153
9811,172330
562107,1685151
186541,535453
4312,154766
92820,318515
291879,721161
356619,840674
587316,1721681
604685,1804790
28545,195557
234143,618611
169964,496056
600649,1808682
69942,270787
334433,791753
285367,712990
511104,1427441
701842,476472
419983,1128473
417581,1202825
671856,1233126
51958,232442
75819,278215
526982,1634832
489965,1411099
582244,1735124
167928,511336
453128,1298769
538156,1658741
793317,1620058
602048,1815243
78137,25445
658021,1312976
376847,866231
719536,372213
155396,467447
97858,334469
469192,1288719
705530,416996
444595,1264824
482322,1385758
79060,287116
93128,321446
550309,1706144
491420,1347146
758690,728896
596460,1854024
476528,1369955
776028,655329
155149,468349
143603,440343
621157,955335
35575,202375
462892,1306486
459083,1278586
469003,1295610
412749,1203848
568329,1737433
55125,251986
423105,1108177
168410,508099
459399,1322568
714597,454349
687833,839409
250698,642062
511713,1482780
563150,1648620
486237,1353102
74545,278229
271919,688939
334745,786489
65611,269404
735265,296690
72683,277737
329632,790940
156167,478965
583502,1757462
537817,1633631
513414,1455795
25538,14227
489402,1411499
333663,801751
85388,296579
304839,748975
96562,341613
216908,585762
204030,553328
111364,379193
743669,507841
571333,1762654
233745,622793
416500,1102902
36367,208064
513331,1459282
287150,731219
237371,615583
514966,1484335
375915,853487
398756,1081098
44064,214759
529464,1515020
421586,1084198
125294,415531
216097,591669
627848,1182077
188348,523072
34990,208587
598789,1811026
445571,1238824
783101,1772374
354328,837143
169398,499957
565,158474
354033,1122426
234462,617913
538594,1601927
469054,1293923
600047,1833986
152742,476848
470340,1320794
604852,1913866
395452,890389
327792,788983
701169,479630
112029,373853
72691,278758
194850,566549
414904,1084875
539028,1515394
255192,657963
141133,441679
556319,1703180
489328,1395487
396988,918764
131778,415345
573419,1755118
707317,4831
447187,1258160
677661,890547
715031,453656
183856,534284
458324,1300143
489530,1400818
493150,1370725
237817,612240
471702,1327779
49653,230694
52102,235861
195117,555612
139176,441998
368413,874282
687077,844837
232316,630886
613256,1829788
477531,1407788
107076,374150
537953,1628440
389586,1081525
744019,506825
335540,778152
12180,169664
285013,729926
550706,1692396
484509,1411612
100944,36597
311799,755100
747481,563793
293378,708989
15473,184141
24335,192304
470129,1325839
111267,381804
219504,587230
311623,755067
783419,1767120
559345,1692774
74560,277511
346108,810117
714231,451546
66864,266420
111839,38203
60183,254920
752371,539977
631976,1499752
234449,616215
220473,581344
587413,1713035
255714,651347
217264,582586
526288,1600229
97253,341116
752695,537275
691939,717024
464724,1326124
129627,416622
444816,1261030
215366,602637
60337,251351
690667,825016
314958,748520
688867,834704
51093,233093
610076,1805489
736071,207456
681720,875239
77890,280152
512065,1494601
35057,14385
519044,1627857
32312,204237
562575,1674098
570931,1741169
41526,220149
505761,1485215
683287,819867
560629,1667410
272481,685356
12940,165010
609869,1810047
459562,1314989
309785,762648
447806,1236102
577819,1789716
97873,334680
448024,1227832
574448,1716118
71558,286372
411592,1093595
749121,512366
11063,165789
220523,581368
563126,1650002
166605,515102
216131,590548
508021,1474127
375086,850994
1297,152628
204142,553617
183816,536149
143325,441478
19925,12787
612689,1835769
514474,1500240
27984,190410
17905,177489
746344,560824
584678,1733196
473156,1411046
24377,13624
291887,720792
86333,299817
275206,682700
504977,1477025
330937,799908
294092,727098
773970,624787
431932,1227365
115529,406481
251916,662512
374863,854486
752,156117
104489,353640
219211,591261
156246,478871
142853,444235
35268,206984
156844,472583
234223,618119
554445,1681266
330369,805803
35767,14647
376778,870927
375018,879508
487810,1404890
373969,867687
41835,216228
396630,924597
119888,403091
172521,495400
422875,1120039
756164,556495
561021,1654953
172886,515216
502938,1496034
140433,445270
660406,1334997
70147,262531
377152,859509
83521,304934
775807,653480
620082,926473
110783,371565
72700,277714
583913,1748782
454261,1289859
119306,394623
784375,1718882
597281,1800387
585018,1726911
249059,647443
597742,1788567
397224,913822
7821,11310
33782,201382
87437,294725
246523,666041
587536,1766463
302888,756205
471453,1332774
312044,750767
58585,21708
218321,602641
60959,21656
376593,872424
415738,1188668
377559,847558
492876,1381205
421495,1087235
154936,469110
141193,441077
290515,734151
489502,1401026
375408,847615
660111,1340171
377700,846200
236846,617987
155966,480242
272531,685559
310886,767974
270893,701440
559573,1686738
535947,1609659
30530,15090
273831,687294
83149,303270
46898,231054
332994,805074
399804,900563
108915,382260
130690,422152
312970,757526
623146,707872
291309,727281
95743,339990
51007,237891
155024,473728
359516,873887
374256,865738
423298,1091160
503593,1504946
325239,779775
42964,212968
236336,626095
497410,1479418
734307,353293
792443,1638269
187384,529188
627141,1188316
486934,1406545
155416,467197
78962,282436
12157,171595
755822,559701
664941,1209885
608180,1790704
660202,1340698
486378,1345815
38901,218265
17926,11843
130144,426257
561861,1695361
43103,16126
275631,676179
491349,1351931
747605,563025
418336,1125977
794227,1655856
571923,1740684
550548,1698385
21603,191729
48533,227824
590032,1824084
143343,444724
743031,592865
237464,614686
185522,642037
553653,1697098
579567,1732250
568572,1769653
484459,1388524
26752,13438
183546,536163
60554,252008
583565,1755483
273046,677880
265142,697912
368177,858613
367420,864308
498407,1469219
68072,270305
30725,199488
81008,302760
583440,1758657
398608,1111377
792355,1636762
537983,1625344
586677,1739005
171980,499887
44658,221396
155672,466178
140054,448050
218848,598144
24233,14180
490972,1365107
422893,1119424
345772,825130
157794,467623
352776,818010
265195,688756
446929,1266072
112647,371351
764944,674252
273443,699099
356405,810806
100138,352909
423261,1094752
514125,1418835
265249,686575
154065,476407
482395,1383681
118661,40038
390879,1080925
785743,1734930
583767,1772134
744804,504855
72191,284563
287727,721744
149402,477091
236874,618329
304756,754259
407667,1114265
85283,298206
52577,228061
535731,1616109
675737,1513044
4104,156850
47253,227324
509699,1495833
331980,785953
352877,817926
513760,1436499
549818,1669245
497314,1480335
398062,1079938
514633,1495273
24820,193116
369586,846385
70164,270382
273517,689949
548091,1669320
446277,1222688
610650,1836674
694730,746750
158066,466122
586528,1742639
252429,657214
255974,647865
631381,1836671
399607,914055
398536,921955
490885,1369122
537742,1510955
220187,582925
265144,694376
447891,1232530
330032,1202705
599224,1799838
55011,253954
131516,416486
128359,423845
690802,859479
667560,1264801
182560,527048
111311,378795
215631,598594
603273,1832479
774030,624219
140169,447335
128199,424596
169178,503791
26302,197344
462308,1335490
467439,1288323
236776,620932
626851,719117
286706,713363
199746,561451
446149,1225305
332431,781316
655621,1373316
695109,744560
120281,400804
331186,796633
30440,15391
59132,250113
669315,1282784
91819,318883
80995,29007
654821,1305894
652868,1395980
604233,1812563
369579,891541
437484,1244126
110983,381514
291327,725893
583819,1751317
55112,251879
444621,1264045
285360,712658
585636,1712367
567908,1740700
507171,1490649
33086,205627
55768,254188
330790,801119
156855,472736
121265,393723
143202,442077
290307,716530
21769,12918
586900,1770228
378302,878882
313126,773640
81402,297139
20126,12129
398911,946840
218137,605217
266857,691313
392238,884807
480412,1385151
103378,36259
442752,1253377
353408,813397
213947,603927
527375,1615208
560289,1673945
436509,1226241
550557,1697991
61853,254718
390115,897590
373111,849009
169834,496192
143513,440109
87322,294347
204146,552782
332783,779957
634368,1479456
792273,1637399
85900,306370
655237,1305344
118664,397611
292447,713876
28000,190430
742756,594778
351444,832975
664837,1205300
350999,839365
78190,277706
744761,504939
96283,32463
462109,1323056
665166,1205295
58782,246628
612567,1796988
490868,1370009
392188,883697
348523,821120
171367,506550
774815,650328
560435,1670949
600554,1810896
102268,358020
184108,530519
310706,769096
409458,1094565
461217,1310750
612414,1800767
389871,890503
400335,889253
156115,479906
237672,625377
142927,444186
367728,881876
422843,1120318
526519,1518934
400396,939817
76847,282167
504332,1415268
188033,523998
201257,553023
550318,1705975
27122,192618
780239,1089217
660969,1333867
71910,279191
255925,649148
8318,171911
422103,1201957
468774,1301235
83116,28919
497885,1503353
537182,1513486
549718,1672475
443684,1247691
587405,1713390
117833,403849
562194,1682810
395252,927425
291195,730289
412104,1114156
235214,636998
399250,924204
548797,1701439
708559,446478
31099,15152
418867,1086847
12364,172056
431047,1232014
752469,530868
17209,11855
746543,567611
12299,164196
75833,25127
234658,615174
273102,678760
75684,281739
398788,1079441
289795,731868
443800,1239191
794089,1657601
532748,1633585
411435,1118298
219562,587336
118093,401736
412615,1086554
397255,913910
635260,1476006
186708,534298
312775,745413
577515,1712379
757635,729713
761762,694185
18663,183246
327541,792312
294801,715556
35694,200881
291034,729709
172254,498960
419270,1117043
675073,1507316
716428,398599
398889,1079236
329756,778659
88962,320559
577993,1758259
28322,195701
46035,240238
558402,1697508
51779,20812
473561,1398334
54235,252884
81103,301659
333004,806285
390800,897875
96240,337515
110815,1460228
217301,583282
536256,1643656
80457,306216
562506,1674129
481739,1409109
586614,1741231
333540,806365
422001,1085206
582974,1752753
266963,686151
118279,400287
593950,1795932
233911,620909
204206,552671
17206,11943
110384,372510
86374,300125
313822,767153
612305,1806022
333636,805828
30555,202456
582284,1732918
524606,1601525
203166,558717
504772,1486383
477414,1356228
353175,816260
553200,1703556
271018,700669
330420,804824
484038,1344772
768448,615985
59938,248406
574410,1717700
199074,567722
23375,196551
85183,297501
773739,628038
334692,789220
601388,1818152
372139,874394
77649,284263
624728,773204
459750,1308524
89387,314988
398025,1080513
599704,1784063
186246,537053
417504,926986
15173,178576
771319,645593
295371,737576
753268,538564
126166,428569
471724,1326969
465918,1334164
752595,530682
98179,334419
749071,513348
546194,1656617
484806,1393249
183728,531519
784429,1718899
396696,924436
673085,1221318
621,156057
518383,1633741
334429,790941
202756,561166
271768,692064
85131,298947
1201,159440
398969,1079225
557505,1711236
464859,1322716
251813,663298
333702,802114
476597,1369069
1068,152617
68421,268305
490947,1375142
26707,13596
235778,633288
39097,16663
436112,1236246
559882,1680654
157855,500974
139835,450546
110548,372327
370499,866577
234705,615984
642912,1443707
252832,653473
198494,553947
275656,676118
383809,918927
69386,23353
625304,760027
252426,655823
650937,1428676
52408,230870
565625,1759935
164031,503499
96721,343030
233464,626897
153813,476177
695928,730348
787130,1751097
610300,1801429
167432,502167
596194,1776191
112199,372609
512994,1471852
411991,1119572
458015,1313132
110514,372037
265304,684106
199605,562663
179420,537855
425741,1261750
481276,1357984
587154,1724116
611800,1838832
561679,1701646
112361,373675
219010,592873
708085,449797
246146,649613
90814,316133
153350,480285
362170,860433
513645,1442367
794050,1651485
216523,589489
583647,1753418
528822,1613904
187647,525784
355254,825240
572348,1729127
293120,709059
436690,1219800
584305,1741060
17820,180653
112142,372920
184260,529163
539369,1637239
492854,1382182
236015,629772
241134,673365
608926,1811781
665390,1202713
131449,418061
459413,1435105
745280,505123
273001,679059
587023,1727966
155764,470623
554128,1685365
329595,797082
68914,24185
444668,1261991
187570,527724
727396,342211
436392,1232205
334168,794047
771095,642534
355575,820964
377119,857042
78171,278251
412912,1194119
655139,1307259
678980,800352
220125,584665
713437,450630
553060,1648185
549779,1670933
2646,159241
18827,12282
683908,811282
765513,660780
637645,1412216
293789,731656
443772,1241705
446607,678761
417789,1188830
443714,1245293
51340,236307
255984,647089
76159,287460
579818,1727614
255216,657485
747002,568883
706271,415577
41814,229408
592733,1836201
109051,377652
246511,665979
246519,665950
675781,1518630
397889,893773
44811,220314
467852,1313610
580433,1716811
329587,796675
331846,787495
459911,1302404
600129,1829409
503439,1475500
747363,564637
212697,585431
140753,443099
725086,382985
268022,691146
94810,342630
421457,1088415
109590,377775
246001,657363
142973,442775
445278,1245490
490817,1372094
310075,768480
625341,760329
498969,1502322
26852,191170
202713,562635
51189,238520
561254,1648789
417575,1198999
374274,862646
413370,1123659
586282,1752337
421135,1091484
350209,817800
585338,1768433
436021,1239977
499009,1501897
718359,377317
700569,403476
5708,158032
550689,1695174
102752,357894
397225,915029
558198,1707985
425708,1261852
622839,795562
44097,16615
233657,624953
200361,557410
78080,278936
787956,1600248
93267,314026
548127,1667703
86510,299583
203836,553831
502116,1502967
575016,1751978
290991,729418
761755,694774
293006,708436
622838,795614
399637,912716
101075,357939
103576,359312
81592,295117
473898,1395049
496798,1504916
458803,1289878
78416,277339
115525,39870
154073,474473
274129,701335
216096,591663
33283,14649
331345,793609
46650,236083
466151,1283758
665271,1206333
50887,228303
665954,1208833
255054,660302
466891,1299011
96228,338847
396261,943768
681327,873943
334568,787279
312763,744637
12856,165935
44299,213018
396366,940502
251960,663120
491643,1409117
330823,799531
35559,202847
33127,204489
685938,885267
774154,623227
571917,1740870
95773,340725
444991,1254068
66548,266508
526553,1517485
149213,468854
481138,1366028
183499,536508
527517,1608777
390699,914323
62900,261262
12859,173147
312751,744701
15538,179756
12240,170802
334274,792228
632097,1491615
550439,1702143
480293,1391362
3657,154417
136472,444900
274410,696249
169310,509105
763873,605756
470349,1320020
417513,1084362
307429,758440
202845,561551
47490,18985
42773,16428
536442,1599985
334336,790333
609625,1814703
602285,1805500
419356,1115853
587433,1712046
443176,1223346
292001,718201
657949,1313121
31161,199834
464721,1326123
118283,400142
58697,252214
469005,1295501
265530,683098
461074,1295709
184819,526105
245948,895259
796303,1118173
728139,33071
755200,523574
119174,395601
557189,1703117
102132,359238
179359,524552
758627,728554
527083,1630634
310934,764138
217697,588379
376099,873773
508254,1467443
300094,749825
750664,583919
232593,635933
749885,587369
41510,220633
82810,27780
524062,1637556
754121,529177
233595,626238
96175,343685
12625,164135
490640,1376008
30946,205993
25803,189015
187129,529933
119121,395329
790268,161592
458974,1282448
538988,1517961
50867,236277
398897,1079426
386617,892493
606286,1834252
775695,653603
141537,439744
103091,352671
671822,1231489
413290,1127509
419249,1121032
255928,647641
75417,278930
747708,562360
694925,748336
553371,1697995
351151,837195
271798,692598
35790,14675
17410,184565
561131,1706821
367483,856236
462325,1335254
140955,442054
232826,633199
583318,1762052
583817,1751408
188286,522932
463186,1299666
202946,560104
577826,1773259
583061,1748173
359040,875027
81418,27716
203931,553832
129642,415722
713071,425440
324498,809063
526893,1639435
352695,818617
55034,252958
468282,1315959
691728,853314
271102,701376
12615,173612
185640,523359
188293,523141
185269,523979
687376,843037
514388,1412083
110912,371265
459664,1310735
78841,286813
665118,1203139
119838,392389
334301,793812
567909,1740506
329675,786244
513554,1448116
435168,1268816
272919,680562
120646,396958
44723,212858
58258,245761
1096,152742
479626,1357443
370433,865495
574278,1723260
734852,355696
374231,864935
578162,1755096
495786,1495827
50746,18512
533592,1628655
580014,1725964
585592,1713050
324488,798848
792899,1638050
77850,279768
746586,567491
255274,656136
493509,1347288
350212,817581
187264,528386
199352,564594
153613,478416
452853,1300628
549728,1672453
156668,474425
353257,813092
236893,619058
35288,206189
351536,831688
87428,305157
444019,1251925
561842,1695850
605854,1787470
55213,22251
278067,733378
514082,1419990
187540,526868
96925,341037
312298,747953
493698,1341089
609368,1821971
104752,14290
505231,1444353
129291,418564
623077,700573
599803,1780099
16605,12082
689855,826047
377367,850787
354026,1121176
15514,187187
689568,820460
719414,373623
265307,686354
488797,1408768
635012,1476889
314622,752688
531663,1589836
236274,629469
86236,301632
571694,1747308
696424,731000
172412,496139
237365,615101
352476,821421
232247,611345
107153,378559
35579,203320
117893,403156
610277,1802125
768890,687533
63810,263783
560733,1664411
446441,1217875
86894,295055
534239,1517534
585350,1768216
711566,420863
142415,448352
351590,831134
471465,1332232
329988,789887
33671,204176
532201,1512280
496909,1485156
293950,730146
582876,1758032
200263,559080
552336,1681670
156163,479006
94983,332928
142127,450032
763683,602260
512542,1484361
110739,37166
188008,525144
612659,1793628
769903,685694
311255,760617
154055,475019
493797,1336112
686330,847350
390021,897581
17861,178901
415935,1123099
537197,1513481
215363,601326
599921,1835317
484496,1411635
581870,1735107
689096,832432
554530,1679928
456964,1326891
395179,955179
667000,1260573
15622,181846
491062,1359808
130696,422131
781802,1793648
708010,449099
580800,1766045
59448,246357
143009,443075
758801,724052
234534,617266
377073,863620
33866,206834
128203,423621
313556,741550
202565,563816
377031,861855
158040,474323
537570,1639292
216346,588269
311624,755029
445093,1250607
354825,830116
230540,622442
136046,457537
117600,397237
345670,835586
699703,401535
120089,402266
440604,1233688
331205,797797
23552,13144
510951,1454436
377468,852172
141169,441322
541224,1711786
597670,1790711
536148,1605757
765506,660987
563334,1703427
480666,1369109
155155,468389
605140,1797441
678912,800127
534199,1519463
375286,847729
354080,838887
129220,417982
217204,584038
330408,806042
69758,260586
86119,29039
399915,895573
580889,1764116
93143,29476
330964,800371
476060,1374195
198782,568409
127959,426710
519410,1623877
567189,1746298
533696,1604896
142108,450912
17260,183849
481563,1341290
677065,1589527
200429,557136
492585,1411124
399045,1079959
515275,1473573
448164,1223651
267884,691234
609561,1815818
43200,212960
420246,1123381
168486,506828
719900,360651
220397,581859
503660,1469062
27060,200341
579085,1739914
4679,152713
524394,1644658
526313,1599077
228506,629172
381343,941509
68147,269652
443515,1262144
85397,27644
184657,527548
332938,777316
169500,502404
755565,525294
411510,1113928
663991,1296267
479867,1342020
27411,194894
266973,684134
50692,18615
228823,636748
109356,379688
246138,650874
203435,557425
400515,930373
156481,476954
375105,850519
410026,1202826
86208,28843
52823,237402
266749,701397
796307,1114772
1095,152747
65778,262281
118617,398448
399287,922618
420514,1119437
627400,1188645
490704,1374243
12768,167973
688217,836410
723643,380169
502607,1420577
199341,565171
28153,191135
200357,556468
346023,837988
254770,665526
673879,1256323
620588,925112
90952,314022
378348,875139
743500,500037
604202,1837485
416439,1115603
525445,1634888
599385,1795066
332968,803136
775533,654846
33973,205673
78152,277947
128012,425894
72476,281592
705542,416521
201593,557313
12130,164473
270875,701322
599787,1780982
500900,1420110
10758,165084
553757,1694839
575049,1750786
98223,332326
219132,589625
775107,656875
90457,30208
390715,914333
26285,194694
784438,1718094
252047,662567
694236,749258
102589,355408
140512,446398
119739,392540
100057,357240
234714,616117
560955,1656854
392938,925893
709461,445069
314346,758741
356343,814193
501904,1503189
230093,631892
112269,37450
60213,22850
109871,38495
291073,729138
599805,1779844
107191,384047
199070,566223
609838,1810582
536065,1607584
583736,1752296
130636,422560
636900,1416840
374765,855121
505900,1476354
447586,1242315
607815,1806535
66839,24598
659864,1341190
389208,921605
248348,661604
471480,1278082
312086,751734
219938,585052
55144,251365
546338,1654354
485942,1364874
313601,771492
537715,1635542
419122,1188037
293468,708071
195348,552302
407015,1207539
42346,17590
489882,1391520
526754,1510258
184466,526817
593016,1801720
610970,1787472
605426,1792771
128062,424598
374960,854579
44738,220813
701234,479596
605641,1790723
630643,1818400
255178,660467
490273,1384787
674210,1256470
219167,590252
555805,1653701
420533,1118842
54347,22063
420112,1208738
97202,341766
577772,1759336
427639,1249568
605504,1791534
156189,479012
102840,353993
596837,1788163
335012,784071
234638,614968
756973,553260
421769,1186618
761630,698668
786286,1726872
272550,682853
15235,177650
442980,1218377
143745,439402
139439,451901
168603,507247
491903,1396891
499654,1444934
577933,1758841
153704,477827
129385,416534
490810,1371862
170386,507274
131720,416123
397429,1080757
267981,688869
447078,1262527
153752,477385
254732,665169
482353,1385103
253175,650317
155973,480879
599030,1807505
504910,1479161
333466,805694
744358,501571
271436,695071
407497,1114282
768900,687629
496513,1487525
97522,338984
744045,506468
17878,179343
179474,527149
265597,1083680
372942,849017
612541,1797726
491260,1355562
215073,605446
10034,10437
110335,37727
761277,696863
722552,311517
521788,1598102
484992,1387748
350501,823514
51397,238970
537773,1645291
149387,474920
379366,842598
384701,900342
367919,872781
699324,406074
128419,421699
118758,397455
476197,1373257
83369,298567
140498,445430
311121,764110
528602,1645439
23167,188799
561551,1703436
93238,314398
570686,1716110
557483,1646694
603429,1824351
664509,1297291
756626,558256
139792,449850
599528,1790224
328045,783100
716864,395951
42452,17304
766518,663241
633281,1409757
581718,1764325
765261,675943
673642,1255851
17391,182708
409854,1089666
415317,1203009
273358,676885
142833,444230
445916,1231502
416855,1090391
730049,332841
38924,218283
397493,898845
232014,636223
397257,914990
64121,269400
15450,181975
694856,741889
275093,684639
346231,823636
33290,199721
187884,524661
532510,1639423
512693,1479175
252132,660282
715913,396322
499478,1449891
72858,285795
752994,536749
378073,841585
253672,646702
674985,1501006
285208,726639
97295,343036
492002,1407781
575174,1745918
497993,1474380
497368,1479753
131279,418951
515905,1424885
20202,178498
736475,279996
351567,831075
205,162976
142052,451241
514652,1507494
33592,199625
384213,915892
121019,395452
446718,1239386
154155,474604
292593,715442
549707,1672801
570524,1717731
47097,227275
275617,677280
399538,913224
183193,536442
599997,1774553
98140,332551
199709,561589
587530,1766907
75473,277135
86320,299903
103883,356026
13164,170147
52615,227302
554531,1680032
471540,1312110
354103,840528
467447,1287762
599721,1785532
149317,466208
102715,354347
470280,1323305
634723,1475700
443538,1258631
579099,1739044
504306,1416178
117932,403961
411766,1085657
