,article_id
312596,746474
251070,659846
92837,30301
493556,1346283
737062,273213
353683,817756
49829,238588
741598,258887
707958,449350
768049,613008
331420,793259
312188,750130
202002,568970
88496,316203
130456,423454
374403,861151
507847,1477567
611891,1822293
603472,1839236
156423,477959
218241,605053
507495,1486507
118153,401983
623329,701622
125189,429472
368063,865032
78818,280468
97556,32876
218385,603280
708442,446793
314113,760613
589714,1830556
285286,715621
44080,214682
513135,1503425
334070,797144
203133,560107
715876,396673
81739,306227
662178,1325992
535529,1622282
446156,1225291
110873,371544
481837,1405432
75956,286102
57506,253026
612245,1808558
154625,472715
484716,1395086
28539,193994
292911,709745
474333,1392609
220644,606339
609912,1809178
40646,220742
235652,634978
60467,250966
400423,946687
511580,1490945
140877,443230
92903,30141
515634,1449911
423016,1208360
367988,871366
55327,21868
705460,417496
572785,1718897
60716,248145
4931,158733
554665,1677713
512048,1494828
559666,1684367
765626,667605
671502,1232416
397433,1079946
253771,645216
480437,1383701
761817,694488
427397,1269443
398827,944446
2089,156703
19684,183957
491777,1339638
315420,743473
14301,181526
275424,678317
30746,209441
172673,495838
265135,694477
667219,1265246
326462,792296
186954,531895
504121,1426127
184579,527756
470844,1334406
110476,372198
171484,505301
171718,510761
272254,688134
333520,804107
351501,834454
69372,263927
118030,402703
632137,1497722
274341,698602
333829,799345
645755,1435715
403310,1190141
278742,722829
512650,1480372
702872,473115
314473,756126
598312,1831377
314108,762015
667520,1263049
549691,1672957
412645,1086823
186667,533181
143052,442986
410998,1115883
395520,1080120
200367,556286
562586,1671516
43579,219239
569141,1730416
217090,584497
171711,503735
199062,566008
367495,855116
425700,1261853
170269,494512
68596,267226
477015,1360243
251418,667978
464804,1323438
109964,375173
513008,1471740
547459,1684748
797055,1118270
272649,690173
220697,581389
419931,1185420
454132,1291270
18893,179539
445842,1233104
662705,1358961
81471,296356
23174,192579
48725,235529
203708,554982
607984,1779107
333891,798986
353920,831220
60579,22299
761730,694880
332926,776635
275353,679974
482422,1382589
156677,474424
164051,504672
549595,1675769
459392,1322922
390203,944599
81232,299237
448536,1266468
570680,1716757
646878,1430829
2816,156522
481835,1405433
706778,481766
117541,402012
81000,302067
315274,765043
538777,1591999
549382,1712124
377479,850067
54679,253043
101913,360868
81086,303201
639541,1444892
554415,1682136
466360,1320617
660639,1333018
218242,601122
117909,405456
599179,1801847
581944,1723936
111583,377338
171105,508664
685326,884158
789144,1664086
251979,661036
216291,581313
412251,1112168
254738,665521
314061,775404
612487,1799230
11129,170390
275604,677119
154924,469587
356132,816629
172549,495704
762635,600634
130748,422132
393317,899108
199404,564451
211287,594196
779512,1088394
747992,565152
580957,1762790
307760,753587
169320,502407
420535,1120529
164131,499087
289873,726908
394607,930293
447321,1253586
538857,1589472
743924,507437
60534,249479
129230,417726
314014,773067
334716,788387
253758,645325
142194,450026
237546,613641
400136,890164
374350,863376
418454,1115831
272339,684112
467830,1332413
77497,287745
216698,586841
437554,1241694
151799,483755
670200,1246231
203801,555546
471710,1328664
513831,1430057
68054,268949
453097,1298785
398028,1080506
254247,642548
586698,1738553
85573,295338
127826,427162
211660,606310
307769,752871
522026,1593726
546567,1650168
120744,399356
97156,33672
515,155689
39704,213040
586379,1748677
783824,1766641
419011,1203878
170701,511698
587123,1724951
313123,764750
156250,478817
638516,1489205
332331,783033
629654,1125560
558481,1696606
65362,262049
713337,450235
612055,1814797
234883,613545
59173,248678
75892,283903
69424,261678
524253,1642800
110720,371718
187364,530980
15421,177914
768937,687784
118299,402141
451062,1335086
5566,9241
765281,675466
749286,515049
535517,1622764
755757,559676
96476,342237
63628,24356
553699,1695856
612752,1791710
272029,689337
354911,827669
574970,1753109
130010,426846
91403,30116
501800,1497716
531086,1605567
574874,1757677
220217,582755
63998,269387
333569,805972
110268,373485
202901,561820
555203,1668929
411955,1117206
744191,506816
232971,633795
312586,746482
599448,1794910
117690,393155
90558,29324
188064,524472
87318,1457073
139953,450551
514423,1477985
15213,177568
253247,648611
127788,427441
47059,228948
584172,1742635
86623,27892
390491,924711
155091,469682
30827,202204
77317,289651
41637,215847
549384,1711631
752692,537618
184613,527999
200163,559273
200046,560090
550579,1697371
491864,1336360
291559,723581
612063,1814049
28739,192432
701917,476806
141769,452127
169180,501335
36129,206686
678100,891497
630215,1801879
769250,681524
183158,538665
353771,828664
679067,800612
599687,1784441
353489,783962
350879,841137
514496,1499903
270648,686057
30435,204590
355664,821333
559988,1709427
68153,269638
111728,375429
782523,1705820
202958,559936
129754,415317
399891,897207
376969,882974
110455,37479
286847,736674
759037,722137
58803,249924
28061,13462
397245,913022
523765,1508459
268760,676544
719628,375135
274909,688164
761144,697606
396687,924154
553587,1698073
539129,1512135
758432,721617
172447,496141
4033,156583
12724,169088
246164,650478
611328,1778703
626569,762745
324995,790200
421353,1092767
16489,181664
217463,581525
265611,1264592
154665,471631
186202,537355
236318,624896
129921,415565
220124,584119
142808,444554
18134,178629
235085,615860
447213,1257411
253243,647496
314704,749635
742867,593548
82174,26989
491795,1339267
271823,692592
129532,416942
466936,1310278
779438,1086607
289936,718502
779586,1083380
16936,176786
308778,742250
86166,302862
602303,1804758
789771,1611676
270708,680484
155339,467943
537644,1637213
94477,336380
388694,884582
788791,1675626
474433,1391469
164159,499183
470503,1311652
522903,1515342
61193,244923
771706,636257
255069,660071
535321,1630311
521108,1602933
400290,914073
49720,230121
23319,195613
526133,1643831
442989,1215330
666180,1273597
398508,885740
188591,523427
585074,1725728
18702,182259
638386,1488791
464422,1331766
185895,540623
18914,178388
43181,220533
595721,1779443
185340,537905
593363,1799448
351052,836614
765638,667881
66779,266227
86664,296732
584187,1742393
481362,1353389
186432,535512
220436,599866
636243,1467619
612935,1803003
90630,320935
287104,731884
492443,1394418
183834,531523
576179,1736231
311813,756452
426124,1256578
446698,1236420
478486,1341964
184237,528992
272774,680638
611340,1778512
291036,729697
609573,1815498
455238,1283573
574232,1724720
619995,927945
217640,588025
464801,1323437
57494,252305
513054,1470945
361897,860893
723732,38776
562786,1667202
613291,1828512
33051,15903
292116,718824
743424,509850
599126,1803584
270959,699606
107175,382627
519959,1614616
100161,361848
129048,418494
111676,38617
96509,341156
787715,1698251
77603,283012
457462,1285395
606252,1834652
131032,422130
247689,660212
153293,480690
376207,830692
714937,453873
459925,1301222
526549,1517491
439130,1267233
52967,239736
293760,733142
86014,301305
33363,199268
352230,823811
454840,1286608
330067,785328
313569,771136
86492,298728
679540,808058
272083,686905
515336,1470955
289965,716504
442797,1244320
529364,1518431
636259,1467798
351901,829063
77255,285535
604541,1807504
412366,1095235
753607,533541
412573,1202586
441005,1221238
550283,1707939
562323,1709827
458845,1287929
290177,727644
352102,825376
765965,661405
157599,467850
100105,353462
609969,1813086
440747,1229315
664554,1291134
745184,505673
265448,676001
399668,900397
782974,1770162
537633,1637378
335501,780674
512309,1487555
183587,532907
286745,710920
353476,825225
565711,1759352
423240,1094362
470375,1319201
306445,750226
19243,178080
204331,552052
306065,770808
694142,785577
56708,251300
30311,205778
770884,644776
293981,725670
469047,1293928
475009,1384758
234649,616120
44611,220322
204243,552427
428770,1242397
118245,401071
398368,897592
612296,1812638
219601,587122
531927,1516168
716532,394142
549787,1670817
168921,503446
103283,361732
585950,1764093
552117,1691626
