ngram,count,unithood
conformal symmetry,696,0.007394556867782065
bosonic string,694,0.007373308141150507
cosmological model,693,0.007362683777834728
hilbert space,675,0.0071714452381507095
new class,672,0.007139572148203373
recent work,661,0.007022704151729806
two-point function,661,0.007022704151729806
upper bound,661,0.007022704151729806
critical value,659,0.0070014554250982484
black hole entropy,522,0.006998168913539799
energy-momentum tensor,657,0.006980206698466691
explicit example,653,0.0069377092452035756
late time,652,0.006927084881887796
conformal invariance,643,0.0068314656120457866
electric charge,632,0.00671459761557222
cosmic string,626,0.006650851435677546
spacetime dimension,623,0.00661897834573021
minimal model,616,0.006544607802519758
n limit,605,0.006427739806046191
cosmic microwave,602,0.006395866716098855
infinite number,601,0.0063852423527830755
tree level,598,0.0063533692628357395
n=4 sym,587,0.006236501266362172
weak coupling,584,0.006204628176414836
anti-de sitter space,462,0.006193781682098443
chemical potential,580,0.00616213072315172
arbitrary number,579,0.006151506359835942
recent result,572,0.0060771358166254895
nonlinear sigma model,453,0.006073123597382239
critical temperature,568,0.006034638363362374
large number,568,0.006034638363362374
previous result,562,0.005970892183467701
einstein gravity,561,0.005960267820151924
green function,560,0.005949643456836144
minkowski space,558,0.005928394730204586
arbitrary dimension,555,0.005896521640257249
spatial dimension,551,0.005854024186994134
quantum fluctuation,544,0.0057796536437836835
auxiliary field,537,0.005705283100573231
numerical result,530,0.005630912557362778
black hole horizon,420,0.005630710620089493
gauge symmetry,527,0.005599039467415443
heterotic string theory,416,0.005577084804660069
inflationary model,524,0.005567166377468106
low temperature,523,0.005556542014152328
important role,521,0.00553529328752077
particular case,518,0.0055034201975734335
hole solution,516,0.005482171470941876
spontaneous symmetry,511,0.005429049654362981
yang-mills theory,511,0.005429049654362981
irreducible representation,502,0.0053334303845209725
complex structure,500,0.005312181657889415
quantum correction,497,0.005280308567942078
calabi-yau manifold,492,0.005227186751363184
such theory,491,0.005216562388047405
magnetic flux,487,0.00517406493478429
integrable system,484,0.005142191844836953
boundary state,483,0.005131567481521175
feynman diagram,482,0.005120943118205395
holographic model,480,0.005099694391573838
such model,479,0.005089070028258059
antisymmetric tensor,477,0.005067821301626502
lower bound,475,0.005046572574994944
cosmological perturbation,471,0.005004075121731829
first law,470,0.0049934507584160496
first time,468,0.004972202031784492
fundamental representation,467,0.0049615776684687135
spontaneous breaking,463,0.004919080215205597
dirac equation,463,0.004919080215205597
nonlinear sigma,463,0.004919080215205597
explicit form,459,0.004876582761942482
harmonic oscillator,458,0.004865958398626704
analytic continuation,458,0.004865958398626704
topological string,456,0.004844709671995146
topological field theory,360,0.004826323388648137
perturbative expansion,454,0.0048234609453635885
general solution,452,0.00480221221873203
non-abelian gauge theory,357,0.004786104027076069
new type,450,0.004780963492100472
topological charge,449,0.004770339128784694
einstein equation,448,0.004759714765468915
noncommutative geometry,447,0.004749090402153136
spectral index,446,0.004738466038837357
higgs field,444,0.0047172173122057995
previous paper,442,0.004695968585574242
magnetic charge,440,0.004674719858942684
spontaneous symmetry breaking,348,0.004665445942359866
matrix model,433,0.004600349315732233
cosmological solution,433,0.004600349315732233
chiral symmetry breaking,343,0.004598413673073086
general form,431,0.004579100589100675
non-linear sigma model,341,0.004571600765358374
gauge group,429,0.004557851862469117
large n,428,0.0045472274991533385
short distance,419,0.00445160822931133
supersymmetric extension,415,0.004409110776048214
radiative correction,414,0.004398486412732435
black hole background,328,0.004397316865212747
lorentz invariance,413,0.004387862049416657
external field,413,0.004387862049416657
present paper,412,0.0043772376861008775
gravitational theory,410,0.00435598895946932
new result,406,0.004313491506206205
new solution,405,0.004302867142890425
general class,405,0.004302867142890425
exact result,402,0.004270994052943089
large scale,402,0.004270994052943089
big bang,401,0.00426036968962731
general case,400,0.004249745326311532
internal space,399,0.0042391209629957525
quasinormal mode,393,0.00417537478310108
dimensional regularization,391,0.004154126056469522
gauge invariance,391,0.004154126056469522
topological field,391,0.004154126056469522
simple model,390,0.0041435016931537436
scalar perturbation,390,0.0041435016931537436
integrable model,389,0.004132877329837964
free parameter,389,0.004132877329837964
physical interpretation,386,0.004101004239890628
finite number,386,0.004101004239890628
discrete symmetry,385,0.004090379876574849
effective lagrangian,385,0.004090379876574849
cosmological constant problem,305,0.004088968426493561
large distance,384,0.00407975551325907
numerical simulation,384,0.00407975551325907
physical state,383,0.004069131149943291
wide class,383,0.004069131149943291
supersymmetric quantum,383,0.004069131149943291
good agreement,382,0.004058506786627512
chiral fermion,376,0.003994760606732839
imaginary part,374,0.003973511880101282
dual description,373,0.003962887516785503
closed form,372,0.003952263153469724
dual field,372,0.003952263153469724
dual field theory,293,0.00392809098020529
conformal anomaly,368,0.003909765700206609
black string,367,0.0038991413368908304
complete set,364,0.003867268246943494
integral representation,364,0.003867268246943494
flat spacetime,364,0.003867268246943494
dynamical system,363,0.003856643883627715
local operator,362,0.0038460195203119363
derivative expansion,360,0.0038247707936803783
scale factor,360,0.0038247707936803783
recent development,360,0.0038247707936803783
new method,358,0.0038035220670488206
three-point function,356,0.003782273340417263
lowest order,355,0.003771648977101484
stress-energy tensor,353,0.0037504002504699266
scalar curvature,353,0.0037504002504699266
classical level,353,0.0037504002504699266
near horizon,353,0.0037504002504699266
non-linear sigma,352,0.0037397758871541478
explicit formula,351,0.003729151523838369
linear combination,350,0.00371852716052259
noncommutative space,349,0.0037079027972068113
sine-gordon model,348,0.0036972784338910325
condensed matter,347,0.0036866540705752537
superconformal algebra,346,0.003676029707259475
wide range,346,0.003676029707259475
riemann surface,344,0.0036547809806279172
free fermion,343,0.0036441566173121384
light-cone gauge,342,0.0036335322539963596
classical field,341,0.003622907890680581
gauge transformation,341,0.003622907890680581
several example,341,0.003622907890680581
tensor-to-scalar ratio,340,0.003612283527364802
asymptotic behavior,340,0.003612283527364802
black hole thermodynamics,269,0.0036063360876287466
current algebra,339,0.003601659164049023
new approach,338,0.0035910348007332444
light cone,338,0.0035910348007332444
first step,337,0.003580410437417465
chiral anomaly,333,0.00353791298415435
symmetric solution,332,0.003527288620838571
holographic entanglement entropy,262,0.0035124909106272555
black brane,330,0.0035060398942070134
latter case,330,0.0035060398942070134
explicit construction,329,0.0034954155308912346
lorentz symmetry,329,0.0034954155308912346
asymptotic symmetry,327,0.003474166804259677
fundamental string,327,0.003474166804259677
canonical quantization,327,0.003474166804259677
topological defect,326,0.003463542440943898
abelian gauge theory,256,0.00343205218748312
four-point function,323,0.0034316693509965617
same time,323,0.0034316693509965617
dual theory,322,0.003421044987680783
cosmological evolution,322,0.003421044987680783
supersymmetric quantum mechanic,255,0.0034186457336257635
conformal transformation,321,0.003410420624365004
main result,321,0.003410420624365004
supersymmetric field theory,253,0.003391832825911052
boundary term,319,0.0033891718977334465
naked singularity,319,0.0033891718977334465
initial state,319,0.0033891718977334465
derivative term,318,0.0033785475344176676
finite size,318,0.0033785475344176676
modified gravity,318,0.0033785475344176676
classical limit,316,0.00335729880778611
explicit calculation,315,0.003346674444470331
perfect fluid,315,0.003346674444470331
supersymmetric model,314,0.003336050081154552
excited state,313,0.003325425717838773
different type,312,0.0033148013545229943
crucial role,309,0.003282928264575658
such solution,308,0.003272303901259879
curved space,308,0.003272303901259879
general formula,307,0.0032616795379441003
n =2,306,0.0032510551746283214
detailed analysis,305,0.0032404308113125426
s *,304,0.003229806447996764
explicit solution,303,0.003219182084680985
massive particle,303,0.003219182084680985
earlier work,302,0.003208557721365206
present work,302,0.003208557721365206
unified theory,301,0.0031979333580494274
symmetric space,300,0.0031873089947336486
recent progress,300,0.0031873089947336486
quantum mechanic,298,0.003166060268102091
one-loop correction,296,0.0031448115414705333
fermionic field,296,0.0031448115414705333
analytic expression,295,0.0031341871781547545
boundary theory,295,0.0031341871781547545
noncommutative gauge theory,233,0.0031237037487639335
physical quantity,294,0.0031235628148389757
superconformal symmetry,293,0.003112938451523197
supersymmetric solution,293,0.003112938451523197
saddle point,293,0.003112938451523197
abelian higgs,293,0.003112938451523197
chiral model,292,0.003102314088207418
simple example,292,0.003102314088207418
abelian higgs model,231,0.0030968908410492213
antisymmetric tensor field,231,0.0030968908410492213
holographic entanglement,291,0.0030916897248916392
sufficient condition,290,0.00308106536157586
asymptotic expansion,290,0.00308106536157586
infinite set,288,0.0030598166349443024
linear sigma model,228,0.0030566714794771537
numerical solution,287,0.0030491922716285235
non-minimal coupling,287,0.0030491922716285235
static solution,286,0.0030385679083127447
relativistic quantum,286,0.0030385679083127447
conformal dimension,286,0.0030385679083127447
possible application,285,0.003027943544996966
conformal block,284,0.003017319181681187
magnetic monopoles,282,0.0029960704550496295
gauged supergravity,282,0.0029960704550496295
supersymmetric field,281,0.0029854460917338507
bekenstein-hawking entropy,280,0.002974821728418072
general result,279,0.002964197365102293
constant curvature,278,0.002953573001786514
matrix element,277,0.0029429486384707354
analytic solution,277,0.0029429486384707354
eleven-dimensional supergravity,275,0.002921699911839178
large volume,273,0.0029004511852076206
functional renormalization group,216,0.0028957940331888823
certain class,272,0.0028898268218918418
curved spacetime,272,0.0028898268218918418
calabi-yau threefolds,272,0.0028898268218918418
noncommutative gauge,272,0.0028898268218918418
higher spin field,215,0.0028823875793315265
n =1,271,0.002879202458576063
second part,271,0.002879202458576063
primary field,269,0.0028579537319445053
one-loop level,268,0.0028473293686287265
hamiltonian formulation,268,0.0028473293686287265
shear viscosity,268,0.0028473293686287265
euclidean space,268,0.0028473293686287265
canonical transformation,267,0.002836705005312947
hubble parameter,266,0.002826080641997168
gravitational coupling,266,0.002826080641997168
integral equation,266,0.002826080641997168
gravitational interaction,265,0.002815456278681389
magnetic moment,264,0.0028048319153656104
yukawa coupling,264,0.0028048319153656104
abelian gauge field,209,0.0028019488561873904
null energy condition,209,0.0028019488561873904
slow-roll inflation,263,0.0027942075520498316
generalized uncertainty principle,208,0.0027885424023300345
new feature,262,0.002783583188734053
previous study,262,0.002783583188734053
critical behavior,262,0.002783583188734053
quark-gluon plasma,262,0.002783583188734053
free theory,261,0.0027729588254182744
statistical mechanic,261,0.0027729588254182744
finite volume,259,0.0027517100987867167
superconformal theory,259,0.0027517100987867167
local gauge,259,0.0027517100987867167
strong coupling limit,205,0.002748323040757967
heavy quark,258,0.002741085735470938
special attention,258,0.002741085735470938
infrared divergence,258,0.002741085735470938
noncommutative field theory,204,0.0027349165869006106
large value,257,0.002730461372155159
quantum effect,257,0.002730461372155159
small value,257,0.002730461372155159
first class,256,0.0027198370088393803
hamiltonian formalism,256,0.0027198370088393803
observational data,255,0.0027092126455236015
gravitational collapse,254,0.0026985882822078227
double field theory,201,0.0026946972253285434
gauge invariant,253,0.002687963918892044
general method,253,0.002687963918892044
second class,253,0.002687963918892044
holographic description,252,0.002677339555576265
higher derivative,252,0.002677339555576265
quantum level,250,0.0026560908289447074
particular attention,250,0.0026560908289447074
gauge field theory,198,0.0026544778637564753
noncommutative field,249,0.0026454664656289286
central extension,249,0.0026454664656289286
necessary condition,249,0.0026454664656289286
general property,249,0.0026454664656289286
massive vector,248,0.00263484210231315
scalar particle,248,0.00263484210231315
accelerated expansion,248,0.00263484210231315
schwinger-dyson equation,248,0.00263484210231315
flow equation,247,0.002624217738997371
recent paper,247,0.002624217738997371
scale invariance,247,0.002624217738997371
final state,247,0.002624217738997371
one-to-one correspondence,246,0.002613593375681592
spinor field,246,0.002613593375681592
concrete example,246,0.002613593375681592
exact expression,245,0.0026029690123658134
gross-neveu model,245,0.0026029690123658134
black ring,245,0.0026029690123658134
scalar-tensor theory,244,0.002592344649050034
classical equation,244,0.002592344649050034
general expression,244,0.002592344649050034
n=2 supergravity,244,0.002592344649050034
anomaly cancellation,244,0.002592344649050034
low energy limit,193,0.0025874455944696955
thermodynamic property,243,0.0025817202857342553
dual gauge,243,0.0025817202857342553
bosonic field,243,0.0025817202857342553
supersymmetric su,242,0.0025710959224184765
total energy,242,0.0025710959224184765
black branes,241,0.0025604715591026977
unitary representation,240,0.002549847195786919
algebraic structure,240,0.002549847195786919
elementary particle,240,0.002549847195786919
specific example,240,0.002549847195786919
second law,239,0.00253922283247114
physical property,239,0.00253922283247114
analytical solution,238,0.0025285984691553612
n >,238,0.0025285984691553612
one-parameter family,238,0.0025285984691553612
conformal theory,237,0.0025179741058395824
linear sigma,236,0.0025073497425238036
scalar theory,236,0.0025073497425238036
third order,235,0.0024967253792080248
new model,235,0.0024967253792080248
first order phase,186,0.0024936004174682044
special relativity,233,0.002475476652576467
low energy effective action,159,0.0024747413382043607
harmonic superspace,232,0.0024648522892606883
massive field,231,0.0024542279259449095
dimensional theory,231,0.0024542279259449095
flat direction,230,0.0024436035626291307
near-horizon geometry,230,0.0024436035626291307
internal symmetry,230,0.0024436035626291307
null energy,230,0.0024436035626291307
modular invariance,230,0.0024436035626291307
dual cft,229,0.002432979199313352
conserved quantity,229,0.002432979199313352
dual gauge theory,181,0.0024265681481814246
exact renormalization group,181,0.0024265681481814246
numerical study,228,0.002422354835997573
einstein-hilbert action,228,0.002422354835997573
functional renormalization,228,0.002422354835997573
asymptotic freedom,228,0.002422354835997573
generalized uncertainty,227,0.0024117304726817943
spectral function,227,0.0024117304726817943
non-perturbative effect,227,0.0024117304726817943
mean field,226,0.002401106109366015
finite density,226,0.002401106109366015
classical action,225,0.002390481746050236
holographic dual,225,0.002390481746050236
new physic,225,0.002390481746050236
composite operator,225,0.002390481746050236
perfect agreement,225,0.002390481746050236
landau gauge,224,0.0023798573827344574
klein-gordon equation,223,0.0023692330194186786
initial data,223,0.0023692330194186786
numerical method,223,0.0023692330194186786
general theory,223,0.0023692330194186786
lattice gauge theory,176,0.002359535878894645
mechanical system,222,0.0023586086561028998
next-to-leading order,222,0.0023586086561028998
relativistic particle,221,0.002347984292787121
invariant action,221,0.002347984292787121
spectral curve,221,0.002347984292787121
inflationary scenario,220,0.002337359929471342
holographic renormalization,220,0.002337359929471342
arbitrary spin,220,0.002337359929471342
thermodynamic bethe ansatz,174,0.002332722971179933
negative energy,219,0.0023267355661555638
one-loop order,219,0.0023267355661555638
heavy ion collision,173,0.002319316517322577
classical theory,218,0.002316111202839785
higgs mass,218,0.002316111202839785
heavy ion,218,0.002316111202839785
ads_5 x,218,0.002316111202839785
early time,217,0.002305486839524006
false vacuum,217,0.002305486839524006
gauss-bonnet term,217,0.002305486839524006
single field,217,0.002305486839524006
thermal equilibrium,217,0.002305486839524006
positive energy,216,0.0022948624762082273
recent proposal,216,0.0022948624762082273
topological quantum,216,0.0022948624762082273
experimental data,216,0.0022948624762082273
various dimension,216,0.0022948624762082273
ads_5 x s^5,171,0.002292503609607865
perturbative calculation,215,0.002284238112892448
specific heat,214,0.0022736137495766692
de sitter,214,0.0022736137495766692
first principle,214,0.0022736137495766692
functional integral,213,0.0022629893862608904
n =4,212,0.0022523650229451116
n=4 sym theory,168,0.0022522842480357974
topological phase,211,0.002241740659629333
topological invariant,211,0.002241740659629333
yang-baxter equation,211,0.002241740659629333
loop quantum,210,0.002231116296313554
conserved charge,210,0.002231116296313554
metric perturbation,209,0.002220491932997775
local supersymmetry,209,0.002220491932997775
consistent truncation,209,0.002220491932997775
numerical calculation,209,0.002220491932997775
interesting feature,209,0.002220491932997775
physical system,209,0.002220491932997775
double field,208,0.0022098675696819964
ten dimension,208,0.0022098675696819964
marginal deformation,208,0.0022098675696819964
type iib,208,0.0022098675696819964
low-energy limit,208,0.0022098675696819964
first part,207,0.0021992432063662175
large mass,207,0.0021992432063662175
linear perturbation,207,0.0021992432063662175
fractional quantum hall,164,0.0021986584326063735
strong evidence,206,0.0021886188430504387
gravitational anomaly,206,0.0021886188430504387
low energy effective theory,140,0.002179017530494406
hidden symmetry,205,0.00217799447973466
free particle,205,0.00217799447973466
lorentz violation,205,0.00217799447973466
magnetic monopole,205,0.00217799447973466
local symmetry,204,0.002167370116418881
classical string,204,0.002167370116418881
higher curvature,204,0.002167370116418881
chiral superfields,204,0.002167370116418881
physical degree,204,0.002167370116418881
different value,204,0.002167370116418881
holographic qcd,204,0.002167370116418881
natural way,203,0.0021567457531031023
chiral condensate,202,0.0021461213897873235
massive scalar,202,0.0021461213897873235
anti-de sitter spacetime,160,0.00214503261717695
minimal surface,201,0.0021354970264715447
minimal length,201,0.0021354970264715447
variational principle,201,0.0021354970264715447
special class,201,0.0021354970264715447
grand unification,201,0.0021354970264715447
thermodynamic quantity,201,0.0021354970264715447
chaotic inflation,201,0.0021354970264715447
s * *,159,0.0021316261633195937
topological quantum field,159,0.0021316261633195937
lattice gauge,200,0.002124872663155766
numerical analysis,200,0.002124872663155766
planck scale,200,0.002124872663155766
second order phase,158,0.002118219709462238
two-point correlation function,158,0.002118219709462238
n=1 supergravity,199,0.002114248299839987
elliptic genus,199,0.002114248299839987
certain condition,199,0.002114248299839987
bosonic string theory,157,0.002104813255604882
near horizon geometry,157,0.002104813255604882
observational constraint,198,0.0021036239365242082
quantum theory,198,0.0021036239365242082
no-go theorem,197,0.0020929995732084294
nonabelian gauge,197,0.0020929995732084294
chiral gauge,197,0.0020929995732084294
similar result,197,0.0020929995732084294
critical dimension,197,0.0020929995732084294
small scale,197,0.0020929995732084294
tachyon condensation,197,0.0020929995732084294
inflationary universe,197,0.0020929995732084294
same result,196,0.0020823752098926506
higher spin theory,155,0.0020780003478901698
giant graviton,195,0.0020717508465768718
cosmic acceleration,195,0.0020717508465768718
derivative correction,195,0.0020717508465768718
symplectic structure,195,0.0020717508465768718
different way,195,0.0020717508465768718
kinetic energy,195,0.0020717508465768718
non-abelian gauge field,154,0.0020645938940328143
long distance,194,0.002061126483261093
supersymmetric qcd,194,0.002061126483261093
dynamical symmetry,194,0.002061126483261093
thermodynamic bethe,194,0.002061126483261093
phase transition,194,0.002061126483261093
friedmann equation,193,0.002050502119945314
pure yang-mills,193,0.002050502119945314
two-dimensional quantum,193,0.002050502119945314
extrinsic curvature,193,0.002050502119945314
conical singularity,193,0.002050502119945314
semiclassical approximation,193,0.002050502119945314
projective space,193,0.002050502119945314
arbitrary function,193,0.002050502119945314
differential geometry,193,0.002050502119945314
chiral field,192,0.002039877756629535
dirac fermion,192,0.002039877756629535
quantum number,192,0.002039877756629535
general framework,192,0.002039877756629535
gravitational action,192,0.002039877756629535
broken phase,192,0.002039877756629535
curved background,191,0.002029253393313756
various aspect,191,0.002029253393313756
hypergeometric function,190,0.0020186290299979773
infinite tower,190,0.0020186290299979773
free field theory,150,0.0020109680786033904
n=2 supersymmetry,189,0.0020080046666821985
local field,189,0.0020080046666821985
supersymmetric vacuum,189,0.0020080046666821985
flat background,189,0.0020080046666821985
strong interaction,188,0.0019973803033664196
differential form,188,0.0019973803033664196
finite energy,188,0.0019973803033664196
scalar mass,187,0.001986755940050641
kaluza-klein theory,187,0.001986755940050641
brief review,187,0.001986755940050641
gravitational background,187,0.001986755940050641
proper time,187,0.001986755940050641
supersymmetric standard model,148,0.0019841551708886782
planck mass,186,0.001976131576734862
fermi surface,186,0.001976131576734862
warp factor,186,0.001976131576734862
apparent horizon,186,0.001976131576734862
boundary field,185,0.001965507213419083
first example,185,0.001965507213419083
large-n limit,185,0.001965507213419083
quantum information,185,0.001965507213419083
exact renormalization,183,0.0019442584867875258
fine tuning,182,0.001933634123471747
canonical ensemble,181,0.0019230097601559682
same way,181,0.0019230097601559682
modulus stabilization,181,0.0019230097601559682
wess-zumino term,181,0.0019230097601559682
soliton solution,181,0.0019230097601559682
type ii,181,0.0019230097601559682
holographic principle,180,0.0019123853968401891
lagrangian density,180,0.0019123853968401891
covariant derivative,180,0.0019123853968401891
massive mode,180,0.0019123853968401891
logarithmic correction,179,0.0019017610335244103
chiral primary,179,0.0019017610335244103
fourth order,179,0.0019017610335244103
cft correspondence,179,0.0019017610335244103
explicit result,179,0.0019017610335244103
seiberg-witten map,179,0.0019017610335244103
four-dimensional theory,178,0.0018911366702086315
higher order correction,141,0.001890309993887187
general structure,177,0.0018805123068928527
gauss-bonnet gravity,177,0.0018805123068928527
geometric interpretation,177,0.0018805123068928527
brst symmetry,177,0.0018805123068928527
cosmological term,177,0.0018805123068928527
effective string,177,0.0018805123068928527
chiral ring,177,0.0018805123068928527
superconformal index,177,0.0018805123068928527
scalar field model,140,0.001876903540029831
different approach,176,0.0018698879435770739
massive graviton,176,0.0018698879435770739
analytical result,176,0.0018698879435770739
\cal o,176,0.0018698879435770739
general gauge,176,0.0018698879435770739
slow roll,176,0.0018698879435770739
such system,176,0.0018698879435770739
infinite family,176,0.0018698879435770739
complex structure modulus,139,0.0018634970861724752
effective coupling,175,0.001859263580261295
flat space-time,175,0.001859263580261295
thermodynamic limit,175,0.001859263580261295
sigma model,175,0.001859263580261295
local lorentz,175,0.001859263580261295
dynamical variable,175,0.001859263580261295
flux compactifications,175,0.001859263580261295
black hole evaporation,138,0.0018500906323151193
asymptotic safety,174,0.0018486392169455163
two-point correlation,173,0.0018380148536297374
scalar mode,173,0.0018380148536297374
cosmological background,173,0.0018380148536297374
loop quantum gravity,137,0.0018366841784577632
dark energy model,137,0.0018366841784577632
classical field theory,137,0.0018366841784577632
long time,172,0.0018273904903139586
earlier result,172,0.0018273904903139586
invariant theory,172,0.0018273904903139586
complex plane,172,0.0018273904903139586
square root,172,0.0018273904903139586
simple form,172,0.0018273904903139586
arbitrary value,172,0.0018273904903139586
effective mass,172,0.0018273904903139586
local quantum,172,0.0018273904903139586
conformal group,172,0.0018273904903139586
fractional quantum,172,0.0018273904903139586
weak field,172,0.0018273904903139586
free massless,171,0.0018167661269981798
inflationary cosmology,171,0.0018167661269981798
tensor product,171,0.0018167661269981798
metric tensor,171,0.0018167661269981798
possible implication,171,0.0018167661269981798
chiral gauge theory,135,0.0018098712707430512
topological string theory,135,0.0018098712707430512
analytical expression,170,0.001806141763682401
uv completion,170,0.001806141763682401
holographic superconductors,170,0.001806141763682401
black hole formation,134,0.0017964648168856954
odd dimension,169,0.0017955174003666222
explicit computation,169,0.0017955174003666222
lie algebra,169,0.0017955174003666222
real part,169,0.0017955174003666222
infinite series,169,0.0017955174003666222
cosmic censorship,168,0.0017848930370508431
topological term,168,0.0017848930370508431
gravitational effect,168,0.0017848930370508431
reduced density matrix,133,0.0017830583630283395
iib supergravity,167,0.0017742686737350643
broken symmetry,167,0.0017742686737350643
new family,167,0.0017742686737350643
general formalism,167,0.0017742686737350643
one-point function,167,0.0017742686737350643
linear dilaton,166,0.0017636443104192855
eternal inflation,166,0.0017636443104192855
dimensional supergravity,166,0.0017636443104192855
flat connection,166,0.0017636443104192855
systematic study,166,0.0017636443104192855
loop correction,166,0.0017636443104192855
chiral matter,166,0.0017636443104192855
black hole geometry,131,0.0017562454553136278
first class constraint,131,0.0017562454553136278
second class constraint,131,0.0017562454553136278
same form,165,0.0017530199471035067
modular transformation,165,0.0017530199471035067
long range,165,0.0017530199471035067
numerical evidence,165,0.0017530199471035067
spectral density,165,0.0017530199471035067
d =,165,0.0017530199471035067
black hole information,130,0.0017428390014562717
black hole physic,130,0.0017428390014562717
lagrangian formulation,164,0.001742395583787728
conformal gauge,164,0.001742395583787728
dynamical mass,164,0.001742395583787728
modular form,164,0.001742395583787728
chiral multiplets,163,0.001731771220471949
detailed study,163,0.001731771220471949
quantum state,163,0.001731771220471949
higher genus,163,0.001731771220471949
first-order phase transition,129,0.0017294325475989158
scalar hair,162,0.0017211468571561703
d dimension,162,0.0017211468571561703
natural generalization,161,0.0017105224938403915
potential term,161,0.0017105224938403915
fundamental matter,161,0.0017105224938403915
cosmological horizon,161,0.0017105224938403915
holographic duals,161,0.0017105224938403915
holographic duality,161,0.0017105224938403915
physical meaning,161,0.0017105224938403915
broad class,161,0.0017105224938403915
inner product,161,0.0017105224938403915
full set,161,0.0017105224938403915
large scale structure,127,0.0017026196398842038
quantum phase transition,127,0.0017026196398842038
initial value,160,0.0016998981305246126
electric-magnetic duality,160,0.0016998981305246126
wilson line,160,0.0016998981305246126
n=8 supergravity,159,0.0016892737672088338
non-relativistic limit,159,0.0016892737672088338
gauge boson,159,0.0016892737672088338
black hole mass,126,0.001689213186026848
covariant gauge,158,0.001678649403893055
quantum phase,158,0.001678649403893055
calabi-yau threefold,158,0.001678649403893055
new way,158,0.001678649403893055
massive fermion,158,0.001678649403893055
spatial curvature,158,0.001678649403893055
compact dimension,158,0.001678649403893055
gravitational perturbation,158,0.001678649403893055
black brane solution,125,0.0016758067321694919
excellent agreement,157,0.001668025040577276
conserved current,157,0.001668025040577276
wheeler-dewitt equation,157,0.001668025040577276
solvable model,157,0.001668025040577276
spatial infinity,156,0.0016574006772614972
pure gauge,156,0.0016574006772614972
collective coordinate,156,0.0016574006772614972
small perturbation,156,0.0016574006772614972
simplest case,156,0.0016574006772614972
conformal bootstrap,156,0.0016574006772614972
one-loop amplitude,156,0.0016574006772614972
exponential potential,155,0.0016467763139457183
cosmological scenario,155,0.0016467763139457183
thermal state,155,0.0016467763139457183
particular choice,155,0.0016467763139457183
