ngram,count,unithood
peccei-quinn symmetry,155,0.001841933441611667
seesaw model,155,0.001841933441611667
direct measurement,155,0.001841933441611667
survival probability,155,0.001841933441611667
large rapidity,154,0.0018300500000528821
dependent parton,154,0.0018300500000528821
unintegrated gluon,154,0.0018300500000528821
first moment,154,0.0018300500000528821
kinetic term,154,0.0018300500000528821
quantum gravity,154,0.0018300500000528821
hot qcd,154,0.0018300500000528821
experimental observation,154,0.0018300500000528821
model-independent way,154,0.0018300500000528821
heavy quark expansion,122,0.0018294185124406608
high energy cosmic ray,105,0.0018279373579549864
branching ratio,153,0.0018181665584940973
axial charge,153,0.0018181665584940973
minimal standard,153,0.0018181665584940973
measured value,153,0.0018181665584940973
phenomenological application,152,0.0018062831169353122
exclusive decay,152,0.0018062831169353122
nonperturbative effect,152,0.0018062831169353122
neutral kaon,152,0.0018062831169353122
relevant parameter,152,0.0018062831169353122
soft susy,152,0.0018062831169353122
t \bar,152,0.0018062831169353122
dimensional reduction,152,0.0018062831169353122
gauge singlet,152,0.0018062831169353122
lepton mass matrix,120,0.0017994280450236008
scalar form factor,120,0.0017994280450236008
one-loop calculation,151,0.0017943996753765274
possible explanation,151,0.0017943996753765274
high-energy neutrino,151,0.0017943996753765274
qcd matter,151,0.0017943996753765274
light-cone distribution amplitude,119,0.0017844328113150708
e+e- annihilation,150,0.0017825162338177423
present prediction,150,0.0017825162338177423
neutral meson,150,0.0017825162338177423
new feature,150,0.0017825162338177423
top decay,149,0.0017706327922589575
standard electroweak,149,0.0017706327922589575
ultrarelativistic heavy-ion,149,0.0017706327922589575
supersymmetric contribution,149,0.0017706327922589575
high momentum,149,0.0017706327922589575
nucleon form,149,0.0017706327922589575
light vector meson,118,0.0017694375776065407
leptonic cp violation,118,0.0017694375776065407
warm dark matter,118,0.0017694375776065407
polarized structure function,118,0.0017694375776065407
cosmological observation,148,0.0017587493507001727
r-parity violation,148,0.0017587493507001727
gamma gamma,148,0.0017587493507001727
recent year,148,0.0017587493507001727
large correction,148,0.0017587493507001727
grand unification scale,117,0.0017544423438980107
soft supersymmetry breaking,117,0.0017544423438980107
general feature,147,0.0017468659091413876
center-of-mass energy,147,0.0017468659091413876
central collision,147,0.0017468659091413876
spectral density,147,0.0017468659091413876
explicit example,147,0.0017468659091413876
physical pion mass,116,0.0017394471101894809
high energy scale,116,0.0017394471101894809
hadronic vacuum polarization,116,0.0017394471101894809
tri-bimaximal mixing,146,0.0017349824675826028
nucleon mass,146,0.0017349824675826028
explicit calculation,146,0.0017349824675826028
light scalar,146,0.0017349824675826028
hadron-hadron collision,146,0.0017349824675826028
light-cone sum,146,0.0017349824675826028
leading order,146,0.0017349824675826028
prompt photon,146,0.0017349824675826028
light front,146,0.0017349824675826028
other approach,145,0.0017230990260238175
current limit,145,0.0017230990260238175
local symmetry,145,0.0017230990260238175
spatial dimension,145,0.0017230990260238175
lightest neutrino,144,0.0017112155844650327
normal hierarchy,144,0.0017112155844650327
loop correction,144,0.0017112155844650327
possible implication,144,0.0017112155844650327
cosmological model,144,0.0017112155844650327
theoretical description,144,0.0017112155844650327
heavy nucleus,144,0.0017112155844650327
longitudinal structure function,114,0.0017094566427724208
critical end point,114,0.0017094566427724208
chiral su,143,0.0016993321429062476
one-loop amplitude,143,0.0016993321429062476
effective majorana,143,0.0016993321429062476
light stop,143,0.0016993321429062476
chiral model,143,0.0016993321429062476
soft breaking,143,0.0016993321429062476
left-right model,143,0.0016993321429062476
vector-like quark,143,0.0016993321429062476
logarithmic correction,143,0.0016993321429062476
natural explanation,143,0.0016993321429062476
strange quark matter,113,0.0016944614090638908
large scale structure,113,0.0016944614090638908
detailed comparison,142,0.0016874487013474628
radiative neutrino,142,0.0016874487013474628
standard deviation,142,0.0016874487013474628
effective number,142,0.0016874487013474628
left-right symmetry,142,0.0016874487013474628
supersymmetric parameter,142,0.0016874487013474628
neutral scalar,142,0.0016874487013474628
trilinear coupling,142,0.0016874487013474628
abelian gauge,142,0.0016874487013474628
two-loop order,142,0.0016874487013474628
electroweak precision observables,112,0.0016794661753553608
few gev,141,0.0016755652597886777
exclusive production,141,0.0016755652597886777
b_s \to,141,0.0016755652597886777
dark photon,141,0.0016755652597886777
e^- \to,141,0.0016755652597886777
scalar dark,141,0.0016755652597886777
different scenario,141,0.0016755652597886777
qualitative agreement,141,0.0016755652597886777
large tan,141,0.0016755652597886777
non-abelian gauge theory,111,0.0016644709416468307
radiative neutrino mass,111,0.0016644709416468307
ordinary matter,140,0.0016636818182298929
q *,140,0.0016636818182298929
light-cone distribution,140,0.0016636818182298929
inert doublet,140,0.0016636818182298929
general expression,140,0.0016636818182298929
exact result,140,0.0016636818182298929
earlier work,140,0.0016636818182298929
different energy,140,0.0016636818182298929
chiral soliton,140,0.0016636818182298929
top squark,140,0.0016636818182298929
annual modulation,140,0.0016636818182298929
observed value,140,0.0016636818182298929
possible solution,139,0.001651798376671108
good approximation,139,0.001651798376671108
experimental uncertainty,139,0.001651798376671108
analytic formula,139,0.001651798376671108
hadronic vacuum,139,0.001651798376671108
cosmological data,139,0.001651798376671108
type-i seesaw,139,0.001651798376671108
semileptonic b,138,0.001639914935112323
astrophysical source,138,0.001639914935112323
possible signal,138,0.001639914935112323
multiple scattering,138,0.001639914935112323
various model,138,0.001639914935112323
gauge mediation,138,0.001639914935112323
early time,138,0.001639914935112323
e^+e^- \to,138,0.001639914935112323
weakly interacting,138,0.001639914935112323
allowed parameter,138,0.001639914935112323
bound state,137,0.0016280314935535382
extra u,137,0.0016280314935535382
opposite sign,137,0.0016280314935535382
tan β,137,0.0016280314935535382
higgs-boson mass,137,0.0016280314935535382
dirac fermion,137,0.0016280314935535382
high energy collider,108,0.0016194852405212409
perturbative quantum chromodynamics,108,0.0016194852405212409
unintegrated gluon distribution,108,0.0016194852405212409
twisted mass,136,0.0016161480519947533
perturbative unitarity,136,0.0016161480519947533
experimental study,136,0.0016161480519947533
two-point function,136,0.0016161480519947533
full set,136,0.0016161480519947533
strong dynamic,136,0.0016161480519947533
different method,136,0.0016161480519947533
experimental analysis,136,0.0016161480519947533
direct production,136,0.0016161480519947533
yukawa interaction,136,0.0016161480519947533
nuclear matrix element,107,0.0016044900068127109
higgs boson mass,107,0.0016044900068127109
extended higgs sector,107,0.0016044900068127109
quark mass matrix,107,0.0016044900068127109
sm-like higgs boson,107,0.0016044900068127109
right-handed majorana,135,0.0016042646104359683
top pair,135,0.0016042646104359683
analytical formula,135,0.0016042646104359683
exotic state,135,0.0016042646104359683
magnetic effect,135,0.0016042646104359683
proton-nucleus collision,135,0.0016042646104359683
cp-violating asymmetry,135,0.0016042646104359683
high energy heavy ion,92,0.0016016213041129405
tan beta,134,0.0015923811688771834
axial-vector meson,134,0.0015923811688771834
charged particle,134,0.0015923811688771834
nonperturbative qcd,134,0.0015923811688771834
lhc search,134,0.0015923811688771834
several order,134,0.0015923811688771834
isgur-wise function,134,0.0015923811688771834
fermionic dark matter,106,0.0015894947731041806
nonrelativistic quark model,106,0.0015894947731041806
general framework,133,0.0015804977273183982
composite model,133,0.0015804977273183982
recent analysis,133,0.0015804977273183982
physical pion,133,0.0015804977273183982
unstable particle,133,0.0015804977273183982
polarized beam,133,0.0015804977273183982
constituent quark model,105,0.0015744995393956506
inelastic structure function,105,0.0015744995393956506
magnetic form factor,105,0.0015744995393956506
third family,132,0.0015686142857596133
such scenario,132,0.0015686142857596133
allowed range,132,0.0015686142857596133
quark model,132,0.0015686142857596133
parametric resonance,132,0.0015686142857596133
charged lepton,132,0.0015686142857596133
important implication,132,0.0015686142857596133
gluon field,132,0.0015686142857596133
finite energy,132,0.0015686142857596133
numerical estimate,132,0.0015686142857596133
specific example,132,0.0015686142857596133
chiral dynamic,132,0.0015686142857596133
initial state radiation,104,0.0015595043056871206
neutrino oscillation data,104,0.0015595043056871206
mean field approximation,104,0.0015595043056871206
lattice gauge,131,0.0015567308442008283
functional form,131,0.0015567308442008283
complete calculation,131,0.0015567308442008283
mean-field approximation,131,0.0015567308442008283
gluon-gluon fusion,131,0.0015567308442008283
transverse polarization,131,0.0015567308442008283
additional contribution,131,0.0015567308442008283
vector-like fermion,131,0.0015567308442008283
real time,131,0.0015567308442008283
chiral extrapolation,131,0.0015567308442008283
anomaly cancellation,130,0.0015448474026420434
analytical solution,130,0.0015448474026420434
light fermion,130,0.0015448474026420434
fundamental representation,130,0.0015448474026420434
recent paper,130,0.0015448474026420434
qcd analysis,130,0.0015448474026420434
differential decay,130,0.0015448474026420434
physical mass,130,0.0015448474026420434
asymptotic freedom,130,0.0015448474026420434
other experiment,129,0.0015329639610832584
effective neutrino,129,0.0015329639610832584
planck scale,129,0.0015329639610832584
current experiment,128,0.0015210805195244735
high statistic,128,0.0015210805195244735
theoretical study,128,0.0015210805195244735
effective lagrangians,128,0.0015210805195244735
large uncertainty,128,0.0015210805195244735
single production,128,0.0015210805195244735
hard photon,128,0.0015210805195244735
h \to,128,0.0015210805195244735
particular case,128,0.0015210805195244735
harmonic oscillator,128,0.0015210805195244735
inert doublet model,101,0.0015145186045615307
fine structure constant,101,0.0015145186045615307
hard thermal loop,101,0.0015145186045615307
intermediate energy,127,0.0015091970779656887
nuclear shadowing,127,0.0015091970779656887
reasonable value,127,0.0015091970779656887
large energy,127,0.0015091970779656887
maximal mixing,127,0.0015091970779656887
low energy neutrino,100,0.0014995233708530007
lattice gauge theory,100,0.0014995233708530007
dynamical model,126,0.0014973136364069036
double parton,126,0.0014973136364069036
invisible decay,126,0.0014973136364069036
horizontal symmetry,126,0.0014973136364069036
broken phase,126,0.0014973136364069036
anomalous u,126,0.0014973136364069036
light flavor,126,0.0014973136364069036
extended higgs,126,0.0014973136364069036
brief overview,126,0.0014973136364069036
possible effect,126,0.0014973136364069036
topological charge,126,0.0014973136364069036
full qcd,125,0.0014854301948481188
top partner,125,0.0014854301948481188
sum rule,125,0.0014854301948481188
lattice spacing,125,0.0014854301948481188
different mass,125,0.0014854301948481188
short review,125,0.0014854301948481188
theoretical error,125,0.0014854301948481188
bubble wall,125,0.0014854301948481188
weak mixing angle,99,0.0014845281371444706
first order electroweak,99,0.0014845281371444706
standard model effective field,85,0.001479758813582608
static potential,124,0.0014735467532893337
lorentz symmetry,124,0.0014735467532893337
numerical method,124,0.0014735467532893337
new way,124,0.0014735467532893337
total energy,124,0.0014735467532893337
possible application,124,0.0014735467532893337
deconfinement transition,124,0.0014735467532893337
nonrelativistic quark,124,0.0014735467532893337
vacuum expectation value,98,0.0014695329034359406
atmospheric mixing,123,0.001461663311730549
bfkl equation,123,0.001461663311730549
spin correlation,123,0.001461663311730549
dynamical symmetry,123,0.001461663311730549
electromagnetic property,123,0.001461663311730549
total cross-section,123,0.001461663311730549
observational constraint,123,0.001461663311730549
functional renormalization group,97,0.0014545376697274106
allowed parameter space,97,0.0014545376697274106
standard model expectation,97,0.0014545376697274106
recent lattice qcd,97,0.0014545376697274106
acoustic oscillation,122,0.0014497798701717636
weak mixing,122,0.0014497798701717636
low x,122,0.0014497798701717636
custodial symmetry,122,0.0014497798701717636
new resonance,122,0.0014497798701717636
non-relativistic qcd,122,0.0014497798701717636
observational data,122,0.0014497798701717636
cpt violation,122,0.0014497798701717636
lightest neutrino mass,96,0.0014395424360188805
rare b,121,0.0014378964286129788
bose-einstein correlation,121,0.0014378964286129788
majorana neutrino,121,0.0014378964286129788
cp-odd higgs,121,0.0014378964286129788
complex parameter,121,0.0014378964286129788
such particle,121,0.0014378964286129788
polarized structure,121,0.0014378964286129788
analytic solution,121,0.0014378964286129788
large part,121,0.0014378964286129788
heavy lepton,121,0.0014378964286129788
warm dark,121,0.0014378964286129788
longitudinal structure,121,0.0014378964286129788
chiral fermion,121,0.0014378964286129788
large range,121,0.0014378964286129788
systematic analysis,121,0.0014378964286129788
higher dimension,121,0.0014378964286129788
low energy effective theory,82,0.0014275320319267514
axial coupling,120,0.0014260129870541937
null result,120,0.0014260129870541937
gauge-higgs unification,120,0.0014260129870541937
scalar form,120,0.0014260129870541937
hadronic cross section,95,0.0014245472023103505
dark matter decay,95,0.0014245472023103505
many model,119,0.001414129545495409
threshold effect,119,0.001414129545495409
gauge interaction,119,0.001414129545495409
unified description,119,0.001414129545495409
relativistic quantum,119,0.001414129545495409
azimuthal correlation,119,0.001414129545495409
pseudoscalar higgs,119,0.001414129545495409
α s,119,0.001414129545495409
quadratic divergence,119,0.001414129545495409
statistical error,119,0.001414129545495409
significant effect,119,0.001414129545495409
critical exponent,119,0.001414129545495409
lhc experiment,119,0.001414129545495409
one-gluon exchange,119,0.001414129545495409
nuclear parton distribution,94,0.0014095519686018207
model-independent analysis,118,0.001402246103936624
total decay,118,0.001402246103936624
observed neutrino,118,0.001402246103936624
total width,118,0.001402246103936624
kinematic distribution,118,0.001402246103936624
first part,118,0.001402246103936624
analytic form,118,0.001402246103936624
new set,118,0.001402246103936624
susy gut,118,0.001402246103936624
small number,118,0.001402246103936624
extra dimension model,93,0.0013945567348932907
dynamical electroweak symmetry,93,0.0013945567348932907
next-to-leading order calculation,93,0.0013945567348932907
scalar coupling,117,0.001390362662377839
strong correlation,117,0.001390362662377839
effective quark,117,0.001390362662377839
variational method,117,0.001390362662377839
numerical prediction,117,0.001390362662377839
soft photon,117,0.001390362662377839
extra gauge,117,0.001390362662377839
possible way,117,0.001390362662377839
relative phase,117,0.001390362662377839
fundamental parameter,117,0.001390362662377839
pb-pb collision,117,0.001390362662377839
perturbative quantum,117,0.001390362662377839
viable parameter space,92,0.0013795615011847606
weak gauge boson,92,0.0013795615011847606
effective neutrino mass,92,0.0013795615011847606
chiral restoration,116,0.0013784792208190542
complex phase,116,0.0013784792208190542
experimental determination,116,0.0013784792208190542
pseudo-goldstone boson,116,0.0013784792208190542
holographic qcd,116,0.0013784792208190542
qcd prediction,116,0.0013784792208190542
diffractive production,116,0.0013784792208190542
supersymmetric qcd,116,0.0013784792208190542
little hierarchy,116,0.0013784792208190542
m z,116,0.0013784792208190542
higher-order correction,116,0.0013784792208190542
theoretical development,116,0.0013784792208190542
hybrid meson,116,0.0013784792208190542
single-spin asymmetry,115,0.0013665957792602691
critical end,115,0.0013665957792602691
positive parity,115,0.0013665957792602691
experimental sensitivity,115,0.0013665957792602691
thermal bath,115,0.0013665957792602691
relativistic effect,115,0.0013665957792602691
leptonic sector,115,0.0013665957792602691
good candidate,115,0.0013665957792602691
uv completion,115,0.0013665957792602691
magnetic dipole moment,91,0.0013645662674762306
standard model extension,91,0.0013645662674762306
right-handed majorana neutrino,91,0.0013645662674762306
higher dimensional operator,91,0.0013645662674762306
thermal field theory,91,0.0013645662674762306
smaller value,114,0.0013547123377014843
statistical significance,114,0.0013547123377014843
gluon exchange,114,0.0013547123377014843
cosmological implication,114,0.0013547123377014843
such state,114,0.0013547123377014843
obtained result,114,0.0013547123377014843
wave function,114,0.0013547123377014843
radiative electroweak symmetry,90,0.0013495710337677006
radiative energy loss,90,0.0013495710337677006
low energy constant,90,0.0013495710337677006
solar neutrino flux,90,0.0013495710337677006
dark matter production,90,0.0013495710337677006
left-handed neutrino,113,0.0013428288961426992
such process,113,0.0013428288961426992
supernova neutrino,113,0.0013428288961426992
quenched approximation,113,0.0013428288961426992
large angle,113,0.0013428288961426992
several model,113,0.0013428288961426992
heavy mass,113,0.0013428288961426992
initial energy,113,0.0013428288961426992
similar result,113,0.0013428288961426992
independent analysis,113,0.0013428288961426992
unitary approach,113,0.0013428288961426992
qcd perturbation theory,89,0.0013345758000591706
chiral constituent quark,89,0.0013345758000591706
little hierarchy problem,89,0.0013345758000591706
light-cone qcd sum,89,0.0013345758000591706
elastic scattering cross,89,0.0013345758000591706
particular interest,112,0.0013309454545839144
nuclear matrix,112,0.0013309454545839144
kaluza-klein excitation,112,0.0013309454545839144
nnlo correction,112,0.0013309454545839144
polarized proton,112,0.0013309454545839144
hubble parameter,112,0.0013309454545839144
theoretical constraint,112,0.0013309454545839144
weak gauge,112,0.0013309454545839144
energy-momentum tensor,112,0.0013309454545839144
nonzero temperature,112,0.0013309454545839144
general formula,112,0.0013309454545839144
\rm gev,112,0.0013309454545839144
scalar quark,112,0.0013309454545839144
open question,112,0.0013309454545839144
high multiplicity,112,0.0013309454545839144
dark matter signal,88,0.0013195805663506405
high-energy heavy-ion collision,88,0.0013195805663506405
inelastic structure,111,0.0013190620130251293
central region,111,0.0013190620130251293
narrow resonance,111,0.0013190620130251293
topological susceptibility,111,0.0013190620130251293
top-quark pair,111,0.0013190620130251293
n =,111,0.0013190620130251293
observable effect,111,0.0013190620130251293
significant deviation,111,0.0013190620130251293
polarized gluon,111,0.0013190620130251293
new parameter,111,0.0013190620130251293
soft function,111,0.0013190620130251293
gauge-mediated supersymmetry,111,0.0013190620130251293
small angle,111,0.0013190620130251293
gravitational field,111,0.0013190620130251293
second generation,111,0.0013190620130251293
matter-antimatter asymmetry,111,0.0013190620130251293
most case,110,0.0013071785714663445
heavy flavour,110,0.0013071785714663445
angular dependence,110,0.0013071785714663445
symmetric phase,110,0.0013071785714663445
present model,110,0.0013071785714663445
high mass,110,0.0013071785714663445
physical quark mass,87,0.0013045853326421105
littlest higgs,109,0.0012952951299075594
stringent limit,109,0.0012952951299075594
new scalar,109,0.0012952951299075594
inverted mass,109,0.0012952951299075594
short range,109,0.0012952951299075594
classical field,109,0.0012952951299075594
cabibbo-kobayashi-maskawa matrix,109,0.0012952951299075594
signal strength,109,0.0012952951299075594
fermionic dark,109,0.0012952951299075594
nuclear parton,109,0.0012952951299075594
recent experiment,109,0.0012952951299075594
octet baryon,109,0.0012952951299075594
new measurement,109,0.0012952951299075594
sm prediction,109,0.0012952951299075594
viable parameter,109,0.0012952951299075594
gut scale,109,0.0012952951299075594
central rapidity,109,0.0012952951299075594
general property,109,0.0012952951299075594
light-front quark model,86,0.0012895900989335805
atmospheric neutrino anomaly,86,0.0012895900989335805
top pair production,86,0.0012895900989335805
magnetic form,108,0.0012834116883487746
polarized parton,108,0.0012834116883487746
low-energy theorem,108,0.0012834116883487746
scalar higgs,108,0.0012834116883487746
interesting feature,108,0.0012834116883487746
qcd equation,108,0.0012834116883487746
astrophysical neutrino,108,0.0012834116883487746
threshold region,108,0.0012834116883487746
irreducible representation,108,0.0012834116883487746
valuable information,108,0.0012834116883487746
broad range,108,0.0012834116883487746
detailed discussion,108,0.0012834116883487746
lhcb collaboration,108,0.0012834116883487746
dglap evolution,108,0.0012834116883487746
direct dark matter,85,0.0012745948652250504
dynamical symmetry breaking,85,0.0012745948652250504
second order phase,85,0.0012745948652250504
minimal supergravity model,85,0.0012745948652250504
new bound,107,0.0012715282467899896
gauge invariant,107,0.0012715282467899896
finite baryon,107,0.0012715282467899896
current neutrino,107,0.0012715282467899896
wide class,107,0.0012715282467899896
non-standard interaction,107,0.0012715282467899896
future prospect,107,0.0012715282467899896
two-loop contribution,107,0.0012715282467899896
gravitational interaction,107,0.0012715282467899896
hybrid model,107,0.0012715282467899896
third order,107,0.0012715282467899896
scalar state,107,0.0012715282467899896
present calculation,107,0.0012715282467899896
nuclear recoil,107,0.0012715282467899896
predictive power,106,0.0012596448052312045
different way,106,0.0012596448052312045
qcd perturbation,106,0.0012596448052312045
important contribution,106,0.0012596448052312045
new phase,106,0.0012596448052312045
earlier result,106,0.0012596448052312045
stable particle,106,0.0012596448052312045
high accuracy,106,0.0012596448052312045
rhic data,106,0.0012596448052312045
electroweak standard model,84,0.0012595996315165206
small transverse momentum,84,0.0012595996315165206
massive gauge,105,0.0012477613636724197
small transverse,105,0.0012477613636724197
wilson fermion,105,0.0012477613636724197
chiral theory,105,0.0012477613636724197
baryonic matter,105,0.0012477613636724197
other process,105,0.0012477613636724197
top yukawa,105,0.0012477613636724197
such theory,105,0.0012477613636724197
infrared singularity,105,0.0012477613636724197
highest energy,105,0.0012477613636724197
conformal symmetry,105,0.0012477613636724197
hard thermal,105,0.0012477613636724197
finite baryon density,83,0.0012446043978079906
massive gauge boson,83,0.0012446043978079906
explicit cp violation,83,0.0012446043978079906
high energy nuclear collision,71,0.0012360338325219432
characteristic feature,104,0.0012358779221136348
neutrino flavor,104,0.0012358779221136348
future neutrino,104,0.0012358779221136348
small parameter,104,0.0012358779221136348
strong dependence,104,0.0012358779221136348
total rate,104,0.0012358779221136348
quark-hadron duality,104,0.0012358779221136348
e+e- collider,104,0.0012358779221136348
fixed target,104,0.0012358779221136348
dynamical mass,104,0.0012358779221136348
possible signature,104,0.0012358779221136348
thermal loop,104,0.0012358779221136348
top-quark pair production,82,0.0012296091640994606
monte carlo program,82,0.0012296091640994606
chiral soliton model,82,0.0012296091640994606
semileptonic b decay,82,0.0012296091640994606
decay amplitude,103,0.0012239944805548498
dominant decay,103,0.0012239944805548498
gauge group,103,0.0012239944805548498
cosmological bound,103,0.0012239944805548498
viscous hydrodynamics,103,0.0012239944805548498
present bound,103,0.0012239944805548498
heavy vector,103,0.0012239944805548498
scalar glueball,103,0.0012239944805548498
diffractive process,103,0.0012239944805548498
neutral b,103,0.0012239944805548498
active neutrino mass,81,0.0012146139303909306
high energy limit,81,0.0012146139303909306
viable dark matter,81,0.0012146139303909306
final state particle,81,0.0012146139303909306
many order,102,0.001212111038996065
present limit,102,0.001212111038996065
important consequence,102,0.001212111038996065
semi-leptonic decay,102,0.001212111038996065
hard jet,102,0.001212111038996065
gamma-ray emission,102,0.001212111038996065
two-photon exchange,102,0.001212111038996065
seesaw mechanism,102,0.001212111038996065
hadronic production,102,0.001212111038996065
physical quark,102,0.001212111038996065
chiral lagrangians,102,0.001212111038996065
\tan \beta,102,0.001212111038996065
current lhc,102,0.001212111038996065
* +,102,0.001212111038996065
scalar triplet,102,0.001212111038996065
significant improvement,101,0.0012002275974372799
clear signal,101,0.0012002275974372799
useful information,101,0.0012002275974372799
theoretical estimate,101,0.0012002275974372799
neutrino factory,101,0.0012002275974372799
solar mass,101,0.0012002275974372799
concrete example,101,0.0012002275974372799
light particle,101,0.0012002275974372799
higher dimensional,101,0.0012002275974372799
physical process,101,0.0012002275974372799
key role,101,0.0012002275974372799
produced particle,101,0.0012002275974372799
previous estimate,101,0.0012002275974372799
nuclear force,101,0.0012002275974372799
large fraction,101,0.0012002275974372799
comprehensive study,101,0.0012002275974372799
precise prediction,101,0.0012002275974372799
theoretical analysis,101,0.0012002275974372799
tensor-to-scalar ratio,101,0.0012002275974372799
hidden charm,101,0.0012002275974372799
higgs signal,101,0.0012002275974372799
other observables,101,0.0012002275974372799
significant difference,101,0.0012002275974372799
type-i seesaw mechanism,80,0.0011996186966824005
neutrino mass model,80,0.0011996186966824005
extra gauge boson,80,0.0011996186966824005
intrinsic transverse momentum,80,0.0011996186966824005
nuclear structure function,80,0.0011996186966824005
mixed phase,100,0.0011883441558784948
chaotic inflation,100,0.0011883441558784948
comprehensive analysis,100,0.0011883441558784948
majorana fermion,100,0.0011883441558784948
important information,100,0.0011883441558784948
severe constraint,100,0.0011883441558784948
type-ii seesaw,100,0.0011883441558784948
complex plane,100,0.0011883441558784948
recent discovery,100,0.0011883441558784948
net baryon,100,0.0011883441558784948
charmed baryon,100,0.0011883441558784948
effective majorana mass,79,0.0011846234629738705
long baseline experiment,79,0.0011846234629738705
anomalous dimension matrix,79,0.0011846234629738705
brief introduction,99,0.00117646071431971
\cal b,99,0.00117646071431971
light nucleus,99,0.00117646071431971
hard scale,99,0.00117646071431971
quantum chromodynamics,99,0.00117646071431971
heterotic string,99,0.00117646071431971
\gamma \gamma,99,0.00117646071431971
light-cone qcd,99,0.00117646071431971
muonic hydrogen,99,0.00117646071431971
nucleon structure,99,0.00117646071431971
radiative electroweak,99,0.00117646071431971
one-loop diagram,99,0.00117646071431971
high-energy heavy-ion,99,0.00117646071431971
large neutrino,99,0.00117646071431971
quantum correction,99,0.00117646071431971
inclusive jet,99,0.00117646071431971
vacuum expectation,99,0.00117646071431971
perturbative result,99,0.00117646071431971
light-front wave function,78,0.0011696282292653405
light-cone wave function,78,0.0011696282292653405
e- collision,98,0.0011645772727609251
various observables,98,0.0011645772727609251
dm mass,98,0.0011645772727609251
physical interpretation,98,0.0011645772727609251
electroweak vacuum,98,0.0011645772727609251
fourth order,98,0.0011645772727609251
more detail,98,0.0011645772727609251
photon-photon collision,98,0.0011645772727609251
solar model,98,0.0011645772727609251
observed mass,98,0.0011645772727609251
wide variety,98,0.0011645772727609251
elastic cross section,77,0.0011546329955568107
standard model physic,77,0.0011546329955568107
heavy gauge boson,77,0.0011546329955568107
rare b decay,77,0.0011546329955568107
e + e,77,0.0011546329955568107
high-energy collision,97,0.00115269383120214
essential role,97,0.00115269383120214
explicit model,97,0.00115269383120214
gamma ray,97,0.00115269383120214
ultrahigh energy,97,0.00115269383120214
big-bang nucleosynthesis,97,0.00115269383120214
sm gauge,97,0.00115269383120214
new effect,97,0.00115269383120214
large coupling,97,0.00115269383120214
statistical analysis,97,0.00115269383120214
current process,97,0.00115269383120214
total cross-sections,97,0.00115269383120214
cosmological parameter,97,0.00115269383120214
neutral particle,97,0.00115269383120214
functional renormalization,97,0.00115269383120214
initial value,97,0.00115269383120214
other parameter,97,0.00115269383120214
space-time dimension,97,0.00115269383120214
loop contribution,97,0.00115269383120214
chiral anomaly,97,0.00115269383120214
significant enhancement,97,0.00115269383120214
physical higgs,96,0.001140810389643355
strange baryon,96,0.001140810389643355
neural network,96,0.001140810389643355
deconfined phase,96,0.001140810389643355
viable model,96,0.001140810389643355
general formalism,96,0.001140810389643355
radiative transition,96,0.001140810389643355
hadronic cross,96,0.001140810389643355
thermal relic,96,0.001140810389643355
simple way,96,0.001140810389643355
lattice result,96,0.001140810389643355
large cp,96,0.001140810389643355
broken symmetry,96,0.001140810389643355
absolute value,96,0.001140810389643355
finite energy sum,76,0.0011396377618482806
axial form factor,76,0.0011396377618482806
long baseline neutrino,76,0.0011396377618482806
spatial distribution,95,0.0011289269480845702
radiative energy,95,0.0011289269480845702
kinematic range,95,0.0011289269480845702
new fermion,95,0.0011289269480845702
p \bar,95,0.0011289269480845702
general result,95,0.0011289269480845702
non-perturbative qcd,95,0.0011289269480845702
asymmetric dark matter,75,0.0011246425281397504
small mixing angle,75,0.0011246425281397504
soft gluon emission,75,0.0011246425281397504
inverted mass hierarchy,75,0.0011246425281397504
gauge-mediated supersymmetry breaking,75,0.0011246425281397504
differential decay rate,75,0.0011246425281397504
consistent description,94,0.0011170435065257851
heavy gauge,94,0.0011170435065257851
n_f =,94,0.0011170435065257851
asymptotic expansion,94,0.0011170435065257851
new limit,94,0.0011170435065257851
false vacuum,94,0.0011170435065257851
critical endpoint,94,0.0011170435065257851
phenomenological aspect,94,0.0011170435065257851
strong evidence,94,0.0011170435065257851
dynamical electroweak,94,0.0011170435065257851
different flavor,94,0.0011170435065257851
fourth family,94,0.0011170435065257851
local gauge,94,0.0011170435065257851
theoretical understanding,94,0.0011170435065257851
cp-violating effect,94,0.0011170435065257851
b^ *,94,0.0011170435065257851
magnetic field strength,74,0.0011096472944312204
heavy quark pair,74,0.0011096472944312204
spectral sum rule,74,0.0011096472944312204
hadronic form factor,74,0.0011096472944312204
leptonic decay constant,74,0.0011096472944312204
nlo qcd correction,74,0.0011096472944312204
many extension,93,0.0011051600649670003
recent lhc,93,0.0011051600649670003
gamma-ray burst,93,0.0011051600649670003
high value,93,0.0011051600649670003
electron-positron collider,93,0.0011051600649670003
integral representation,93,0.0011051600649670003
strong suppression,93,0.0011051600649670003
higgs decay,93,0.0011051600649670003
unification scale,93,0.0011051600649670003
drell-yan production,93,0.0011051600649670003
primordial nucleosynthesis,93,0.0011051600649670003
p p,93,0.0011051600649670003
effective charge,93,0.0011051600649670003
holographic model,93,0.0011051600649670003
thermal field,93,0.0011051600649670003
× u,93,0.0011051600649670003
recent claim,93,0.0011051600649670003
