ngram,count_x,unithood_x,termhood_x,count_y,unithood_y,termhood_y
integrable model,341,0.004337665174210054,61611732.04192786,341,0.004337665174210054,61611732.04192786
dark matter,340,0.0043249447484792316,61431276.09994465,340,0.0043249447484792316,61431276.09994465
present paper,339,0.00431222432274841,61250814.02152391,339,0.00431222432274841,61250814.02152391
physical interpretation,338,0.004299503897017589,61070812.01425069,338,0.004299503897017589,61070812.01425069
closed string,336,0.004274063045555946,60709920.05701765,336,0.004274063045555946,60709920.05701765
new result,336,0.004274063045555946,60709856.01993984,336,0.004274063045555946,60709856.01993984
analytic continuation,335,0.004261342619825125,60529522.02224016,335,0.004261342619825125,60529522.02224016
lower bound,334,0.004248622194094304,60349236.030550905,334,0.004248622194094304,60349236.030550905
previous paper,334,0.004248622194094304,60349342.01600181,334,0.004248622194094304,60349342.01600181
topological charge,329,0.004185020065440198,59447860.017209426,329,0.004185020065440198,59447860.017209426
spontaneous breaking,328,0.004172299639709377,59266988.03686495,328,0.004172299639709377,59266988.03686495
dual description,326,0.004146858788247734,58906286.02696198,326,0.004146858788247734,58906286.02696198
spontaneous symmetry breaking,258,0.004141258656982282,46636692.02450062,258,0.004141258656982282,46636692.02450062
matrix model,325,0.004134138362516913,58726042.02968947,325,0.004134138362516913,58726042.02968947
explicit formula,324,0.004121417936786091,58545884.01459607,324,0.004121417936786091,58545884.01459607
feynman diagram,324,0.004121417936786091,58545812.019244425,324,0.004121417936786091,58545812.019244425
dual field theory,255,0.004093104486552255,46094870.028004,255,0.004093104486552255,46094870.028004
tree level,320,0.004070536233862806,57824222.02009916,320,0.004070536233862806,57824222.02009916
physical state,319,0.004057815808131985,57643994.01847469,319,0.004057815808131985,57643994.01847469
magnetic flux,318,0.004045095382401164,57463250.035171695,318,0.004045095382401164,57463250.035171695
sine-gordon model,318,0.004045095382401164,57463526.03411456,318,0.004045095382401164,57463526.03411456
wide class,318,0.004045095382401164,57463238.01948828,318,0.004045095382401164,57463238.01948828
gravitational theory,318,0.004045095382401164,57463012.03335913,318,0.004045095382401164,57463012.03335913
internal space,316,0.004019654530939522,57102658.024360895,316,0.004019654530939522,57102658.024360895
harmonic oscillator,313,0.003981493253747057,56561618.02424241,313,0.003981493253747057,56561618.02424241
holographic model,312,0.003968772828016236,56380994.032352276,312,0.003968772828016236,56380994.032352276
gauge invariance,310,0.003943331976554594,56020342.021509625,310,0.003943331976554594,56020342.021509625
cosmological constant problem,245,0.003932590585118834,44289912.046273395,245,0.003932590585118834,44289912.046273395
supersymmetric quantum mechanic,243,0.0039004878048321495,43929148.01401609,243,0.0039004878048321495,43929148.01401609
superconformal algebra,306,0.0038924502736313086,55298824.04549187,306,0.0038924502736313086,55298824.04549187
cosmic microwave background,242,0.0038844364146888074,43748596.03152299,242,0.0038844364146888074,43748596.03152299
gauge transformation,305,0.0038797298479004874,55118410.02238173,305,0.0038797298479004874,55118410.02238173
first time,302,0.0038415685707080234,54576860.01955425,302,0.0038415685707080234,54576860.01955425
external field,302,0.0038415685707080234,54576964.033528104,302,0.0038415685707080234,54576964.033528104
recent development,301,0.0038288481449772023,54396666.01829914,301,0.0038288481449772023,54396666.01829914
black hole thermodynamics,237,0.003804179463972096,42844988.11756666,237,0.003804179463972096,42844988.11756666
large n,299,0.00380340729351556,54035462.039694816,299,0.00380340729351556,54035462.039694816
noncommutative space,299,0.00380340729351556,54035910.03650323,299,0.00380340729351556,54035910.03650323
conformal anomaly,299,0.00380340729351556,54035266.04166735,299,0.00380340729351556,54035266.04166735
complex structure,298,0.0037906868677847383,53855542.01965453,298,0.0037906868677847383,53855542.01965453
several example,298,0.0037906868677847383,53855352.01555856,298,0.0037906868677847383,53855352.01555856
explicit construction,297,0.003777966442053917,53675120.013668716,297,0.003777966442053917,53675120.013668716
symmetric solution,296,0.003765246016323096,53494014.04287021,296,0.003765246016323096,53494014.04287021
black string,296,0.003765246016323096,53494020.059159555,296,0.003765246016323096,53494020.059159555
classical level,296,0.003765246016323096,53494218.03333388,296,0.003765246016323096,53494218.03333388
integral representation,291,0.0037016438876689896,52592390.020129405,291,0.0037016438876689896,52592390.020129405
low temperature,291,0.0037016438876689896,52591864.07373832,291,0.0037016438876689896,52591864.07373832
complete set,291,0.0037016438876689896,52592282.017615646,291,0.0037016438876689896,52592282.017615646
cosmological perturbation,290,0.003688923461938168,52411720.04847737,290,0.003688923461938168,52411720.04847737
lorentz invariance,288,0.0036634826104765253,52050948.02295254,288,0.0036634826104765253,52050948.02295254
noncommutative gauge theory,227,0.0036436655625386744,41040242.037542686,227,0.0036436655625386744,41040242.037542686
local operator,285,0.0036253213332840617,51509412.038886316,285,0.0036253213332840617,51509412.038886316
simple model,284,0.0036126009075532406,51329268.014147274,284,0.0036126009075532406,51329268.014147274
riemann surface,283,0.0035998804818224194,51148796.02236099,283,0.0035998804818224194,51148796.02236099
supersymmetric field theory,223,0.0035794600019653055,40317962.01796523,223,0.0035794600019653055,40317962.01796523
radiative correction,281,0.0035744396303607766,50787888.02068668,281,0.0035744396303607766,50787888.02068668
free parameter,281,0.0035744396303607766,50787602.02191622,281,0.0035744396303607766,50787602.02191622
three-point function,281,0.0035744396303607766,50787628.05092571,281,0.0035744396303607766,50787628.05092571
explicit solution,280,0.0035617192046299554,50607332.01732902,280,0.0035617192046299554,50607332.01732902
new method,278,0.003536278353168313,50246460.01506879,278,0.003536278353168313,50246460.01506879
linear combination,278,0.003536278353168313,50246322.01868542,278,0.003536278353168313,50246322.01868542
supersymmetric solution,277,0.003523557927437492,50066042.03017179,277,0.003523557927437492,50066042.03017179
derivative expansion,276,0.0035108375017066707,49885110.05342117,276,0.0035108375017066707,49885110.05342117
dual theory,276,0.0035108375017066707,49885342.02565063,276,0.0035108375017066707,49885342.02565063
abelian gauge theory,218,0.003499203051248595,39415040.01951979,218,0.003499203051248595,39415040.01951979
stress-energy tensor,275,0.003498117075975849,49704672.02831393,275,0.003498117075975849,49704672.02831393
latter case,275,0.003498117075975849,49704904.01566796,275,0.003498117075975849,49704904.01566796
asymptotic behavior,274,0.003485396650245028,49524272.02965945,274,0.003485396650245028,49524272.02965945
high energy,274,0.003485396650245028,49524468.02562438,274,0.003485396650245028,49524468.02562438
classical limit,274,0.003485396650245028,49524516.01984118,274,0.003485396650245028,49524516.01984118
antisymmetric tensor field,217,0.003483151661105253,39234362.016932786,217,0.003483151661105253,39234362.016932786
holographic entanglement entropy,217,0.003483151661105253,39234132.09501339,217,0.003483151661105253,39234132.09501339
boundary term,272,0.0034599557987833856,49163350.03487365,272,0.0034599557987833856,49163350.03487365
quasinormal mode,271,0.0034472353730525644,48982626.070652194,271,0.0034472353730525644,48982626.070652194
current algebra,268,0.0034090740958601005,48441614.025280826,268,0.0034090740958601005,48441614.025280826
imaginary part,267,0.003396353670129279,48261062.02802953,267,0.003396353670129279,48261062.02802953
naked singularity,266,0.0033836332443984577,48080230.055409394,266,0.0033836332443984577,48080230.055409394
dynamical system,266,0.0033836332443984577,48080764.02664012,266,0.0033836332443984577,48080764.02664012
explicit calculation,263,0.0033454719672059937,47539252.01622152,263,0.0033454719672059937,47539252.01622152
new approach,263,0.0033454719672059937,47539366.01339355,263,0.0033454719672059937,47539366.01339355
effective lagrangian,262,0.0033327515414751725,47358784.01895863,262,0.0033327515414751725,47358784.01895863
dimensional regularization,261,0.0033200311157443514,47178302.02185862,261,0.0033200311157443514,47178302.02185862
weak coupling,261,0.0033200311157443514,47177922.057501994,261,0.0033200311157443514,47177922.057501994
discrete symmetry,260,0.00330731069001353,46997866.01694695,260,0.00330731069001353,46997866.01694695
free field,260,0.00330731069001353,46997620.023535855,260,0.00330731069001353,46997620.023535855
such solution,260,0.00330731069001353,46997476.02754833,260,0.00330731069001353,46997476.02754833
general formula,259,0.0032945902642827086,46817018.01956566,259,0.0032945902642827086,46817018.01956566
higgs field,258,0.0032818698385518874,46636712.02406296,258,0.0032818698385518874,46636712.02406296
simple example,257,0.0032691494128210662,46456270.01276356,257,0.0032691494128210662,46456270.01276356
conformal transformation,255,0.003243708561359424,46095012.026891366,255,0.003243708561359424,46095012.026891366
infinite set,255,0.003243708561359424,46095082.02385605,255,0.003243708561359424,46095082.02385605
different type,255,0.003243708561359424,46095190.01575818,255,0.003243708561359424,46095190.01575818
four-point function,255,0.003243708561359424,46095046.0493589,255,0.003243708561359424,46095046.0493589
closed form,255,0.003243708561359424,46095060.01904703,255,0.003243708561359424,46095060.01904703
flat spacetime,254,0.0032309881356286027,45914546.02285921,254,0.0032309881356286027,45914546.02285921
scalar perturbation,254,0.0032309881356286027,45914530.04813065,254,0.0032309881356286027,45914530.04813065
crucial role,254,0.0032309881356286027,45914608.01623807,254,0.0032309881356286027,45914608.01623807
higher spin field,201,0.0032263294188117782,36344572.0782001,201,0.0032263294188117782,36344572.0782001
sufficient condition,253,0.0032182677098977815,45734268.01454627,253,0.0032182677098977815,45734268.01454627
numerical simulation,253,0.0032182677098977815,45734220.0190263,253,0.0032182677098977815,45734220.0190263
canonical quantization,253,0.0032182677098977815,45734300.02092139,253,0.0032182677098977815,45734300.02092139
abelian higgs model,200,0.0032102780286684357,36164196.01614278,200,0.0032102780286684357,36164196.01614278
chiral symmetry breaking,200,0.0032102780286684357,36163948.09993686,200,0.0032102780286684357,36163948.09993686
static solution,251,0.0031928268584361388,45372930.02899548,251,0.0031928268584361388,45372930.02899548
chiral model,251,0.0031928268584361388,45373394.02360947,251,0.0031928268584361388,45373394.02360947
scale factor,250,0.0031801064327053176,45192418.04917532,250,0.0031801064327053176,45192418.04917532
main result,249,0.0031673860069744964,45012024.01507881,249,0.0031673860069744964,45012024.01507881
quantum field,249,0.0031673860069744964,45012000.02446411,249,0.0031673860069744964,45012000.02446411
inflationary model,249,0.0031673860069744964,45012196.03767947,249,0.0031673860069744964,45012196.03767947
detailed analysis,249,0.0031673860069744964,45011968.01566489,249,0.0031673860069744964,45011968.01566489
one-loop correction,249,0.0031673860069744964,45011976.02353988,249,0.0031673860069744964,45011976.02353988
higher order,248,0.0031546655812436752,44831520.01995458,248,0.0031546655812436752,44831520.01995458
earlier work,248,0.0031546655812436752,44831590.01364951,248,0.0031546655812436752,44831590.01364951
linear sigma model,196,0.003146072468095067,35441748.02050018,196,0.003146072468095067,35441748.02050018
boundary theory,245,0.0031165043040512113,44289588.02988514,245,0.0031165043040512113,44289588.02988514
derivative term,244,0.0031037838783203897,44109220.033431545,244,0.0031037838783203897,44109220.033431545
excited state,244,0.0031037838783203897,44109384.03271795,244,0.0031037838783203897,44109384.03271795
large distance,243,0.003091063452589568,43928610.03892557,243,0.003091063452589568,43928610.03892557
noncommutative field theory,192,0.003081866907521698,34719224.02042183,192,0.003081866907521698,34719224.02042183
light-cone gauge,242,0.003078343026858747,43748622.01758021,242,0.003078343026858747,43748622.01758021
eleven-dimensional supergravity,242,0.003078343026858747,43748592.01718633,242,0.003078343026858747,43748592.01718633
certain class,242,0.003078343026858747,43748380.014302246,242,0.003078343026858747,43748380.014302246
topological string,242,0.003078343026858747,43748408.07351461,242,0.003078343026858747,43748408.07351461
quantum mechanic,239,0.0030401817496662834,43206972.01640736,239,0.0030401817496662834,43206972.01640736
calabi-yau threefolds,238,0.003027461323935462,43026418.02763283,238,0.003027461323935462,43026418.02763283
curved space,238,0.003027461323935462,43026040.02584186,238,0.003027461323935462,43026040.02584186
topological defect,238,0.003027461323935462,43026214.025904454,238,0.003027461323935462,43026214.025904454
chiral anomaly,237,0.003014740898204641,42845816.01940118,237,0.003014740898204641,42845816.01940118
good agreement,236,0.0030020204724738194,42664982.02684876,236,0.0030020204724738194,42664982.02684876
possible application,236,0.0030020204724738194,42665222.01218397,236,0.0030020204724738194,42665222.01218397
recent progress,236,0.0030020204724738194,42665206.013541475,236,0.0030020204724738194,42665206.013541475
chiral fermion,235,0.0029893000467429982,42484742.02050064,235,0.0029893000467429982,42484742.02050064
initial state,234,0.002976579621012177,42303990.02464435,234,0.002976579621012177,42303990.02464435
hamiltonian formulation,234,0.002976579621012177,42304126.024517976,234,0.002976579621012177,42304126.024517976
conformal dimension,234,0.002976579621012177,42303722.03797095,234,0.002976579621012177,42303722.03797095
asymptotic expansion,234,0.002976579621012177,42303896.02083076,234,0.002976579621012177,42303896.02083076
primary field,233,0.002963859195281356,42123472.04110001,233,0.002963859195281356,42123472.04110001
general result,233,0.002963859195281356,42123272.01907084,233,0.002963859195281356,42123272.01907084
higher spin,233,0.002963859195281356,42123356.061049886,233,0.002963859195281356,42123356.061049886
superconformal symmetry,233,0.002963859195281356,42123482.03355695,233,0.002963859195281356,42123482.03355695
supersymmetric model,233,0.002963859195281356,42123546.01927641,233,0.002963859195281356,42123546.01927641
fundamental string,230,0.002925697918088892,41581888.01733127,230,0.002925697918088892,41581888.01733127
hamiltonian formalism,230,0.002925697918088892,41581830.02758371,230,0.002925697918088892,41581830.02758371
cosmological evolution,229,0.0029129774923580707,41401052.05029619,229,0.0029129774923580707,41401052.05029619
canonical transformation,229,0.0029129774923580707,41401414.018072926,229,0.0029129774923580707,41401414.018072926
euclidean space,228,0.0029002570666272496,41220724.01687079,228,0.0029002570666272496,41220724.01687079
first step,226,0.0028748162151656068,40859478.015251316,226,0.0028748162151656068,40859478.015251316
analytic expression,224,0.0028493753637039644,40498288.01810535,224,0.0028493753637039644,40498288.01810535
scalar curvature,224,0.0028493753637039644,40498212.02667041,224,0.0028493753637039644,40498212.02667041
wide range,224,0.0028493753637039644,40498230.02141842,224,0.0028493753637039644,40498230.02141842
bekenstein-hawking entropy,224,0.0028493753637039644,40497876.06465375,224,0.0028493753637039644,40497876.06465375
strong coupling limit,177,0.0028410960553715654,32009138.024091236,177,0.0028410960553715654,32009138.024091236
abelian gauge field,177,0.0028410960553715654,32009248.017152622,177,0.0028410960553715654,32009248.017152622
low energy effective action,152,0.002832533203922646,27491978.015670802,152,0.002832533203922646,27491978.015670802
general method,222,0.0028239345122423216,40137212.01492762,222,0.0028239345122423216,40137212.01492762
physical quantity,222,0.0028239345122423216,40137088.017179094,222,0.0028239345122423216,40137088.017179094
symmetric space,222,0.0028239345122423216,40137312.01912573,222,0.0028239345122423216,40137312.01912573
black ring,221,0.0028112140865115005,39956482.05357437,221,0.0028112140865115005,39956482.05357437
analytic solution,220,0.0027984936607806793,39775894.02537951,220,0.0027984936607806793,39775894.02537951
superconformal theory,220,0.0027984936607806793,39776040.03393225,220,0.0027984936607806793,39776040.03393225
second part,220,0.0027984936607806793,39775844.34998159,220,0.0027984936607806793,39775844.34998159
one-to-one correspondence,219,0.002785773235049858,39595414.01760799,219,0.002785773235049858,39595414.01760799
low energy limit,173,0.002776890494798197,31286514.017265376,173,0.002776890494798197,31286514.017265376
present work,218,0.002773052809319037,39414908.01495967,218,0.002773052809319037,39414908.01495967
same time,218,0.002773052809319037,39414808.0158204,218,0.002773052809319037,39414808.0158204
one-parameter family,218,0.002773052809319037,39414876.01571267,218,0.002773052809319037,39414876.01571267
