ngram,count,unithood
upper bound,485,0.0058088978043742585
boundary state,484,0.005796920695499259
integrable system,483,0.005784943586624262
particular case,482,0.005772966477749263
early universe,477,0.005713080933374271
irreducible representation,477,0.005713080933374271
calabi-yau manifold,474,0.005677149606749275
critical temperature,470,0.005629241171249281
topological field theory,369,0.005576855191038959
large number,465,0.005569355626874289
antisymmetric tensor,465,0.005569355626874289
first law,463,0.005545401409124292
quantum fluctuation,458,0.0054855158647493
topological string,452,0.0054136532114993086
low temperature,452,0.0054136532114993086
gauge symmetry,449,0.005377721884874314
numerical result,440,0.005269927904999328
quantum correction,439,0.005257950796124329
harmonic oscillator,438,0.0052459736872493305
such theory,437,0.005233996578374332
important role,435,0.005210042360624335
dirac equation,433,0.005186088142874338
explicit form,432,0.00517411103399934
general solution,432,0.00517411103399934
nonlinear sigma,431,0.005162133925124341
yang-mills theory,430,0.005150156816249343
matrix model,426,0.005102248380749349
magnetic flux,423,0.005066317054124353
noncommutative geometry,419,0.0050184086186243594
einstein equation,416,0.004982477291999364
spontaneous symmetry,411,0.004922591747624372
chemical potential,411,0.004922591747624372
cosmological solution,411,0.004922591747624372
magnetic charge,410,0.0049106146387493735
new type,409,0.004898637529874375
previous paper,407,0.004874683312124378
non-linear sigma model,321,0.004851410613342835
general form,400,0.004790843549999388
topological charge,400,0.004790843549999388
feynman diagram,398,0.004766889332249392
topological field,397,0.004754912223374393
fundamental representation,397,0.004754912223374393
integrable model,393,0.004707003787874399
analytic continuation,391,0.0046830495701244024
gauge group,390,0.004671072461249404
new solution,388,0.004647118243499407
large n,388,0.004647118243499407
black hole background,306,0.0046247091828127964
perturbative expansion,382,0.004575255590249416
supersymmetric extension,381,0.004563278481374417
such model,381,0.004563278481374417
internal space,376,0.004503392936999425
present paper,375,0.004491415828124427
physical state,374,0.004479438719249428
exact result,372,0.004455484501499431
non-abelian gauge theory,293,0.0044282346096867625
general class,369,0.004419553174874436
lower bound,369,0.004419553174874436
finite number,368,0.0044075760659994375
supersymmetric quantum,366,0.004383621848249441
gravitational theory,364,0.004359667630499444
general case,364,0.004359667630499444
cosmological perturbation,363,0.0043476905216244454
new result,363,0.0043476905216244454
external field,359,0.004299782086124451
physical interpretation,358,0.0042878049772494525
quasinormal mode,357,0.004275827868374454
black string,356,0.004263850759499456
first time,354,0.004239896541749459
gauge invariance,353,0.00422791943287446
short distance,353,0.00422791943287446
spontaneous breaking,352,0.004215942323999462
conformal anomaly,350,0.004191988106249465
spontaneous symmetry breaking,276,0.004171306321752718
riemann surface,347,0.00415605677962447
near horizon,346,0.004144079670749471
holographic model,345,0.004132102561874473
superconformal algebra,345,0.004132102561874473
dual description,345,0.004132102561874473
dual field,345,0.004132102561874473
dynamical system,344,0.004120125452999474
lorentz invariance,342,0.004096171235249477
explicit formula,342,0.004096171235249477
sine-gordon model,341,0.004084194126374479
dual field theory,269,0.0040655123208387
light-cone gauge,337,0.004036285690874485
closed form,337,0.004036285690874485
wide class,337,0.004036285690874485
local operator,337,0.004036285690874485
flat spacetime,336,0.004024308581999486
large distance,336,0.004024308581999486
free fermion,335,0.0040123314731244876
integral representation,334,0.004000354364249489
noncommutative space,334,0.004000354364249489
current algebra,333,0.003988377255374491
gauge transformation,333,0.003988377255374491
non-linear sigma,333,0.003988377255374491
black hole thermodynamics,262,0.0039597183199246815
stress-energy tensor,330,0.0039524459287494955
light cone,328,0.003928491710999499
cosmic microwave background,256,0.0038690377477126657
cosmological constant problem,256,0.0038690377477126657
recent development,323,0.0038686061666245064
complete set,321,0.0038446519488745095
lowest order,321,0.0038446519488745095
explicit construction,321,0.0038446519488745095
simple model,319,0.0038206977311245126
holographic entanglement entropy,252,0.0038085840329046554
supersymmetric quantum mechanic,252,0.0038085840329046554
classical level,317,0.0037967435133745156
three-point function,316,0.0037847664044995174
asymptotic symmetry,315,0.0037727892956245187
derivative expansion,315,0.0037727892956245187
several example,315,0.0037727892956245187
free parameter,315,0.0037727892956245187
canonical quantization,313,0.0037488350778745213
scalar curvature,312,0.0037368579689995227
fundamental string,312,0.0037368579689995227
symmetric solution,311,0.0037248808601245244
condensed matter,311,0.0037248808601245244
big bang,311,0.0037248808601245244
scale factor,311,0.0037248808601245244
discrete symmetry,310,0.0037129037512495257
black brane,310,0.0037129037512495257
classical field,309,0.0037009266423745275
inflationary model,309,0.0037009266423745275
dual theory,308,0.0036889495334995292
radiative correction,308,0.0036889495334995292
n =2,308,0.0036889495334995292
asymptotic behavior,307,0.0036769724246245306
dimensional regularization,306,0.0036649953157495323
boundary term,306,0.0036649953157495323
naked singularity,305,0.0036530182068745336
higgs field,305,0.0036530182068745336
s *,304,0.0036410410979995354
latter case,300,0.0035931326624995415
classical limit,300,0.0035931326624995415
first step,299,0.003581155553624543
chiral fermion,299,0.003581155553624543
scalar perturbation,299,0.003581155553624543
new method,298,0.0035691784447495446
four-point function,297,0.0035572013358745463
supersymmetric field theory,235,0.003551655744970611
linear combination,296,0.0035452242269995477
symmetric space,296,0.0035452242269995477
new approach,295,0.0035332471181245494
conformal transformation,295,0.0035332471181245494
explicit solution,293,0.0035092929003745525
supersymmetric solution,291,0.0034853386826245556
finite size,291,0.0034853386826245556
numerical simulation,291,0.0034853386826245556
such solution,290,0.0034733615737495564
imaginary part,290,0.0034733615737495564
curved space,290,0.0034733615737495564
excited state,289,0.0034613844648745578
noncommutative gauge theory,228,0.003445861744056593
abelian gauge theory,228,0.003445861744056593
antisymmetric tensor field,226,0.003415634886652588
boundary theory,285,0.0034134760293745643
different type,282,0.0033775447027495687
topological defect,282,0.0033775447027495687
holographic entanglement,281,0.0033655675938745705
effective lagrangian,281,0.0033655675938745705
quantum mechanic,280,0.003353590484999572
conformal block,279,0.0033416133761245735
conformal dimension,279,0.0033416133761245735
derivative term,279,0.0033416133761245735
general formula,279,0.0033416133761245735
explicit calculation,278,0.003329636267249575
initial state,278,0.003329636267249575
gauged supergravity,277,0.0033176591583745766
crucial role,277,0.0033176591583745766
bekenstein-hawking entropy,277,0.0033176591583745766
fermionic field,277,0.0033176591583745766
cosmic microwave,277,0.0033176591583745766
static solution,276,0.0033056820494995784
superconformal symmetry,276,0.0033056820494995784
eleven-dimensional supergravity,275,0.0032937049406245797
main result,273,0.0032697507228745828
simple example,272,0.0032577736139995845
constant curvature,272,0.0032577736139995845
asymptotic expansion,272,0.0032577736139995845
primary field,271,0.003245796505124586
sufficient condition,271,0.003245796505124586
lorentz symmetry,271,0.003245796505124586
n =1,270,0.0032338193962495876
detailed analysis,269,0.003221842287374589
chiral model,269,0.003221842287374589
large scale,269,0.003221842287374589
earlier work,268,0.0032098651784995907
one-loop correction,268,0.0032098651784995907
infinite set,268,0.0032098651784995907
saddle point,267,0.0031978880696245915
relativistic quantum,266,0.0031859109607495933
noncommutative gauge,264,0.0031619567429995964
chiral anomaly,264,0.0031619567429995964
cosmological evolution,264,0.0031619567429995964
higher spin field,209,0.0031587065987185433
calabi-yau threefolds,263,0.0031499796341245977
recent progress,263,0.0031499796341245977
good agreement,263,0.0031499796341245977
chiral symmetry breaking,207,0.0031284797413145384
supersymmetric field,261,0.0031260254163746008
perfect fluid,260,0.0031140483074996025
linear sigma model,206,0.0031133663126125355
abelian higgs model,205,0.003098252883910533
hamiltonian formulation,258,0.0030900940897496056
canonical transformation,257,0.003078116980874607
statistical mechanic,256,0.0030661398719996086
possible application,254,0.0030421856542496117
present work,254,0.0030421856542496117
abelian higgs,254,0.0030421856542496117
supersymmetric model,253,0.0030302085453746135
first class,253,0.0030302085453746135
certain class,253,0.0030302085453746135
physical quantity,250,0.002994277218749618
superconformal theory,250,0.002994277218749618
euclidean space,249,0.0029823001098746196
modified gravity,249,0.0029823001098746196
hamiltonian formalism,249,0.0029823001098746196
double field theory,197,0.0029773454542945123
same time,248,0.002970323000999621
massive particle,248,0.002970323000999621
second class,248,0.002970323000999621
central extension,247,0.0029583458921246227
noncommutative field theory,195,0.002947118596890507
general result,246,0.002946368783249624
wide range,246,0.002946368783249624
generalized uncertainty principle,193,0.002916891739486502
black ring,243,0.0029104374566246284
n=2 supergravity,243,0.0029104374566246284
critical behavior,242,0.0028984603477496297
analytic solution,242,0.0028984603477496297
second part,242,0.0028984603477496297
magnetic monopoles,240,0.0028745061299996328
noncommutative field,240,0.0028745061299996328
null energy condition,190,0.002871551453380494
algebraic structure,239,0.0028625290211246345
analytic expression,238,0.002850551912249636
free theory,236,0.0028265976944996394
general method,236,0.0028265976944996394
gravitational collapse,236,0.0028265976944996394
curved spacetime,236,0.0028265976944996394
gravitational coupling,235,0.0028146205856246407
numerical solution,235,0.0028146205856246407
strong coupling limit,186,0.002811097738572484
abelian gauge field,186,0.002811097738572484
exact expression,234,0.0028026434767496424
quantum effect,234,0.0028026434767496424
unitary representation,233,0.0027906663678746437
local gauge,232,0.0027786892589996455
spinor field,232,0.0027786892589996455
new feature,232,0.0027786892589996455
finite volume,232,0.0027786892589996455
harmonic superspace,231,0.002766712150124647
bosonic field,231,0.002766712150124647
matrix element,230,0.0027547350412496486
quantum level,230,0.0027547350412496486
supersymmetric su,229,0.00274275793237465
near-horizon geometry,229,0.00274275793237465
higher derivative,229,0.00274275793237465
black branes,229,0.00274275793237465
general property,228,0.0027307808234996516
one-parameter family,228,0.0027307808234996516
one-to-one correspondence,228,0.0027307808234996516
low energy limit,180,0.002720417166360468
low energy effective action,155,0.0027196528402774083
dual cft,227,0.002718803714624653
one-loop level,226,0.0027068266057496543
gravitational interaction,226,0.0027068266057496543
gauge field theory,179,0.0027053037376584656
classical equation,225,0.002694849496874656
conformal theory,224,0.0026828723879996574
conserved quantity,224,0.0026828723879996574
integral equation,223,0.002670895279124659
special attention,223,0.002670895279124659
second law,223,0.002670895279124659
thermodynamic property,223,0.002670895279124659
modular invariance,222,0.0026589181702496604
dual gauge,221,0.002646941061374662
recent paper,220,0.002634963952499664
topological quantum,220,0.002634963952499664
exact renormalization group,174,0.002629736594148453
gauge invariant,219,0.0026229868436246652
ads_5 x,218,0.002611009734749667
flow equation,218,0.002611009734749667
thermodynamic bethe ansatz,172,0.0025995097367444474
gross-neveu model,217,0.0025990326258746683
invariant action,217,0.0025990326258746683
physical property,216,0.00258705551699967
holographic dual,216,0.00258705551699967
necessary condition,216,0.00258705551699967
ads_5 x s^5,171,0.0025843963080424445
general expression,215,0.0025750784081246714
classical action,215,0.0025750784081246714
dimensional theory,214,0.0025631012992496727
total energy,214,0.0025631012992496727
holographic description,213,0.0025511241903746745
yang-baxter equation,213,0.0025511241903746745
mechanical system,213,0.0025511241903746745
large volume,213,0.0025511241903746745
n >,212,0.0025391470814996758
linear sigma,212,0.0025391470814996758
initial data,212,0.0025391470814996758
generalized uncertainty,212,0.0025391470814996758
spectral curve,212,0.0025391470814996758
anomaly cancellation,212,0.0025391470814996758
specific example,212,0.0025391470814996758
relativistic particle,212,0.0025391470814996758
shear viscosity,211,0.0025271699726246775
spectral index,210,0.002515192863749679
einstein-hilbert action,210,0.002515192863749679
klein-gordon equation,210,0.002515192863749679
n =4,210,0.002515192863749679
classical theory,209,0.0025032157548746806
special relativity,209,0.0025032157548746806
topological phase,208,0.002491238645999682
scalar particle,208,0.002491238645999682
null energy,208,0.002491238645999682
various dimension,207,0.0024792615371246837
topological quantum field,164,0.0024786023071284263
topological invariant,206,0.002467284428249685
dual gauge theory,163,0.002463488878426424
fractional quantum hall,163,0.002463488878426424
perfect agreement,205,0.0024553073193746867
ten dimension,205,0.0024553073193746867
positive energy,205,0.0024553073193746867
conserved charge,204,0.0024433302104996885
recent proposal,204,0.0024433302104996885
internal symmetry,204,0.0024433302104996885
massive field,204,0.0024433302104996885
specific heat,203,0.0024313531016246894
double field,203,0.0024313531016246894
holographic renormalization,203,0.0024313531016246894
unified theory,202,0.002419375992749691
analytical solution,202,0.002419375992749691
marginal deformation,202,0.002419375992749691
accelerated expansion,202,0.002419375992749691
consistent truncation,201,0.0024073988838746925
third order,201,0.0024073988838746925
scalar-tensor theory,201,0.0024073988838746925
s * *,159,0.0024030351636184135
negative energy,200,0.002395421774999694
bosonic string theory,158,0.002387921734916411
particular attention,199,0.002383444666124696
concrete example,199,0.002383444666124696
new model,199,0.002383444666124696
variational principle,198,0.0023714675572496973
general theory,197,0.002359490448374699
arbitrary spin,197,0.002359490448374699
numerical method,197,0.002359490448374699
elliptic genus,197,0.002359490448374699
hidden symmetry,197,0.002359490448374699
de sitter,196,0.0023475133394997003
higher spin theory,155,0.002342581448810403
near horizon geometry,155,0.002342581448810403
small value,195,0.002335536230624702
giant graviton,195,0.002335536230624702
symplectic structure,195,0.002335536230624702
loop quantum,194,0.0023235591217497034
previous study,194,0.0023235591217497034
physical system,194,0.0023235591217497034
scalar theory,193,0.002311582012874705
conical singularity,193,0.002311582012874705
tachyon condensation,193,0.002311582012874705
differential geometry,193,0.002311582012874705
functional integral,193,0.002311582012874705
local supersymmetry,192,0.0022996049039997065
thermodynamic bethe,192,0.0022996049039997065
projective space,192,0.0022996049039997065
non-minimal coupling,192,0.0022996049039997065
classical string,192,0.0022996049039997065
composite operator,192,0.0022996049039997065
n=4 sym theory,152,0.0022972411627043953
critical dimension,191,0.002287627795124708
infrared divergence,191,0.002287627795124708
first order phase,151,0.002282127734002393
functional renormalization group,151,0.002282127734002393
gauss-bonnet term,190,0.0022756506862497096
magnetic moment,190,0.0022756506862497096
low-energy limit,190,0.0022756506862497096
scale invariance,190,0.0022756506862497096
minimal surface,190,0.0022756506862497096
numerical study,190,0.0022756506862497096
special class,190,0.0022756506862497096
physical degree,190,0.0022756506862497096
massive vector,189,0.002263673577374711
two-dimensional quantum,189,0.002263673577374711
higher curvature,188,0.0022516964684997126
free particle,188,0.0022516964684997126
type iib,188,0.0022516964684997126
mean field,188,0.0022516964684997126
elementary particle,187,0.002239719359624714
extrinsic curvature,186,0.0022277422507497157
thermodynamic quantity,186,0.0022277422507497157
interesting feature,186,0.0022277422507497157
certain condition,186,0.0022277422507497157
large value,186,0.0022277422507497157
quantum theory,186,0.0022277422507497157
hubble parameter,185,0.002215765141874717
gravitational anomaly,185,0.002215765141874717
thermal equilibrium,185,0.002215765141874717
first part,185,0.002215765141874717
anti-de sitter spacetime,146,0.00220656059049238
similar result,184,0.0022037880329997188
magnetic monopole,184,0.0022037880329997188
curved background,184,0.0022037880329997188
numerical calculation,184,0.0022037880329997188
chiral superfields,183,0.0021918109241247205
yukawa coupling,183,0.0021918109241247205
n=2 supersymmetry,183,0.0021918109241247205
differential form,182,0.002179833815249722
free field theory,144,0.0021763337330883746
strong evidence,181,0.0021678567063747236
various aspect,181,0.0021678567063747236
gravitational action,181,0.0021678567063747236
kaluza-klein theory,181,0.0021678567063747236
semiclassical approximation,181,0.0021678567063747236
second order phase,143,0.0021612203043863717
derivative correction,180,0.002155879597499725
cft correspondence,180,0.002155879597499725
natural way,179,0.0021439024886247262
boundary field,179,0.0021439024886247262
one-loop order,179,0.0021439024886247262
same result,179,0.0021439024886247262
quantum information,179,0.0021439024886247262
chiral primary,179,0.0021439024886247262
friedmann equation,178,0.002131925379749728
different way,178,0.002131925379749728
local field,178,0.002131925379749728
flat background,178,0.002131925379749728
arbitrary function,178,0.002131925379749728
n=1 supergravity,178,0.002131925379749728
minimal length,177,0.0021199482708747293
non-perturbative effect,177,0.0021199482708747293
schwinger-dyson equation,177,0.0021199482708747293
canonical ensemble,177,0.0021199482708747293
chiral field,176,0.002107971161999731
superconformal index,176,0.002107971161999731
exact renormalization,176,0.002107971161999731
linear perturbation,176,0.002107971161999731
chiral ring,175,0.0020959940531247324
type ii,175,0.0020959940531247324
metric perturbation,175,0.0020959940531247324
dynamical symmetry,174,0.002084016944249734
chiral gauge,174,0.002084016944249734
inflationary universe,174,0.002084016944249734
early time,174,0.002084016944249734
supersymmetric vacuum,173,0.0020720398353747354
infinite family,173,0.0020720398353747354
perturbative calculation,173,0.0020720398353747354
local symmetry,173,0.0020720398353747354
inflationary scenario,173,0.0020720398353747354
fermi surface,172,0.002060062726499737
first principle,172,0.002060062726499737
lattice gauge theory,136,0.0020554263034723535
apparent horizon,171,0.0020480856176247385
finite density,171,0.0020480856176247385
topological string theory,135,0.002040312874770351
infinite tower,170,0.0020361085087497403
soliton solution,170,0.0020361085087497403
thermodynamic limit,170,0.0020361085087497403
fractional quantum,170,0.0020361085087497403
nonabelian gauge,170,0.0020361085087497403
no-go theorem,169,0.002024131399874742
general framework,169,0.002024131399874742
wess-zumino term,169,0.002024131399874742
covariant derivative,169,0.002024131399874742
different value,169,0.002024131399874742
first example,169,0.002024131399874742
dynamical variable,168,0.002012154290999743
holographic principle,168,0.002012154290999743
final state,168,0.002012154290999743
observational data,168,0.002012154290999743
large-n limit,168,0.002012154290999743
geometric interpretation,168,0.002012154290999743
first class constraint,133,0.0020100860173663457
gravitational background,167,0.0020001771821247447
supersymmetric qcd,167,0.0020001771821247447
local lorentz,167,0.0020001771821247447
same way,167,0.0020001771821247447
holographic superconductors,167,0.0020001771821247447
sigma model,166,0.001988200073249746
lie algebra,166,0.001988200073249746
seiberg-witten map,166,0.001988200073249746
tensor product,166,0.001988200073249746
odd dimension,166,0.001988200073249746
flat direction,166,0.001988200073249746
one-point function,166,0.001988200073249746
low energy effective theory,113,0.001982714651299014
two-point correlation function,131,0.0019798591599623407
classical field theory,131,0.0019798591599623407
phase transition,165,0.0019762229643747477
flat space-time,165,0.0019762229643747477
numerical analysis,165,0.0019762229643747477
iib supergravity,165,0.0019762229643747477
massive scalar,165,0.0019762229643747477
flat connection,165,0.0019762229643747477
second class constraint,130,0.0019647457312603383
free massless,164,0.0019642458554997495
lagrangian density,164,0.0019642458554997495
slow-roll inflation,164,0.0019642458554997495
quantum number,163,0.0019522687466247508
large mass,163,0.0019522687466247508
warp factor,163,0.0019522687466247508
such system,163,0.0019522687466247508
gauss-bonnet gravity,163,0.0019522687466247508
hypergeometric function,163,0.0019522687466247508
loop quantum gravity,129,0.0019496323025583356
logarithmic correction,162,0.0019402916377497523
lagrangian formulation,162,0.0019402916377497523
higher genus,162,0.0019402916377497523
dimensional supergravity,162,0.0019402916377497523
cosmological term,162,0.0019402916377497523
cosmic censorship,162,0.0019402916377497523
explicit result,162,0.0019402916377497523
d =,162,0.0019402916377497523
reduced density matrix,128,0.0019345188738563329
brst symmetry,161,0.0019283145288747539
finite energy,161,0.0019283145288747539
long distance,161,0.0019283145288747539
proper time,161,0.0019283145288747539
modular transformation,160,0.0019163374199997554
massive graviton,160,0.0019163374199997554
functional renormalization,160,0.0019163374199997554
massive mode,160,0.0019163374199997554
square root,160,0.0019163374199997554
simple form,160,0.0019163374199997554
topological term,159,0.001904360311124757
four-dimensional theory,159,0.001904360311124757
false vacuum,159,0.001904360311124757
next-to-leading order,159,0.001904360311124757
effective string,159,0.001904360311124757
same form,159,0.001904360311124757
dirac fermion,159,0.001904360311124757
conformal group,159,0.001904360311124757
black hole evaporation,126,0.0019042920164523277
quantum state,158,0.0018923832022497587
local quantum,158,0.0018923832022497587
inner product,158,0.0018923832022497587
fourth order,158,0.0018923832022497587
invariant theory,157,0.0018804060933747598
brief review,157,0.0018804060933747598
conformal gauge,157,0.0018804060933747598
earlier result,157,0.0018804060933747598
linear dilaton,157,0.0018804060933747598
new family,157,0.0018804060933747598
modular form,157,0.0018804060933747598
complex structure modulus,124,0.0018740651590483228
black hole physic,124,0.0018740651590483228
black hole geometry,124,0.0018740651590483228
general structure,156,0.0018684289844997613
metric tensor,156,0.0018684289844997613
explicit computation,156,0.0018684289844997613
planck scale,156,0.0018684289844997613
calabi-yau threefold,155,0.0018564518756247629
lattice gauge,155,0.0018564518756247629
broken phase,155,0.0018564518756247629
cosmological horizon,155,0.0018564518756247629
electric-magnetic duality,155,0.0018564518756247629
flux compactifications,155,0.0018564518756247629
holographic duality,154,0.0018444747667497646
mutual information,154,0.0018444747667497646
natural generalization,154,0.0018444747667497646
gravitational perturbation,154,0.0018444747667497646
asymptotic freedom,154,0.0018444747667497646
black hole information,122,0.0018438383016443174
numerical evidence,153,0.0018324976578747662
wheeler-dewitt equation,153,0.0018324976578747662
holographic duals,153,0.0018324976578747662
cosmic acceleration,153,0.0018324976578747662
special geometry,153,0.0018324976578747662
toda field theory,121,0.0018287248729423147
fundamental matter,152,0.0018205205489997677
infinite series,152,0.0018205205489997677
kinetic energy,152,0.0018205205489997677
wess-zumino-witten model,152,0.0018205205489997677
black brane solution,120,0.001813611444240312
different approach,151,0.0018085434401247692
arbitrary value,151,0.0018085434401247692
twisted sector,151,0.0018085434401247692
liouville field,151,0.0018085434401247692
pure yang-mills,151,0.0018085434401247692
planck mass,151,0.0018085434401247692
black hole formation,119,0.0017984980155383095
extended phase space,119,0.0017984980155383095
complex plane,150,0.0017965663312497708
long time,150,0.0017965663312497708
chiral multiplets,150,0.0017965663312497708
simplest case,150,0.0017965663312497708
solvable model,150,0.0017965663312497708
simple lie,149,0.0017845892223747723
maximal supergravity,149,0.0017845892223747723
spatial infinity,149,0.0017845892223747723
scalar hair,149,0.0017845892223747723
fine tuning,149,0.0017845892223747723
spectral function,148,0.0017726121134997738
d dimension,148,0.0017726121134997738
highest weight,148,0.0017726121134997738
extremal limit,148,0.0017726121134997738
thermal state,148,0.0017726121134997738
small perturbation,148,0.0017726121134997738
quantum phase transition,117,0.0017682711581343041
scalar field model,117,0.0017682711581343041
riemannian manifold,147,0.0017606350046247754
higgs branch,147,0.0017606350046247754
compact dimension,147,0.0017606350046247754
n=8 supergravity,147,0.0017606350046247754
conserved current,147,0.0017606350046247754
mechanical model,147,0.0017606350046247754
relativistic quantum field,116,0.0017531577294323019
non-abelian gauge field,116,0.0017531577294323019
extended object,146,0.001748657895749777
detailed study,146,0.001748657895749777
physical meaning,146,0.001748657895749777
further evidence,146,0.001748657895749777
conformal bootstrap,146,0.001748657895749777
penrose limit,146,0.001748657895749777
open string field,115,0.0017380443007302992
black hole spacetimes,115,0.0017380443007302992
collective coordinate,145,0.0017366807868747782
general gauge,145,0.0017366807868747782
general formalism,145,0.0017366807868747782
dimensional quantum,145,0.0017366807868747782
derivative gravity,145,0.0017366807868747782
systematic study,145,0.0017366807868747782
asymptotic behaviour,144,0.0017247036779997798
weak field,144,0.0017247036779997798
quantum phase,144,0.0017247036779997798
geometrical interpretation,144,0.0017247036779997798
holographic superconductor,144,0.0017247036779997798
higher order correction,114,0.0017229308720282965
chiral gauge theory,114,0.0017229308720282965
long range,143,0.0017127265691247813
broken symmetry,143,0.0017127265691247813
born-infeld action,143,0.0017127265691247813
chiral matter,143,0.0017127265691247813
chiral algebra,143,0.0017127265691247813
wzw model,143,0.0017127265691247813
pp-wave background,143,0.0017127265691247813
non-relativistic limit,143,0.0017127265691247813
particular class,143,0.0017127265691247813
small scale,142,0.0017007494602497828
flat spacetimes,142,0.0017007494602497828
free boson,142,0.0017007494602497828
particular choice,142,0.0017007494602497828
one-loop amplitude,142,0.0017007494602497828
n=1 supersymmetry,142,0.0017007494602497828
dimensional space,142,0.0017007494602497828
two-point correlation,142,0.0017007494602497828
black hole mass,112,0.0016927040146242913
invariant partition function,112,0.0016927040146242913
integrable structure,141,0.0016887723513747844
conformal supergravity,141,0.0016887723513747844
general coordinate,141,0.0016887723513747844
bosonic sector,141,0.0016887723513747844
holographic theory,141,0.0016887723513747844
modular invariant,141,0.0016887723513747844
modulus stabilization,141,0.0016887723513747844
ward identity,141,0.0016887723513747844
universality class,141,0.0016887723513747844
toda field,141,0.0016887723513747844
dynamical triangulation,141,0.0016887723513747844
simple way,141,0.0016887723513747844
potential term,141,0.0016887723513747844
cosmological singularity,141,0.0016887723513747844
special value,141,0.0016887723513747844
